message	priority	matched_groups	matched_keywords	matched_keyword	registry_identity_status	registry_identity_missing	serializer_status	serializer_blockers	structural_status	capture_status	blocker	source
DailyActivityState	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActivityModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
Activity_CheatCodeVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Activity_BasicVital	1	combat/damage/hp/vital	vital	vital	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
Activity_ActorCommandVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
Activity_NewActivityVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Activity_ActivityStateChangedVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Activity_ActorJoinActivityVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Activity_ActorLeaveActivityVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Activity_SendRankingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Activity_UpdateActivityPointVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActorActivity_UpdateDailyActivityStateVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	OPEN	indirect_jump_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_jump_not_proven_serializer	IMAGE
ActorActivity_ClientReportActivityResultVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActorActivity_ResetDailyActivityResultVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
KnowledgeGuruCreateTableAttr	3	remaining	N/A	N/A	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
KnowledgeGuru_NewQuizVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
KnowledgeGuru_CurrentQuizResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
KnowledgeGuru_ActorAnswerQuizVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
KnowledgeGuru_ActorUseCardVital	1	combat/damage/hp/vital | actor/npc/monster	vital | actor	vital | actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
KnowledgeGuru_UseHalfProbabilityCardResultVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
FingerGuessingGameModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
FingerGuessingGameVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
WinePotAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
WineCellarAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
WineFormulaLearningAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
WinemakingModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
Winemaking_UpdateWindPotSlotVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
Winemaking_StartWinemakingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Winemaking_FinishWinemakingVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
Winemaking_UpdateLearnedFormulaVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	IMAGE
Winemaking_LearnFomulaVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AppraisalModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AppraisalVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
AppraisalStopVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectableBookTypeAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionPieceAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionBookAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionBookModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionBookVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionBookDataVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
CollectionBookAppraisePieceVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionBookAppraisalStopVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GetCollectionTreasureVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DropThingModule_Client	1	item/inventory/drop/pickup/loot	drop	drop	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallBagAttr	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	OPEN	direct_call_not_proven_serializer	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer	IMAGE
ItemMallGiftItem	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallModule_Client	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallPurchaseVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallResultVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallTokenExchangeVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallCouponExchangeVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallUpdatePersonalDataVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved	IMAGE
ItemMallBagOpenReq	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallBagOpenRes	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
ItemMallBagUpdate	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
ItemMallBagItemTransfer	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved	IMAGE
ItemMallPersonalGiftVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved	IMAGE
ItemMallReceiveGiftVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallGiftNotifyVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | pe_security_cookie_failure_path_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | exact_direct_import_call_wire_effect_unproved | invalid_parameter_import_call_wire_effect_unproved | pe_security_cookie_failure_path_wire_effect_unproved	IMAGE
ItemMallNotifyToeknModeVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallQueryPersonalDataVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallGetIMSDataReq	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ItemMallIMSDataRes	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | invalid_parameter_singleton_register_call_wire_effect_unproved | mutable_chain_target_object_alias_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
ItemMallGashaponDesVital	1	combat/damage/hp/vital | item/inventory/drop/pickup/loot	vital | item	vital | item	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
BlackMarketItem	1	item/inventory/drop/pickup/loot	item	item	OPEN	getter | vtable | serializer	OPEN	registry_serializer_unresolved:getter_hits=0	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	registry getter UNKNOWN | registry vtable UNKNOWN | registry serializer UNKNOWN | registry_serializer_unresolved:getter_hits=0	IMAGE
BlackMarketModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketPutOnSale	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketOffSale	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketBuy	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketSearchMyItem	1	item/inventory/drop/pickup/loot	item	item	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketSearach	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
GSCN_BlackMarketSearchReply	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot | invalid_parameter_import_call_wire_effect_unproved | mutable_dword_slot_nested_targets_and_alias_unproved	IMAGE
GSCN_BlackMarketReply	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
DyeingModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DyeingVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DyeingVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DyeingShipVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
DyeingRemoveVital	1	combat/damage/hp/vital | move/position/teleport	vital | move	vital | move	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CastEquipmentModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CastEquipmentVitalReq	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CastEquipmentVitalRes	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CCooldownAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CStartCooldownVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	IMAGE
CGCCooldownModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
CollectionObjPointAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionEffectData	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionObjModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
CollectionObj_UpdateCollectionObjBagVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	atomic_target_object_alias_unproved | direct_call_not_proven_serializer | dynamic_vtable_plus_0x04_target_unresolved | indirect_call_not_proven_serializer_slot	IMAGE
CollectionObj_CollectObjVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionObj_GetCollectEffectVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionObj_UpdateCollectEffectVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | invalid_parameter_import_call_wire_effect_unproved	IMAGE
CollectionObj_SailorLevelUpRequestVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CollectionObj_SailorLvUpResponseVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CGCVehicleModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | ecx_plus_50_tail_target_and_alias_unproved | indirect_call_not_proven_serializer_slot	IMAGE
CGCDriverModule	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	indirect_call_not_proven_serializer_slot	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	indirect_call_not_proven_serializer_slot	IMAGE
CVehicleAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
CVehicleVital	1	combat/damage/hp/vital	vital	vital	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ActorExpressData	1	actor/npc/monster	actor	actor	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ExpressCountAttr	3	remaining	N/A	N/A	KNOWN	N/A	CLOSED	N/A	CLOSED	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	N/A	IMAGE
ExpressModule_Client	3	remaining	N/A	N/A	KNOWN	N/A	OPEN	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	OPEN	SEPARATE_SOURCE:PF_FIELD_VALIDATION.tsv	direct_call_not_proven_serializer | indirect_call_not_proven_serializer_slot | nested_call_composition_targets_and_alias_unproved	IMAGE
