n_ID	s_NAME	s_MAINTIP	s_TRIGGEREDTIP
14091	Legend		
14092	Legend		
14093	Legend		
14094	Legend		
14095	Legend		
14096	Legend		
14097	Legend		
14098	Legend		
14099	Legend		
14100	Legend		
14101	Legend		
14102	Legend		
14103	Legend		
14104	Legend		
14105	Legend		
14106	Legend		
14107	Legend		
14108	Legend		
14109	Legend		
14110	Legend		
14111	Legend		
14112	Legend		
14113	Legend		
14114	Legend		
14115	Legend		
14116	Legend		
14117	Legend		
14118	Legend		
14119	Legend		
14120	Legend		
14121	Legend		
14122	Legend		
14123	Legend		
14124	Legend		
14125	Legend		
14126	Legend		
14127	Legend		
14128	Legend		
14129	Legend		
14130	Legend		
14131	Legend		
14132	Legend		
14133	Legend		
14134	Legend		
14135	Legend		
14136	Legend		
14137	Legend		
14138	Legend		
14139	Legend		
14140	Legend		
14141	Legend		
14142	Legend		
14143	Legend		
14144	Legend		
14145	Legend		
14146	Legend		
14147	Legend		
14148	Legend		
14149	Legend		
14150	Legend		
14151	Legend		
14152	Legend		
14153	Legend		
14154	Legend		
14155	Legend		
14156	Legend		
14157	Legend		
14158	Legend		
14159	Legend		
14160	Legend		
14161	Legend		
14162	Legend		
14163	Legend		
14164	Legend		
14165	Legend		
14166	Legend		
14167	Legend		
14168	Legend		
14169	Legend		
14170	Legend		
14171	Legend		
14172	Legend		
14173	Legend		
14174	Legend		
14175	Legend		
14176	Legend		
14177	Legend		
14178	Legend		
14179	Legend		
14180	Legend		
14181	Legend		
14182	Legend		
14183	Legend		
14184	Legend		
14185	Legend		
14186	Legend		
14187	Legend		
14188	Legend		
14189	Legend		
14190	Legend		
14191	Legend		
14192	Legend		
14193	Legend		
14194	Legend		
14195	Legend		
14196	Legend		
14197	Legend		
14198	Legend		
14199	Legend		
14200	Legend		
14201	Legend		
14202	Legend		
14203	Legend		
14204	Legend		
14205	Legend		
14206	Legend		
14207	Legend		
14208	Legend		
14209	Legend		
14210	Legend		
14211	Legend		
14212	Legend		
14213	Legend		
14214	Legend		
14215	Legend		
14216	Legend		
14217	Legend		
14218	Legend		
14219	Legend		
14220	Legend		
14221	Legend		
14222	Legend		
14223	Legend		
14224	Legend		
14225	Legend		
14226	Legend		
14227	Legend		
14228	Legend		
14229	Legend		
14230	Legend		
14231	Legend		
14232	Legend		
14233	Legend		
14234	Legend		
14235	Legend		
14236	Legend		
14237	Legend		
14238	Legend		
14239	Legend		
14240	Legend		
14241	Legend		
14242	Legend		
14243	Legend		
14244	Legend		
14245	Legend		
14246	Legend		
14247	Legend		
14248	Legend		
14249	Legend		
14250	Legend		
14251	Legend		
14252	Legend		
14253	Legend		
14254	Legend		
14255	Legend		
14256	Legend		
14257	Legend		
14258	Legend		
14259	Legend		
14260	Legend		
14261	Legend		
14262	Legend		
14263	Legend		
14264	Legend		
14265	Legend		
14266	Legend		
14267	Legend		
14268	Legend		
14269	Legend		
14270	Legend		
14271	Legend		
14272	Legend		
14273	Legend		
14274	Legend		
14275	Legend		
14276	Legend		
14277	Legend		
14278	Legend		
14279	Legend		
14280	Legend		
14281	Legend		
14282	Legend		
14283	Legend		
14284	Legend		
14285	Legend		
14286	Legend		
14287	Legend		
14288	Legend		
14289	Legend		
14290	Legend		
14291	Legend		
14292	Legend		
14293	Legend		
14294	Legend		
14295	Legend		
14296	Legend		
14297	Legend		
14298	Legend		
14299	Legend		
14300	Legend		
14301	Legend		
14302	Legend		
14303	Legend		
14304	Legend		
14305	Legend		
14306	Legend		
14307	Legend		
14308	Legend		
14309	Legend		
14310	Legend		
14311	Legend		
14312	Legend		
14313	Legend		
14314	Legend		
14315	Legend		
14316	Legend		
14317	Legend		
14318	Legend		
14319	Legend		
14320	Legend		
14321	Legend		
14322	Legend		
14323	Legend		
14324	Legend		
14325	Legend		
14326	Legend		
14327	Legend		
14328	Legend		
14329	Legend		
14330	Legend		
14331	Legend		
14332	Legend		
14333	Legend		
14334	Legend		
14335	Legend		
14336	Legend		
14337	Legend		
14338	Legend		
14339	Legend		
14340	Legend		
14341	Legend		
14342	Legend		
14343	Legend		
14344	Legend		
14345	Legend		
14346	Legend		
14347	Legend		
14348	Legend		
14349	Legend		
14350	Legend		
14351	Legend		
14352	Legend		
14353	Legend		
14354	Legend		
14355	Legend		
14356	Legend		
14357	Legend		
14358	Legend		
14359	Legend		
14360	Legend		
14361	Legend		
14362	Legend		
14363	Legend		
14364	Legend		
14365	Legend		
14366	Legend		
14367	Legend		
14368	Legend		
14369	Legend		
14370	Legend		
14371	Legend		
14372	Legend		
14373	Legend		
14374	Legend		
14375	Legend		
14376	Legend		
14377	Legend		
14378	Legend		
14379	Legend		
14380	Legend		
14381	Legend		
14382	Legend		
14383	Legend		
14384	Legend		
14385	Legend		
14386	Legend		
14387	Legend		
14388	Legend		
14389	Legend		
14390	Legend		
14391	Legend		
14392	Legend		
14393	Legend		
14394	Legend		
14395	Legend		
14396	Legend		
14397	Legend		
14398	Legend		
14399	Legend		
14400	Legend		
14401	Legend		
14402	Legend		
14403	Legend		
14404	Legend		
14405	Legend		
14406	Legend		
14407	Legend		
14408	Legend		
14409	Legend		
14410	Legend		
14411	Legend		
14412	Legend		
14413	Legend		
14414	Legend		
14415	Legend		
14416	Legend		
14417	Legend		
14418	Legend		
14419	Legend		
14420	Legend		
14421	Legend		
14422	Legend		
14423	Legend		
14424	Legend		
14425	Legend		
14426	Legend		
14427	Legend		
14428	Legend		
14429	Legend		
14430	Legend		
14431	Legend		
14432	Legend		
14433	Legend		
14434	Legend		
14435	Legend		
14436	Legend		
14437	Legend		
14438	Legend		
14439	Legend		
14440	Legend		
14441	Legend		
14442	Legend		
14443	Legend		
14444	Legend		
14445	Legend		
14446	Legend		
14447	Legend		
14448	Legend		
14449	Legend		
14450	Legend		
14451	Legend		
14452	Legend		
14453	Legend		
14454	Legend		
14455	Legend		
14456	Legend		
14457	Legend		
14458	Legend		
14459	Legend		
14460	Legend		
14461	Legend		
14462	Legend		
14463	Legend		
14464	Legend		
14465	Legend		
14466	Legend		
14467	Legend		
14468	Legend		
14469	Legend		
14470	Legend		
14471	Legend		
14472	Legend		
14473	Legend		
14474	Legend		
14475	Legend		
14476	Legend		
14477	Legend		
14478	Legend		
14479	Legend		
14480	Legend		
14481	Legend		
14482	Legend		
14483	Legend		
14484	Legend		
14485	Legend		
14486	Legend		
14487	Legend		
14488	Legend		
14489	Legend		
14490	Legend		
14491	Legend		
14492	Legend		
14493	Legend		
14494	Legend		
14495	Legend		
14496	Legend		
14497	Legend		
14498	Legend		
14499	Legend		
14500	Legend		
14501	Legend		
14502	Legend		
14503	Legend		
14504	Legend		
14505	Legend		
14506	Legend		
14507	Legend		
14508	Legend		
14509	Legend		
14510	Legend		
14511	Legend		
14512	Legend		
14513	Legend		
14514	Legend		
14515	Legend		
14516	Legend		
14517	Legend		
14518	Legend		
14519	Legend		
14520	Legend		
14521	Legend		
14522	Legend		
14523	Legend		
14524	Legend		
14525	Legend		
14526	Legend		
14527	Legend		
14528	Legend		
14529	Legend		
14530	Legend		
14531	Legend		
14532	Legend		
14533	Legend		
14534	Legend		
14535	Legend		
14536	Legend		
14537	Legend		
14538	Legend		
14539	Legend		
14540	Legend		
14541	Legend		
14542	Legend		
14543	Legend		
14544	Legend		
14545	Legend		
14546	Legend		
14547	Legend		
14548	Legend		
14549	Legend		
14550	Legend		
14551	Legend		
14552	Legend		
14553	Legend		
14554	Legend		
14555	Legend		
14556	Legend		
14557	Legend		
14558	Legend		
14559	Legend		
14560	Legend		
14561	Legend		
14562	Legend		
14563	Legend		
14564	Legend		
14565	Legend		
14566	Legend		
14567	Legend		
14568	Legend		
14569	Legend		
14570	Legend		
14571	Legend		
14572	Legend		
14573	Legend		
14574	Legend		
14575	Legend		
14576	Legend		
14577	Legend		
14578	Legend		
14579	Legend		
14580	Legend		
14581	Legend		
14582	Legend		
14583	Legend		
14584	Legend		
14585	Legend		
14586	Legend		
14587	Legend		
14588	Legend		
14589	Legend		
14590	Legend		
14591	Legend		
14592	Legend		
14593	Legend		
14594	Legend		
14595	Legend		
14596	Legend		
14597	Legend		
14598	Legend		
14599	Legend		
14600	Legend		
14601	Legend		
14602	Legend		
14603	Legend		
14604	Legend		
14605	Legend		
14606	Legend		
14607	Legend		
14608	Legend		
14609	Legend		
14610	Legend		
14611	Legend		
14612	Legend		
14613	Legend		
14614	Legend		
14615	Legend		
14616	Legend		
14617	Legend		
14618	Legend		
14619	Legend		
14620	Legend		
14621	Legend		
14622	Legend		
14623	Legend		
14624	Legend		
14625	Legend		
14626	Legend		
14627	Legend		
14628	Legend		
14629	Legend		
14630	Legend		
14631	Legend		
14632	Legend		
14633	Legend		
14634	Legend		
14635	Legend		
14636	Legend		
14637	Legend		
14638	Legend		
14639	Legend		
14640	Legend		
14641	Legend		
14642	Legend		
14643	Legend		
14644	Legend		
14645	Legend		
14646	Legend		
14647	Legend		
14648	Legend		
14649	Legend		
14650	Legend		
14651	Legend		
14652	Legend		
14653	Legend		
14654	Legend		
14655	Legend		
14656	Legend		
14657	Legend		
14658	Legend		
14659	Legend		
14660	Legend		
14661	Legend		
14662	Legend		
14663	Legend		
14664	Legend		
14665	Legend		
14666	Legend		
14667	Legend		
14668	Legend		
14669	Legend		
14670	Legend		
14671	Legend		
14672	Legend		
14673	Legend		
14674	Legend		
14675	Legend		
14676	Legend		
14677	Legend		
14678	Legend		
14679	Legend		
14680	Legend		
14681	Legend		
14682	Legend		
14683	Legend		
14684	Legend		
14685	Legend		
14686	Legend		
14687	Legend		
14688	Legend		
14689	Legend		
14690	Legend		
14691	Legend		
14692	Legend		
14693	Legend		
14694	Legend		
14695	Legend		
14696	Legend		
14697	Legend		
14698	Legend		
14699	Legend		
14700	Legend		
14701	Legend		
14702	Legend		
14703	Legend		
14704	Legend		
14705	Legend		
14706	Legend		
14707	Legend		
14708	Legend		
14709	Legend		
14710	Legend		
14711	Legend		
14712	Legend		
14713	Legend		
14714	Legend		
14715	Legend		
14716	Legend		
14717	Legend		
14718	Legend		
14719	Legend		
14720	Legend		
14721	Legend		
14722	Legend		
14723	Legend		
14724	Legend		
14725	Legend		
14726	Legend		
14727	Legend		
14728	Legend		
14729	Legend		
14730	Legend		
14731	Legend		
14732	Legend		
14733	Legend		
14734	Legend		
14735	Legend		
14736	Legend		
14737	Legend		
14738	Legend		
14739	Legend		
14740	Legend		
14741	Legend		
14742	Legend		
14743	Legend		
14744	Legend		
14745	Legend		
14746	Legend		
14747	Legend		
14748	Legend		
14749	Legend		
14750	Legend		
14751	Legend		
14752	Legend		
14753	Legend		
14754	Legend		
14755	Legend		
14756	Legend		
14757	Legend		
14758	Legend		
14759	Legend		
14760	Legend		
14761	Legend		
14762	Legend		
14763	Legend		
14764	Legend		
14765	Legend		
14766	Legend		
14767	Legend		
14768	Legend		
14769	Legend		
14770	Legend		
14771	Legend		
14772	Legend		
14773	Legend		
14774	Legend		
14775	Legend		
14776	Legend		
14777	Legend		
14778	Legend		
14779	Legend		
14780	Legend		
14781	Legend		
14782	Legend		
14783	Legend		
14784	Legend		
14785	Legend		
14786	Legend		
14787	Legend		
14788	Legend		
14789	Legend		
14790	Legend		
14791	Legend		
14792	Legend		
14793	Legend		
14794	Legend		
14795	Legend		
14796	Legend		
14797	Legend		
14798	Legend		
14799	Legend		
14800	Legend		
14801	Legend		
14802	Legend		
14803	Legend		
14804	Legend		
14805	Legend		
14806	Legend		
14807	Legend		
14808	Legend		
14809	Legend		
14810	Legend		
14811	Legend		
14812	Legend		
14813	Legend		
14814	Legend		
14815	Legend		
14816	Legend		
14817	Legend		
14818	Legend		
14819	Legend		
14820	Legend		
14821	Legend		
14822	Legend		
14823	Legend		
14824	Legend		
14825	Legend		
14826	Legend		
14827	Legend		
14828	Legend		
14829	Legend		
14830	Legend		
14831	Legend		
14832	Legend		
14833	Legend		
14834	Legend		
14835	Legend		
14836	Legend		
14837	Legend		
14838	Legend		
14839	Legend		
14840	Legend		
14841	Legend		
14842	Legend		
14843	Legend		
14844	Legend		
14845	Legend		
14846	Legend		
14847	Legend		
14848	Legend		
14849	Legend		
14850	Legend		
14851	Legend		
14852	Legend		
14853	Legend		
14854	Legend		
14855	Legend		
14856	Legend		
14857	Legend		
14858	Legend		
14859	Legend		
14860	Legend		
14861	Legend		
14862	Legend		
14863	Legend		
14864	Legend		
14865	Legend		
14866	Legend		
14867	Legend		
14868	Legend		
14869	Legend		
14870	Legend		
14871	Legend		
14872	Legend		
14873	Legend		
14874	Legend		
14875	Legend		
14876	Legend		
14877	Legend		
14878	Legend		
14879	Legend		
14880	Legend		
14881	Legend		
14882	Legend		
14883	Legend		
14884	Legend		
14885	Legend		
14886	Legend		
14887	Legend		
14888	Legend		
14889	Legend		
14890	Legend		
14891	Legend		
14892	Legend		
14893	Legend		
14894	Legend		
14895	Legend		
14896	Legend		
14897	Legend		
14898	Legend		
14899	Legend		
14900	Legend		
14901	Legend		
14902	Legend		
14903	Legend		
14904	Legend		
14905	Legend		
14906	Legend		
14907	Legend		
14908	Legend		
14909	Legend		
14910	Legend		
14911	Legend		
14912	Legend		
14913	Legend		
14914	Legend		
14915	Legend		
14916	Legend		
14917	Legend		
14918	Legend		
14919	Legend		
14920	Legend		
14921	Legend		
14922	Legend		
14923	Legend		
14924	Legend		
14925	Legend		
14926	Legend		
14927	Legend		
14928	Legend		
14929	Legend		
14930	Legend		
14931	Legend		
14932	Legend		
14933	Legend		
14934	Legend		
14935	Legend		
14936	Legend		
14937	Legend		
14938	Legend		
14939	Legend		
14940	Legend		
14941	Legend		
14942	Legend		
14943	Legend		
14944	Legend		
14945	Legend		
14946	Legend		
14947	Legend		
14948	Legend		
14949	Legend		
14950	Legend		
14951	Legend		
14952	Legend		
14953	Legend		
14954	Legend		
14955	Legend		
14956	Legend		
14957	Legend		
14958	Legend		
14959	Legend		
14960	Legend		
14961	Legend		
14962	Legend		
14963	Legend		
14964	Legend		
14965	Legend		
14966	Legend		
14967	Legend		
14968	Legend		
14969	Legend		
14970	Legend		
14971	Legend		
14972	Legend		
14973	Legend		
14974	Legend		
14975	Legend		
14976	Legend		
14977	Legend		
14978	Legend		
14979	Legend		
14980	Legend		
14981	Legend		
14982	Legend		
14983	Legend		
14984	Legend		
14985	Legend		
14986	Legend		
14987	Legend		
14988	Legend		
14989	Legend		
14990	Legend		
14991	Legend		
14992	Legend		
14993	Legend		
14994	Legend		
14995	Legend		
14996	Legend		
14997	Legend		
14998	Legend		
14999	Legend		
15000	Legend		
15001	Legend		
15002	Legend		
15003	Legend		
15004	Legend		
15005	Legend		
15006	Legend		
15007	Legend		
15008	Legend		
15009	Legend		
15010	Legend		
15011	Legend		
15012	Legend		
15013	Legend		
15014	Legend		
15015	Legend		
15016	Legend		
15017	Legend		
15018	Legend		
15019	Legend		
15020	Legend		
15021	Legend		
15022	Legend		
15023	Legend		
15024	Legend		
15025	Legend		
15026	Legend		
15027	Legend		
15028	Legend		
15029	Legend		
15030	Legend		
15031	Legend		
15032	Legend		
15033	Legend		
15034	Legend		
15035	Legend		
15036	Legend		
15037	Legend		
15038	Legend		
15039	Legend		
15040	Legend		
15041	Legend		
15042	Legend		
15043	Legend		
15044	Legend		
15045	Legend		
15046	Legend		
15047	Legend		
15048	Legend		
15049	Legend		
15050	Legend		
15051	Legend		
15052	Legend		
15053	Legend		
15054	Legend		
15055	Legend		
15056	Legend		
15057	Legend		
15058	Legend		
15059	Legend		
15060	Legend		
15061	Legend		
15062	Legend		
15063	Legend		
15064	Legend		
15065	Legend		
15066	Legend		
15067	Legend		
15068	Legend		
15069	Legend		
15070	Legend		
15071	Legend		
15072	Legend		
15073	Legend		
15074	Legend		
15075	Legend		
15076	Legend		
15077	Legend		
15078	Legend		
15079	Legend		
15080	Legend		
15081	Legend		
15082	Legend		
15083	Legend		
15084	Legend		
15085	Legend		
15086	Legend		
15087	Legend		
15088	Legend		
15089	Legend		
15090	Legend		
15091	Legend		
15092	Legend		
15093	Legend		
15094	Legend		
15095	Legend		
15096	Legend		
15097	Legend		
15098	Legend		
15099	Legend		
15100	Legend		
15101	Legend		
15102	High		
15103	Clever		
15104	Legend		
15105	High		
15106	Clever		
15107	Legend		
15108	High		
15109	Clever		
15110	Legend		
15111	High		
15112	Clever		
15113	Legend		
15114	High		
15115	Clever		
15116	Legend		
15117	High		
15118	Clever		
15119	Legend		
15120	High		
15121	Clever		
15122	Legend		
15123	High		
15124	Clever		
15125	Legend		
15126	High		
15127	Clever		
15128	Legend		
15129	High		
15130	Clever		
15131	Legend		
26001	傳奇		
26002	傳奇		
26003	傳奇		
26004	傳奇		
26005	傳奇		
26006	傳奇		
26007	傳奇		
26008	傳奇		
