n_ID	f_DROPS_RATE	n_NUMBER_MIN	n_NUMBER_MAX	n_ITEM_1	n_WEIGHT_1	n_ITEM_2	n_WEIGHT_2	n_ITEM_3	n_WEIGHT_3	n_ITEM_4	n_WEIGHT_4	n_ITEM_5	n_WEIGHT_5	n_ITEM_6	n_WEIGHT_6	n_ITEM_7	n_WEIGHT_7	n_ITEM_8	n_WEIGHT_8	n_ITEM_9	n_WEIGHT_9	n_ITEM_10	n_WEIGHT_10	n_ITEM_11	n_WEIGHT_11	n_ITEM_12	n_WEIGHT_12	n_ITEM_13	n_WEIGHT_13	n_ITEM_14	n_WEIGHT_14	n_ITEM_15	n_WEIGHT_15	n_ITEM_16	n_WEIGHT_16	n_ITEM_17	n_WEIGHT_17	n_ITEM_18	n_WEIGHT_18	n_ITEM_19	n_WEIGHT_19	n_ITEM_20	n_WEIGHT_20	n_ITEM_21	n_WEIGHT_21	n_ITEM_22	n_WEIGHT_22	n_ITEM_23	n_WEIGHT_23	n_ITEM_24	n_WEIGHT_24	n_ITEM_25	n_WEIGHT_25	n_ITEM_26	n_WEIGHT_26	n_ITEM_27	n_WEIGHT_27	n_ITEM_28	n_WEIGHT_28	n_ITEM_29	n_WEIGHT_29	n_ITEM_30	n_WEIGHT_30
1064	100.0	1	1	2400709	100	2600047	50	2600051	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	100.0	1	1	2400709	100	2600047	50	2600051	50	0	0	2400091	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1066	100.0	1	1	2400709	100	2600047	50	2600051	50	0	0	2400091	50	0	25	0	25	0	25	2600554	25	2410082	25	2410083	25	2410084	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1067	100.0	1	1	2400709	50	2600047	50	2600051	50	0	0	2400091	50	0	100	0	100	0	100	2600554	100	2410082	100	2410083	100	2410084	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1068	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1070	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	2405557	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1071	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	2405557	50	2400091	50	2400092	50	2600507	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1072	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	2405557	50	2400091	50	2600507	50	2600555	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1073	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	2405557	50	2400091	50	2600507	50	2600555	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1074	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1075	100.0	1	1	2400710	100	2600041	50	2600042	50	2600043	50	2600052	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1076	100.0	1	1	2400710	100	2600047	50	2600052	50	2405557	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1077	100.0	1	1	2400710	100	2600047	50	2600052	50	2405557	50	2400091	50	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1078	100.0	1	1	2400710	100	2600047	50	2600052	50	2405557	50	2400091	50	2410016	25	2410017	25	2410018	25	2600555	25	2410037	25	2410038	25	2410039	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1079	100.0	1	1	2400710	50	2600047	50	2600052	50	2405557	50	2400091	50	2410016	100	2410017	100	2410018	100	2600555	100	2410037	100	2410038	100	2410039	100	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1080	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1081	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1082	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	2405558	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1083	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	2405558	50	2400093	50	2400092	50	2600507	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1084	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	2405558	50	2400093	50	2600507	75	2600556	25	2600557	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1085	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	2405558	50	2400093	50	2600507	75	2600556	25	2600557	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1086	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1087	100.0	1	1	2400711	100	2600041	50	2600042	50	2600043	50	2600053	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1088	100.0	1	1	2400711	100	2600047	50	2600053	50	2405558	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1089	100.0	1	1	2400711	100	2600047	50	2600053	50	2405558	50	2400093	50	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1090	100.0	1	1	2400711	100	2600047	50	2600053	50	2405558	50	2400093	50	2410106	25	2410107	25	2410108	25	2600556	25	2600557	25	2410025	25	2410026	25	2410027	25	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	100.0	1	1	2400711	50	2600047	50	2600053	50	2405558	50	2400093	50	2410106	100	2410107	100	2410108	100	2600556	100	2600557	100	2410025	100	2410026	100	2410027	100	2400092	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1092	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	2405559	50	2405560	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1095	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	2405559	50	2405560	25	2400093	50	2600507	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1096	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	2405559	50	2405560	25	2400093	50	2600507	75	2600558	25	2600559	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	2405559	50	2405560	25	2400093	50	2600507	75	2600558	25	2600559	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1098	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1099	100.0	1	1	2400712	100	2600041	50	2600042	50	2600043	50	2600053	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1100	100.0	1	1	2400712	100	2600047	50	2600053	50	2405559	50	2405560	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101	100.0	1	1	2400712	100	2600047	50	2600053	50	2405559	50	2405560	25	2400093	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1102	100.0	1	1	2400712	100	2600047	50	2600053	50	2405559	50	2405560	25	2400093	50	0	25	0	25	0	25	2410001	25	2410002	25	2410003	25	2600558	25	2600559	25	2600560	25	2600561	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1103	100.0	1	1	2400712	50	2600047	50	2600053	50	2405559	50	2405560	25	2400093	50	0	100	0	100	0	100	2410001	100	2410002	100	2410003	100	2600558	100	2600559	100	2600560	100	2600561	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104	100.0	1	1	2400709	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	100.0	1	1	2400709	100	0	0	0	0	0	0	0	0	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106	100.0	1	1	2400709	100	0	0	0	0	0	0	0	0	2600041	50	2600042	50	2600043	50	2600051	50	2600052	50	2600053	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107	100.0	1	1	2400709	100	0	0	0	0	0	0	0	0	2600041	50	2600042	50	2600043	50	2600051	50	2600052	50	2600053	50	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	100.0	1	1	2400709	75	0	0	0	0	0	0	0	0	2600041	50	2600042	50	2600043	50	2600051	50	2600052	50	2600053	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	100.0	1	1	2400709	50	0	0	0	0	0	0	0	0	2600041	50	2600042	50	2600043	50	2600051	50	2600052	50	2600053	50	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110	100.0	1	2	2400709	0	2601132	10	2405557	100	2600507	140	2600301	100	2600302	100	2405019	20	2405020	20	2405021	20	2405022	20	2405023	20	2600554	100	0	0	2400903	16	2400904	12	2400905	12	2400906	12	2400907	12	2400908	12	2400909	12	2400910	12	2600044	30	2600045	35	2600046	35	2601331	30	2601332	70	2601334	50	0	0	0	0	0	0
1111	100.0	1	2	2400710	0	2601133	10	2405558	100	2600507	140	2600302	100	2600303	100	2405037	20	2405038	20	2405039	20	2405040	20	2405041	20	2600555	100	0	0	2400911	14	2400912	14	2400913	14	2400914	14	2400915	14	2400916	14	2400917	16	0	0	2600047	100	0	0	0	0	2601332	50	2601333	30	2601334	70	0	0	0	0	0	0
1112	100.0	1	2	2400711	0	2601134	10	2405559	100	2600507	140	2600303	100	2600304	100	2405055	20	2405056	20	2405057	20	2405058	20	2405059	20	2600556	50	2600557	50	0	0	2400920	33	2400921	33	2400924	34	0	0	0	0	0	0	0	0	2600047	100	0	0	0	0	2601335	30	2601336	70	2601337	50	0	0	0	0	0	0
1113	100.0	1	2	2400712	0	2601135	10	2405560	100	2600507	140	2600304	100	2600305	100	2405073	20	2405074	20	2405075	20	2405076	20	2405077	20	2600558	25	2600559	25	2600560	25	2600561	25	0	0	0	0	2400918	25	2400919	25	2400922	25	2400923	25	2600047	100	0	0	0	0	2601336	50	2601337	70	0	30	0	0	0	0	0	0
1114	100.0	1	3	0	0	0	0	0	0	2600025	50	0	0	2400902	100	2600509	100	2600352	90	2600353	9	2600354	1	2400902	100	2600701	50	2401151	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	100.0	1	3	0	0	0	0	0	0	2600025	50	0	0	2400903	100	2600509	100	2600352	90	2600353	9	2600354	1	2400904	100	2600701	50	2401151	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1116	100.0	1	3	0	0	0	0	0	0	2600025	50	2405557	50	2400905	100	2600509	100	2600352	90	2600353	9	2600354	1	2400906	100	2600701	50	2401152	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1117	100.0	1	3	0	0	0	0	0	0	2600026	50	2405557	50	2400907	100	2600509	100	2600352	90	2600353	9	2600354	1	2400908	100	2600701	50	2401152	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118	100.0	1	3	0	0	0	0	0	0	2600027	50	2405557	50	2400909	100	2600509	100	2600352	90	2600353	9	2600354	1	2400910	100	2600701	50	2401153	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	100.0	1	3	0	0	0	0	0	0	2600027	50	2405558	50	2400911	100	2600509	100	2600355	90	2600356	9	2600357	1	2400912	100	2600702	50	2401154	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120	100.0	1	3	0	0	0	0	0	0	2600027	50	2405558	50	2400913	100	2600509	100	2600355	90	2600356	9	2600357	1	2400914	100	2600702	50	2401155	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121	100.0	1	3	0	0	0	0	0	0	2600028	50	2405559	50	2400915	100	2600509	100	2600355	90	2600356	9	2600357	1	2400916	100	2600702	50	2401155	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	100.0	1	3	0	0	0	0	0	0	2600028	50	2405559	50	2400924	100	2600509	100	2600358	90	2600359	9	2600360	1	2400924	100	2600703	50	2401156	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	100.0	1	3	0	0	0	0	0	0	2600028	50	2405559	50	2400924	100	2600509	100	2600358	90	2600359	9	2600360	1	2400924	100	2600703	50	2401156	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	100.0	1	3	0	0	0	0	0	0	2600029	50	2405560	50	2400920	100	2600509	100	2600358	90	2600359	9	2600360	1	2400921	100	2600703	50	2401157	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	100.0	1	3	0	0	0	0	0	0	2600029	50	2405560	50	2400918	100	2600509	100	2600361	90	2600362	9	2600363	1	2400919	100	2600704	50	2401157	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	100.0	1	3	0	0	0	0	0	0	2600029	50	2405560	50	2400918	100	2600509	100	2600361	90	2600362	9	2600363	1	2400919	100	2600704	50	2401158	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	100.0	1	3	0	0	0	0	0	0	2600029	50	2405560	50	2400922	100	2600509	100	2600361	90	2600362	9	2600363	1	2400923	100	2600704	50	2401158	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400675	50	2400676	50	2400677	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400675	50	2400676	50	2400677	50	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400675	50	2400676	50	2400677	50	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1137	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400678	50	2400679	50	2400680	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400678	50	2400679	50	2400680	50	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1139	100.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2400678	50	2400679	50	2400680	50	2600041	50	2600042	50	2600043	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	100.0	1	1	2400709	200	2600041	150	2600042	150	2600043	150	2600051	50	0	50	2400091	50	2410007	25	2410008	25	2410009	25	2600554	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	100.0	1	1	2400710	200	2600041	150	2600042	150	2600043	150	2600052	50	2405557	50	2400091	50	2410046	25	2410047	25	2410048	25	2400092	50	2600555	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1142	100.0	1	1	2400711	200	2600041	150	2600042	150	2600043	150	2600053	50	2405558	50	2400093	50	0	25	0	25	0	25	2400092	50	2600556	50	2600557	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	100.0	1	1	2400712	200	2600041	150	2600042	150	2600043	150	2600053	50	2405559	50	2405560	25	2400093	50	2410091	25	2410092	25	2410093	25	2600558	50	2600559	50	2600560	50	2600561	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144	100.0	1	1	2400651	100	2400652	100	2400653	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	3510004	100	2400048	100	2600804	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	100.0	1	1	2400651	50	2400652	50	2400653	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	3510004	100	2400048	100	2600804	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	100.0	1	1	2400762	100	2600251	100	2600252	100	2600254	100	2600255	100	2600256	100	2400048	100	2400102	15	2400107	15	2400112	15	2400117	15	2400122	15	2400127	15	2400132	15	2400137	15	2400142	15	2400147	15	2600020	100	2600518	100	2408002	50	2600367	50	2600904	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147	100.0	1	1	2400762	50	2600251	50	2600252	50	2600254	50	2600255	50	2600256	50	2400048	50	2400102	10	2400107	10	2400112	10	2400117	10	2400122	10	2400127	10	2400132	10	2400137	10	2400142	10	2400147	10	2600020	100	2600518	100	2408002	50	2600367	50	2600904	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	100.0	1	1	2400102	10	2400107	10	2400112	10	2400117	10	2400122	10	2400127	10	2400132	10	2400137	10	2400142	10	2400147	10	2600518	40	2408002	0	2600367	30	2600515	0	2600516	0	2600517	15	2208916	10	2208917	10	2208918	10	2208919	10	2208920	10	2208921	10	2600904	50	0	10	0	0	0	0	0	0	0	0	0	0	0	0
1149	100.0	1	1	2400102	0	2400107	0	2400112	0	2400117	0	2400122	0	2400127	0	2400132	0	2400137	0	2400142	0	2400147	0	2600518	50	2408002	0	2600367	30	2600515	0	2600516	0	2600517	15	2208916	12	2208917	12	2208918	12	2208919	12	2208920	12	2208921	12	2600904	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
1150	100.0	1	1	2400669	100	2400670	100	2400671	100	2400054	100	2400053	100	2400052	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	100.0	1	1	2400669	50	2400670	50	2400671	50	2400054	50	2400053	50	2400052	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	100.0	1	1	2400768	100	2400054	100	2400052	50	2400094	70	2400095	30	2400055	50	2600524	70	2600530	30	2400056	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	100.0	1	1	2400768	50	2400054	50	2400052	50	2400094	35	2400095	30	2400055	50	2600524	35	2600530	30	2400056	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
