n_ID	s_NAME	n_TYPE	n_EQUIPTYPE	n_MOB_RANK	n_LEVEL_MIN	n_LEVEL_MAX	n_WEIGHT	n_EFFECT	n_ADDITIONAL_LEVEL	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
13839	傳奇	1	130943	478	1	255	2	23839	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13840	傳奇	1	130943	478	1	255	2	23840	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13841	傳奇	1	130943	478	1	255	2	23841	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13842	傳奇	1	130943	478	1	255	2	23842	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13843	傳奇	1	130943	478	1	255	2	23843	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13844	傳奇	1	130943	478	1	255	2	23844	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13845	傳奇	1	130943	478	1	255	2	23845	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13846	傳奇	1	130943	478	1	255	2	23846	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13847	傳奇	1	130943	478	1	255	2	23847	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13848	傳奇	1	130943	478	1	255	2	23848	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13849	傳奇	1	130943	478	1	255	2	23849	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13850	傳奇	1	130943	478	1	255	2	23850	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13851	傳奇	1	130943	478	1	255	2	23851	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13852	傳奇	1	130943	478	1	255	2	23852	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13853	傳奇	1	130943	478	1	255	2	23853	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13854	傳奇	1	130943	478	1	255	2	23854	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13855	傳奇	1	130943	478	1	255	2	23855	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13856	傳奇	1	130943	478	1	255	2	23856	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13857	傳奇	1	130943	478	1	255	2	23857	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13858	傳奇	1	130943	478	1	255	2	23858	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13859	傳奇	1	130943	478	1	255	2	23859	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13860	傳奇	1	130943	478	1	255	2	23860	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13861	傳奇	1	130943	478	1	255	2	23861	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13862	傳奇	1	130943	478	1	255	2	23862	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13863	傳奇	1	130943	478	1	255	2	23863	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13864	傳奇	1	130943	478	1	255	2	23864	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13865	傳奇	1	130943	478	1	255	2	23865	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13866	傳奇	1	130943	478	1	255	2	23866	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13867	傳奇	1	130943	478	1	255	2	23867	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13868	傳奇	1	130943	478	1	255	2	23868	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13869	傳奇	1	130943	478	1	255	2	23869	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13870	傳奇	1	130943	478	1	255	2	23870	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13871	傳奇	1	130943	478	1	255	2	23871	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13872	傳奇	1	130943	478	1	255	2	23872	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13873	傳奇	1	130943	478	1	255	2	23873	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13874	傳奇	1	130943	478	1	255	2	23874	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13875	傳奇	1	130943	478	1	255	2	23875	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13876	傳奇	1	130943	478	1	255	2	23876	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13877	傳奇	1	130943	478	1	255	2	23877	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13878	傳奇	1	130943	478	1	255	2	23878	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13879	傳奇	1	130943	478	1	255	2	23879	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13880	傳奇	1	130943	478	1	255	2	23880	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13881	傳奇	1	130943	478	1	255	2	23881	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13882	傳奇	1	130943	478	1	255	2	23882	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13883	傳奇	1	130943	478	1	255	2	23883	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13884	傳奇	1	130943	478	1	255	2	23884	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13885	傳奇	1	130943	478	1	255	2	23885	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13886	傳奇	1	130943	478	1	255	2	23886	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13887	傳奇	1	130943	478	1	255	2	23887	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13888	傳奇	1	130943	478	1	255	2	23888	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13889	傳奇	1	130943	478	1	255	2	23889	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13890	傳奇	1	130943	478	1	255	2	23890	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13891	傳奇	1	130943	478	1	255	2	23891	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13892	傳奇	1	130943	478	1	255	2	23892	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13893	傳奇	1	130943	478	1	255	2	23893	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13894	傳奇	1	130943	478	1	255	2	23894	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13895	傳奇	1	130943	478	1	255	2	23895	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13896	傳奇	1	130943	478	1	255	2	23896	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13897	傳奇	1	130943	478	1	255	2	23897	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13898	傳奇	1	130943	478	1	255	2	23898	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13899	傳奇	1	130943	478	1	255	2	23899	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13900	傳奇	1	130943	478	1	255	2	23900	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13901	傳奇	1	130943	478	1	255	2	23901	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13902	傳奇	1	130943	478	1	255	2	23902	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13903	傳奇	1	130943	478	1	255	2	23903	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13904	傳奇	1	130943	478	1	255	2	23904	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13905	傳奇	1	130943	478	1	255	2	23905	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13906	傳奇	1	130943	478	1	255	2	23906	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13907	傳奇	1	130943	478	1	255	2	23907	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13908	傳奇	1	130943	478	1	255	2	23908	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13909	傳奇	1	130943	478	1	255	2	23909	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13910	傳奇	1	130943	478	1	255	2	23910	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13911	傳奇	1	130943	478	1	255	2	23911	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13912	傳奇	1	130943	478	1	255	2	23912	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13913	傳奇	1	130943	478	1	255	2	23913	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13914	傳奇	1	130943	478	1	255	2	23914	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13915	傳奇	1	130943	478	1	255	2	23915	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13916	傳奇	1	130943	478	1	255	2	23916	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13917	傳奇	1	130943	478	1	255	2	23917	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13918	傳奇	1	130943	478	1	255	2	23918	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13919	傳奇	1	130943	478	1	255	2	23919	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13920	傳奇	1	130943	478	1	255	2	23920	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13921	傳奇	1	130943	478	1	255	2	23921	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13922	傳奇	1	130943	478	1	255	2	23922	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13923	傳奇	1	130943	478	1	255	2	23923	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13924	傳奇	1	130943	478	1	255	2	23924	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13925	傳奇	1	130943	478	1	255	2	23925	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13926	傳奇	1	130943	478	1	255	2	23926	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13927	傳奇	1	130943	478	1	255	2	23927	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13928	傳奇	1	130943	478	1	255	2	23928	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13929	傳奇	1	130943	478	1	255	2	23929	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13930	傳奇	1	130943	478	1	255	2	23930	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13931	傳奇	1	130943	478	1	255	2	23931	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13932	傳奇	1	130943	478	1	255	2	23932	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13933	傳奇	1	130943	478	1	255	2	23933	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13934	傳奇	1	130943	478	1	255	2	23934	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13935	傳奇	1	130943	478	1	255	2	23935	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13936	傳奇	1	130943	478	1	255	2	23936	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13937	傳奇	1	130943	478	1	255	2	23937	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13938	傳奇	1	130943	478	1	255	2	23938	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13939	傳奇	1	130943	478	1	255	2	23939	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13940	傳奇	1	130943	478	1	255	2	23940	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13941	傳奇	1	130943	478	1	255	2	23941	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13942	傳奇	1	130943	478	1	255	2	23942	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13943	傳奇	1	130943	478	1	255	2	23943	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13944	傳奇	1	130943	478	1	255	2	23944	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13945	傳奇	1	130943	478	1	255	2	23945	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13946	傳奇	1	130943	478	1	255	2	23946	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13947	傳奇	1	130943	478	1	255	2	23947	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13948	傳奇	1	130943	478	1	255	2	23948	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13949	傳奇	1	130943	478	1	255	2	23949	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13950	傳奇	1	130943	478	1	255	2	23950	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13951	傳奇	1	130943	478	1	255	2	23951	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13952	傳奇	1	130943	478	1	255	2	23952	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13953	傳奇	1	130943	478	1	255	2	23953	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13954	傳奇	1	130943	478	1	255	2	23954	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13955	傳奇	1	130943	478	1	255	2	23955	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13956	傳奇	1	130943	478	1	255	2	23956	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13957	傳奇	1	130943	478	1	255	2	23957	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13958	傳奇	1	130943	478	1	255	2	23958	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13959	傳奇	1	130943	478	1	255	2	23959	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13960	傳奇	1	130943	478	1	255	2	23960	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13961	傳奇	1	130943	478	1	255	2	23961	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13962	傳奇	1	130943	478	1	255	2	23962	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13963	傳奇	1	130943	478	1	255	2	23963	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13964	傳奇	1	130943	478	1	255	2	23964	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13965	傳奇	1	130943	478	1	255	2	23965	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13966	傳奇	1	130943	478	1	255	2	23966	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13967	傳奇	1	130943	478	1	255	2	23967	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13968	傳奇	1	130943	478	1	255	2	23968	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13969	傳奇	1	130943	478	1	255	2	23969	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13970	傳奇	1	130943	478	1	255	2	23970	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13971	傳奇	1	130943	478	1	255	2	23971	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13972	傳奇	1	130943	478	1	255	2	23972	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13973	傳奇	1	130943	478	1	255	2	23973	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13974	傳奇	1	130943	478	1	255	2	23974	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13975	傳奇	1	130943	478	1	255	2	23975	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13976	傳奇	1	130943	478	1	255	2	23976	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13977	傳奇	1	130943	478	1	255	2	23977	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13978	傳奇	1	130943	478	1	255	2	23978	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13979	傳奇	1	130943	478	1	255	2	23979	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13980	傳奇	1	130943	478	1	255	2	23980	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13981	傳奇	1	130943	478	1	255	2	23981	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13982	傳奇	1	130943	478	1	255	2	23982	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13983	傳奇	1	130943	478	1	255	2	23983	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13984	傳奇	1	130943	478	1	255	2	23984	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13985	傳奇	1	130943	478	1	255	2	23985	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13986	傳奇	1	130943	478	1	255	2	23986	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13987	傳奇	1	130943	478	1	255	2	23987	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13988	傳奇	1	130943	478	1	255	2	23988	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13989	傳奇	1	130943	478	1	255	2	23989	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13990	傳奇	1	130943	478	1	255	2	23990	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13991	傳奇	1	130943	478	1	255	2	23991	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13992	傳奇	1	130943	478	1	255	2	23992	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13993	傳奇	1	130943	478	1	255	2	23993	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13994	傳奇	1	130943	478	1	255	2	23994	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13995	傳奇	1	130943	478	1	255	2	23995	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13996	傳奇	1	130943	478	1	255	2	23996	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13997	傳奇	1	130943	478	1	255	2	23997	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13998	傳奇	1	130943	478	1	255	2	23998	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
13999	傳奇	1	130943	478	1	255	2	23999	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14000	傳奇	1	130943	478	1	255	2	24000	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14001	傳奇	1	130943	478	1	255	2	24001	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14002	傳奇	1	130943	478	1	255	2	24002	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14003	傳奇	1	130943	478	1	255	2	24003	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14004	傳奇	1	130943	478	1	255	2	24004	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14005	傳奇	1	130943	478	1	255	2	24005	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14006	傳奇	1	130943	478	1	255	2	24006	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14007	傳奇	1	130943	478	1	255	2	24007	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14008	傳奇	1	130943	478	1	255	2	24008	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14009	傳奇	1	130943	478	1	255	2	24009	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14010	傳奇	1	130943	478	1	255	2	24010	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14011	傳奇	1	130943	478	1	255	2	24011	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14012	傳奇	1	130943	478	1	255	2	24012	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14013	傳奇	1	130943	478	1	255	2	24013	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14014	傳奇	1	130943	478	1	255	2	24014	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14015	傳奇	1	130943	478	1	255	2	24015	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14016	傳奇	1	130943	478	1	255	2	24016	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14017	傳奇	1	130943	478	1	255	2	24017	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14018	傳奇	1	130943	478	1	255	2	24018	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14019	傳奇	1	130943	478	1	255	2	24019	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14020	傳奇	1	130943	478	1	255	2	24020	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14021	傳奇	1	130943	478	1	255	2	24021	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14022	傳奇	1	130943	478	1	255	2	24022	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14023	傳奇	1	130943	478	1	255	2	24023	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14024	傳奇	1	130943	478	1	255	2	24024	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14025	傳奇	1	130943	478	1	255	2	24025	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14026	傳奇	1	130943	478	1	255	2	24026	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14027	傳奇	1	130943	478	1	255	2	24027	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14028	傳奇	1	130943	478	1	255	2	24028	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14029	傳奇	1	130943	478	1	255	2	24029	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14030	傳奇	1	130943	478	1	255	2	24030	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14031	傳奇	1	130943	478	1	255	2	24031	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14032	傳奇	1	130943	478	1	255	2	24032	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14033	傳奇	1	130943	478	1	255	2	24033	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14034	傳奇	1	130943	478	1	255	2	24034	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14035	傳奇	1	130943	478	1	255	2	24035	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14036	傳奇	1	130943	478	1	255	2	24036	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14037	傳奇	1	130943	478	1	255	2	24037	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14038	傳奇	1	130943	478	1	255	2	24038	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14039	傳奇	1	130943	478	1	255	2	24039	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14040	傳奇	1	130943	478	1	255	2	24040	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14041	傳奇	1	130943	478	1	255	2	24041	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14042	傳奇	1	130943	478	1	255	2	24042	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14043	傳奇	1	130943	478	1	255	2	24043	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14044	傳奇	1	130943	478	1	255	2	24044	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14045	傳奇	1	130943	478	1	255	2	24045	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14046	傳奇	1	130943	478	1	255	2	24046	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14047	傳奇	1	130943	478	1	255	2	24047	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14048	傳奇	1	130943	478	1	255	2	24048	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14049	傳奇	1	130943	478	1	255	2	24049	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14050	傳奇	1	130943	478	1	255	2	24050	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14051	傳奇	1	130943	478	1	255	2	24051	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14052	傳奇	1	130943	478	1	255	2	24052	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14053	傳奇	1	130943	478	1	255	2	24053	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14054	傳奇	1	130943	478	1	255	2	24054	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14055	傳奇	1	130943	478	1	255	2	24055	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14056	傳奇	1	130943	478	1	255	2	24056	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14057	傳奇	1	130943	478	1	255	2	24057	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14058	傳奇	1	130943	478	1	255	2	24058	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14059	傳奇	1	130943	478	1	255	2	24059	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14060	傳奇	1	130943	478	1	255	2	24060	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14061	傳奇	1	130943	478	1	255	2	24061	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14062	傳奇	1	130943	478	1	255	2	24062	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14063	傳奇	1	130943	478	1	255	2	24063	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14064	傳奇	1	130943	478	1	255	2	24064	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14065	傳奇	1	130943	478	1	255	2	24065	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14066	傳奇	1	130943	478	1	255	2	24066	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14067	傳奇	1	130943	478	1	255	2	24067	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14068	傳奇	1	130943	478	1	255	2	24068	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14069	傳奇	1	130943	478	1	255	2	24069	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14070	傳奇	1	130943	478	1	255	2	24070	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14071	傳奇	1	130943	478	1	255	2	24071	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14072	傳奇	1	130943	478	1	255	2	24072	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14073	傳奇	1	130943	478	1	255	2	24073	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14074	傳奇	1	130943	478	1	255	2	24074	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14075	傳奇	1	130943	478	1	255	2	24075	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14076	傳奇	1	130943	478	1	255	2	24076	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14077	傳奇	1	130943	478	1	255	2	24077	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14078	傳奇	1	130943	478	1	255	2	24078	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14079	傳奇	1	130943	478	1	255	2	24079	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14080	傳奇	1	130943	478	1	255	2	24080	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14081	傳奇	1	130943	478	1	255	2	24081	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14082	傳奇	1	130943	478	1	255	2	24082	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14083	傳奇	1	130943	478	1	255	2	24083	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14084	傳奇	1	130943	478	1	255	2	24084	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14085	傳奇	1	130943	478	1	255	2	24085	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14086	傳奇	1	130943	478	1	255	2	24086	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14087	傳奇	1	130943	478	1	255	2	24087	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14088	傳奇	1	130943	478	1	255	2	24088	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14089	傳奇	1	130943	478	1	255	2	24089	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14090	傳奇	1	130943	478	1	255	2	24090	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14091	傳奇	1	130943	478	1	255	2	24091	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14092	傳奇	1	130943	478	1	255	2	24092	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14093	傳奇	1	130943	478	1	255	2	24093	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
14094	傳奇	1	130943	478	1	255	2	24094	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
