n_ID	s_ICON	n_RANGE	s_ANIMATION	s_ANIMATION2	n_CLASS	s_PHASING	s_ROTATE	n_EMOTE	n_THENDO	s_HITRATE	s_BUFF_HITRATE	s_HIT_KEYFRAME	s_HITBACK	s_FXS_CASTING	s_CAST_POSTPROCESS	s_HIT_POSTPROCESS	s_EMIT_KEYFRAME	n_AMOUNT_TARGET	n_DAMAGE_AREA	n_MOB_CD	s_CONDITION	f_VAR_TPD	f_VAR_TMD	f_VAR_TPP	f_VAR_TMP	f_DAMAGE_PHYSICS	f_DAMAGE_MAGIC	f_PERCENT_HP	n_PROFIT
10023		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10023;30\n10023;60\n10023;90\n10023;120\n10023;150\n10023;180\n10023;210\n10023;240\n10023;270\n10023;300\n10023;330\n10023;360\n10023;390\n10023;420\n10023;450\n10023;480\n10023;510\n10023;540\n10023;570\n10023;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10024		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10024;30\n10024;60\n10024;90\n10024;120\n10024;150\n10024;180\n10024;210\n10024;240\n10024;270\n10024;300\n10024;330\n10024;360\n10024;390\n10024;420\n10024;450\n10024;480\n10024;510\n10024;540\n10024;570\n10024;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10025		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10025;30\n10025;60\n10025;90\n10025;120\n10025;150\n10025;180\n10025;210\n10025;240\n10025;270\n10025;300\n10025;330\n10025;360\n10025;390\n10025;420\n10025;450\n10025;480\n10025;510\n10025;540\n10025;570\n10025;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10026		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10026;30\n10026;60\n10026;90\n10026;120\n10026;150\n10026;180\n10026;210\n10026;240\n10026;270\n10026;300\n10026;330\n10026;360\n10026;390\n10026;420\n10026;450\n10026;480\n10026;510\n10026;540\n10026;570\n10026;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10027		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10027;30\n10027;60\n10027;90\n10027;120\n10027;150\n10027;180\n10027;210\n10027;240\n10027;270\n10027;300\n10027;330\n10027;360\n10027;390\n10027;420\n10027;450\n10027;480\n10027;510\n10027;540\n10027;570\n10027;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10028		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10028;30\n10028;60\n10028;90\n10028;120\n10028;150\n10028;180\n10028;210\n10028;240\n10028;270\n10028;300\n10028;330\n10028;360\n10028;390\n10028;420\n10028;450\n10028;480\n10028;510\n10028;540\n10028;570\n10028;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
10029		500	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	_F_RESCURE_000;40\n_F_RESCURE_000;80\n_F_RESCURE_000;120\n_F_RESCURE_000;160\n_F_RESCURE_000;200\n_F_RESCURE_000;240\n_F_RESCURE_000;280\n_F_RESCURE_000;320\n_F_RESCURE_000;360\n_F_RESCURE_000;400\n_F_RESCURE_000;440\n_F_RESCURE_000;480\n_F_RESCURE_000;520\n_F_RESCURE_000;560\n_F_RESCURE_000;600	0	0;0;0;0		0	0	GO(0)	GO(0)	none;8077;0\nnone;8077;50\nnone;8077;100\nnone;8077;150\nnone;8077;200\nnone;8077;250\nnone;8077;300\nnone;8077;350\nnone;8077;400\nnone;8077;450\nnone;8077;500\nnone;8077;540					10029;30\n10029;60\n10029;90\n10029;120\n10029;150\n10029;180\n10029;210\n10029;240\n10029;270\n10029;300\n10029;330\n10029;360\n10029;390\n10029;420\n10029;450\n10029;480\n10029;510\n10029;540\n10029;570\n10029;600	0	90	0	7;13;27;28;29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
11068		2000	_F_ATTACK_009;35\n_F_JUMPB_001;56	_F_ATTACK_009;35\n_F_JUMPB_001;56	0	0;0;0;35\n-100;0;0;56		0	0	GO(0)	GO(0)			PS_O_FIREARM_F009;0				0	0	0	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
11069		2000	_F_JUMP_002;25\n_F_JUMP_000;42\n_F_ATTACK_016;69	_F_JUMP_002;25\n_F_JUMP_000;42\n_F_ATTACK_016;69	0	ARCEDGE;-0.9;0;0;42		0	0	GO(0)	GO(0)			PS_O_FIREARM_F016;42				0	0	0	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20001		400	_F_SENTRY_000;15\n_F_ATTACK_000;46	_F_SENTRY_000;15\n_F_ATTACK_000;46	0			0	0	GO(0)	GO(0)	S_H_M100_BOSS_NORMAL_SLASH;0;28		S_O_M100_BOSS_NORMAL_SLASH;15				1	600	0	2;5;8	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20002		300	_F_SENTRY_000;15\n_F_ATTACK_001;70	_F_SENTRY_000;15\n_F_ATTACK_001;70	0			0	0	GO(0)	GO(0)	S_H_M100_BOSS_SKULL_BITE;502;51	-75;300;5	S_O_M100_BOSS_SKULL_BITE;15				1	600	0	1;5;8	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20003		300	_F_ATTACK_002;40\n_F_SENTRY_001;79\n_F_SENTRY_001;118\n_F_SENTRY_001;157\n_F_SENTRY_001;196\n_F_SENTRY_001;220\n_F_ATTACK_003;269	_F_ATTACK_002;40\n_F_SENTRY_001;79\n_F_SENTRY_001;118\n_F_SENTRY_001;157\n_F_SENTRY_001;196\n_F_SENTRY_001;220\n_F_ATTACK_003;269	0			0	0					S_O_M100_BOSS_EVIL_WAVE;0			20001;35	1	600	0	1;5	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20004		1500	_F_SENTRY_000;15\n_F_ATTACK_004;137	_F_SENTRY_000;15\n_F_ATTACK_004;137	0	0;0;0;28\n1200;0;0;98		0	0					S_O_M100_BOSS_DEATH_SWIRL;15				1	600	0	1;5	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20005		1500	_F_SENTRY_000;15\n_F_ATTACK_004;137	_F_SENTRY_000;15\n_F_ATTACK_004;137	0	0;0;0;28\n1200;0;0;98		0	0					S_O_M100_BOSS_DEATH_STORM;15				1	600	0	1;5	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20006		1500	_F_ATTACK_002;40\n_F_SENTRY_001;79\n_F_SENTRY_001;118	_F_ATTACK_002;40\n_F_SENTRY_001;79\n_F_SENTRY_001;118	0			0	0	GO(0)	GO(0)	none;3083;0\nnone;3084;110		S_O_M100_BOSS_DEATH_CURSE;0				1	600	0	1;13	0.10000000149011612	0.0	1.0	0.0	0.0	0.0	0.0	0
20007		1500	_F_ATTACK_003;49\n_F_ATTACK_001;104	_F_ATTACK_003;49\n_F_ATTACK_001;104	0	0;0;0;56\n-200;0;0;73		0	0	GO(0)	GO(0)	S_H_M100_BOSS_SKULL_BITE;0;87	-400;100;5	S_O_M100_BOSS_SKULL_BITE_RED;0			20021;0\n20022;5	1	600	0	2;5	1.0	0.0	1.0	0.0	500.0	0.0	0.0	0
20008		50			0			0	0									1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20020		150	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0			0	0	HIT(95)		S_H_PHYSICS_CLAW;0;30		S_O_M101_WIPE;15				1	200	0	1;5;8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
20021		150	_F_SENTRY_000;15\n_F_ATTACK_001;54	_F_SENTRY_000;15\n_F_ATTACK_001;54	0			0	0	HIT(95)	STUN(45)	S_H_PHYSICS_PUNCH;0;30	-50;20;5	S_O_M101_TAIL_WIPE;15			4980;0	1	250	0	1;5;8	1.399999976158142	0.0	1.399999976158142	0.0	0.0	0.0	0.0	0
20022		300	_F_SENTRY_000;15\n_F_ATTACK_002;60	_F_SENTRY_000;15\n_F_ATTACK_002;60	0			0	0					S_O_M101_SPIT_BUBBLE;15			4981;0\n20030;42\n20030;47	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20023		300	_F_SENTRY_000;15\n_F_ATTACK_002;60	_F_SENTRY_000;15\n_F_ATTACK_002;60	0			0	0					S_O_M101_SPIT_FIRE;15			4981;0\n20031;42\n20031;47	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20024		300	_F_SENTRY_000;15\n_F_ATTACK_002;60	_F_SENTRY_000;15\n_F_ATTACK_002;60	0			0	0					S_O_M101_SPIT_ICE;15			4981;0\n20032;42\n20032;47	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20025		300	_F_SENTRY_000;15\n_F_ATTACK_002;60	_F_SENTRY_000;15\n_F_ATTACK_002;60	0			0	0					S_O_M101_SPIT_POISON;15			4981;0\n20033;42\n20033;47	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20026		300	_F_ATTACK_003;120	_F_ATTACK_003;120	0			0	0					S_O_M101_SPREAD_BUBBLE;0			4982;0\n20034;75\n20034;85\n20034;95	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20027		300	_F_ATTACK_003;120	_F_ATTACK_003;120	0			0	0					S_O_M101_SPREAD_FIRE;0			4982;0\n20035;75\n20035;85\n20035;95	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20028		300	_F_ATTACK_003;120	_F_ATTACK_003;120	0			0	0					S_O_M101_SPREAD_ICE;0			4982;0\n20036;75\n20036;85\n20036;95	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20029		300	_F_ATTACK_003;120	_F_ATTACK_003;120	0			0	0					S_O_M101_SPREAD_POISON;0			4982;0\n20037;75\n20037;85\n20037;95	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20040		150	_F_SENTRY_000;15\n_F_ATTACK_000;57	_F_SENTRY_000;15\n_F_ATTACK_000;57	0			0	0	HIT(95)		S_H_PHYSICS_CLAW;0;35		S_O_M102_CLAW_SLASH;15				1	200	0	1;5;8	1.2000000476837158	0.0	1.2000000476837158	0.0	0.0	0.0	0.0	0
20041		1500	_F_ATTACK_001;108	_F_ATTACK_001;108	0	0;0;0;21\n50;0;0;36\n1250;0;0;60\n1400;0;0;70\n1500;0;0;85		0	0					S_O_M102_ROLLING;0			4980;0\n20038;21	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20042		1500	_F_ATTACK_001;108	_F_ATTACK_001;108	0	0;0;0;21\n50;0;0;36\n1250;0;0;60\n1400;0;0;70\n1500;0;0;85		0	0					S_O_M102_ROLLING_POISON;0			4980;0\n20040;21\n20064;37\n20064;41\n20064;45\n20064;49\n20064;53\n20064;57\n20064;61	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20043		2000	_F_ATTACK_002;25\n_F_FORWARD_001;55	_F_ATTACK_002;25\n_F_FORWARD_001;55	0			0	0					S_O_M102_DIGGING;0			20042;0\n4981;1\n20043;20	1	200	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20044		0	_F_FORWARD_001;25\n_F_ATTACK_003;48	_F_FORWARD_001;25\n_F_ATTACK_003;48	0			0	0					S_O_M102_DIGOUT;25			20045;0\n20046;25	1	200	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20060		500	_F_SENTRY_000;15\n_F_ATTACK_000;60	_F_SENTRY_000;15\n_F_ATTACK_000;60	0	0;0;0;22\nARCEDGE;-1;0;0;13		0	0	HIT(95)		S_H_LIGHTENING_S;0;35		S_O_M103_JUMP_ATK;15				1	250	0	1;5;8	1.2000000476837158	0.0	1.2000000476837158	0.0	0.0	0.0	0.0	0
20061		500	_F_SENTRY_000;15\n_F_ATTACK_000;60	_F_SENTRY_000;15\n_F_ATTACK_000;60	0	0;0;0;22\nARCEDGE;-1;0;0;13		0	0	HIT(95)		S_H_LIGHTENING_PINK;0;35		S_O_M103_JUMP_ATK_PINK;15				1	250	0	1;5;8	1.2000000476837158	0.0	1.2000000476837158	0.0	0.0	0.0	0.0	0
20062		500	_F_SENTRY_000;15\n_F_ATTACK_001;55	_F_SENTRY_000;15\n_F_ATTACK_001;55	0			0	0					S_O_M103_LIGHTENING_WAVE;15			20048;31	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20063		500	_F_SENTRY_000;15\n_F_ATTACK_001;55	_F_SENTRY_000;15\n_F_ATTACK_001;55	0			0	0					S_O_M103_LIGHTENING_WAVE_PINK;15			20050;31	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20064		500	_F_ATTACK_002;95	_F_ATTACK_002;95	0			0	0					S_O_M103_STATIC_FIELD;0			4981;0\n20052;68	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20065		500	_F_ATTACK_002;95	_F_ATTACK_002;95	0			0	0					S_O_M103_STATIC_FIELD_PINK;0			4981;0\n20056;68	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20066		1000	_F_ATTACK_003;105	_F_ATTACK_003;105	0			0	0					S_O_M103_THUNDER_BALL;0			4982;0\n20060;76\n20061;81	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20067		1000	_F_ATTACK_003;105	_F_ATTACK_003;105	0			0	0					S_O_M103_THUNDER_BALL_PINK;0			4982;0\n20062;76\n20063;81	1	250	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20080		200	_F_SENTRY_000;15\n_F_ATTACK_000;54	_F_SENTRY_000;15\n_F_ATTACK_000;54	0			0	0	HIT(95)		S_H_PHYSICS_SWORD;0;31		S_O_M104_NORMAL_SLASH;15				1	300	0	1;5;8	1.2999999523162842	0.0	1.2999999523162842	0.0	0.0	0.0	0.0	0
20081		300	_F_ATTACK_002;60	_F_ATTACK_002;60	0			0	0	HIT(95)	STUN(75)	S_H_PHYSICS_SWORD;502;43		S_O_M104_DOWN_SLASH;0		CAMERASHOCK(C_SKILL01);0	4986;0	6	400	0	3;5;6;8	2.5	0.0	2.5	0.0	0.0	0.0	0.0	0
20082		2000	_F_ATTACK_001;45	_F_ATTACK_001;45	0			0	0					S_O_M104_FLAME_EXPLOSION;0			4982;0\n20066;27	1	0	0	1;5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20083		2000	_F_ATTACK_001;45	_F_ATTACK_001;45	0			0	0					S_O_M104_FLAME_EXPLOSION_RED;0			4982;0\n20069;27	1	0	0	1;5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20084		2000	_F_ATTACK_001;45	_F_ATTACK_001;45	0			0	0					S_O_M104_FLAME_EXPLOSION_PURPLE;0			4982;0\n20072;27	1	0	0	1;5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20085		2000	_F_ATTACK_001;45	_F_ATTACK_001;45	0			0	0					S_O_M104_THUNDER_FALL_PURPLE;0			4981;0\n20075;27	1	0	0	1;5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20086		1500	_F_ATTACK_003;60\n_F_SENTRY_000;84	_F_ATTACK_003;60\n_F_SENTRY_000;84	0			0	0					S_O_M104_THUNDER_RUN_PURPLE;0			4983;0\n20083;38\n20084;41\n20085;45\n20086;48\n20087;51\n20088;55\n20089;58\n20090;63\n20091;66\n20092;70\n20093;74\n20094;78	1	0	0	1;5;6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20100		150	_F_SENTRY_000;15\n_F_ATTACK_000;50	_F_SENTRY_000;15\n_F_ATTACK_000;50	0			0	0	HIT(95)		S_H_PHYSICS2;0;28		S_O_M105_NORMAL_SLASH;15				1	250	0	1;5;8	1.2999999523162842	0.0	1.2999999523162842	0.0	0.0	0.0	0.0	0
20101		500	_F_ATTACK_002;25\n_F_ATTACK_001;73	_F_ATTACK_002;25\n_F_ATTACK_001;73	0	0;0;0;45\n500;0;0;50		0	0					S_O_M105_SPARE_DASH;0			4981;0\n20098;44\n20098;47\n20099;50	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20102		650	_F_ATTACK_002;75	_F_ATTACK_002;75	0	0;0;0;45\n-180;0;0;50\n-200;0;0;52		0	0					S_O_M105_LIGHT_CANON;0			4982;0\n4902;44\n20100;45	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20103		1200	_F_ATTACK_002;75	_F_ATTACK_002;75	0	0;0;0;45\n-360;0;0;50\n-400;0;0;52		0	0					S_O_M105_POWER_LIGHT_CANON;0			4982;0\n4908;44\n20101;45	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20104		1500	_F_ATTACK_003;41	_F_ATTACK_003;41	0			0	0					S_O_M105_TRACING_FLAME_ARROW;0			4985;0\n20102;15\n20103;15\n20104;15\n20105;15	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20105		2500	_F_ATTACK_003;41	_F_ATTACK_003;41	0			0	0					S_O_M105_TRACING_FLAME_ARROW;0			20107;15\n20108;15\n20109;15\n20110;15	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20106		650	_F_ATTACK_002;75	_F_ATTACK_002;75	0	0;0;0;45\n-180;0;0;50\n-200;0;0;52		0	0					S_O_M105_TOXIC_MIST;0			4902;44\n20100;45	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20107		1200	_F_ATTACK_002;75	_F_ATTACK_002;75	0	0;0;0;45\n-360;0;0;50\n-400;0;0;52		0	0					S_O_M105_HIGHLY_TOXIC_MIST;0			4908;44\n20101;45	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20108		1500	_F_ATTACK_003;41	_F_ATTACK_003;41	0			0	0					S_O_M105_TRACING_FLAME_ARROW;0			20102;15\n20103;15\n20104;15\n20105;15	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
20109		2500	_F_ATTACK_003;41	_F_ATTACK_003;41	0			0	0					S_O_M105_TRACING_FLAME_ARROW;0			20107;15\n20108;15\n20109;15\n20110;15	1	0	0	1;5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
40001	IS100	200	_F_ATTACK_008;25	_F_ATTACK_008;25	16512	0;0;0;0		0	280	HIT(95)		S_H_PHYSICS_SWORD;0;7\nS_H_PHYSICS_SWORD;0;24		PS_O_D_ATTACK_008;0				1	300	0	1;5;8;14	1.25	0.0	1.25	0.0	0.0	0.0	0.0	0
40002		200	_F_ATTACK_052A;18	_F_ATTACK_052A;18	16512	0;0;0;6\n58;0;0;12		0	280	HIT(95)		S_H_PHYSICS_SWORD;0;8\nS_H_PHYSICS_SWORD;0;13		PS_O_SERIAL_ATTACK_01;0			40002;0\n324;1	1	300	0	1;5;8;14	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0
40003		200	_F_ATTACK_008;25	_F_ATTACK_008;25	16512	0;0;0;0		0	280	HIT(95)	STUN(100)	S_H_REDUCE;0;7\nS_H_REDUCE;40130;23		PS_O_D_ATTACK_008;0				1	300	0	1;5;8;14	1.399999976158142	0.0	1.399999976158142	0.0	0.0	0.0	0.0	0
40004	IS101	250	_F_ATTACK_053A;10	_F_ATTACK_053A;10	16384	0;0;0;5\n250;0;0;8		0	0					PS_MILLION_STAB_START;0			40004;0\n315;2\n40145;5	1	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
40005		100	_F_ATTACK_038;70	_F_ATTACK_038;70	16512	0;0;0;0		0	0	HIT(110)		S_A_BLOODY_DANCE;0;3\nS_A_BLOODY_DANCE;0;14\nS_A_BLOODY_DANCE;0;25\nS_A_BLOODY_DANCE;0;36\nS_A_BLOODY_DANCE;0;47\nS_A_BLOODY_DANCE;0;61		PS_O_BLOODY_DANCE;0		CAMERASHOCK(C_SKILL01);0	40150;0\n316;1\n4913;60	8	550	0	3;8	5.5	0.0	5.5	0.0	0.0	0.0	0.0	0
40006		300	_F_ATTACK_002;25	_F_ATTACK_002;25	16384	0;0;0;0		0	0					PS_O_BLINDPOWDER;0			40126;24	1	0	0	2;8;27	0.0	0.0	1.5	1.5	0.0	0.0	0.0	0
40007		350	_F_ATTACK_014;30	_F_ATTACK_014;30	16448	ARCEDGE;-1;0;0;13		0	280	HIT(100)	STUN(95)	null;501;15		PS_O_DUAL_F014_FURY;0	CAMERASHOCK(C_SKILL01);15		298;0\n4900;15	1	200	0	0;1;5;8	1.2000000476837158	0.0	1.2000000476837158	0.0	0.0	0.0	0.0	0
