n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
93440	Compete Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93441	Cal Lv.8m Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93442	Guide Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93443	Safe Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93444	Inspiration Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93445	Sober Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93446	Silent Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93447	Superiority Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93448	Curtain Night Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93449	Hope Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93450	Support Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93451	Eternal Lv.8 Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93452	Intervene Crystal Lv.8	เลเวลของเครื่องประดับถึง Lv.111 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93453	War Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93454	Flame Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93455	Turmoil Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93456	Wrangle Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93457	Justice Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93458	Weapon Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93459	Wrestle Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93460	Confrontation Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93461	Outcome Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93462	Declare War Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93463	Coercion Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93464	Horror Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93465	Tight Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93466	Violence Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93467	Blood Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93468	Madness Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93469	Poor Soldier Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93470	Biochemistry Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93471	Kill Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93472	Defeat Crystal Lv.9	เลเวลของอาวุธถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93473	Modivid Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93474	Protect Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93475	Fort Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93476	Imperial Lv.9 Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93477	Aversion Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93478	Cache Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93479	Predator Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93480	Cushion Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93481	Warn Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93482	Monitoring Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93483	Guard Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93484	Appease Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93485	Thunder Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93486	Sanction Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93487	Territory Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93488	Lockout Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93489	Chain Ring Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93490	One Heart Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93491	Border Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93492	Wilderness Crystal Lv.9	เลเวลของเครื่องป้องกันถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93493	Improve Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93494	Familiar Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93495	Fracture Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93496	Security Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93497	Ministry Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93498	Compete Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93499	Cal Lv.9m Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93500	Guide Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93501	Safe Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93502	Inspiration Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93503	Sober Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93504	Silent Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93505	Superiority Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93506	Curtain Night Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93507	Hope Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93508	Support Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93509	Eternal Lv.9 Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93510	Intervene Crystal Lv.9	เลเวลของเครื่องประดับถึง Lv.121 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93511	Enticement Crystal Lv.1	เลเวลของเครื่องประดับถึง Lv.1 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93512	Instruction Crystal Lv.1	เลเวลของเครื่องประดับถึง Lv.1 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93513	Enticement Crystal Lv.2	เลเวลของเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93514	Instruction Crystal Lv.2	เลเวลของเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93515	Enticement Crystal Lv.3	เลเวลของเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93516	Instruction Crystal Lv.3	เลเวลของเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
93517	Enticement Crystal Lv.4	เลเวลของเครื่องประดับถึง Lv.66 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออก ระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	ได้พลังเพิ่มขึ้น เมื่อฝังประดับ	
