n_ID	s_SKILL_TITLE	s_DESCRIPTION	s_TIP	s_DETAIL	s_CACULATE
43017	Divine Light 	จะต้องใส่ค้อนและโล่\nประเภท: ป้องกัน, ฟื้นฟู, ความร้อน\n\nเรียกพลังเทพปกป้องตนเอง\nเพิ่มอัตราคริติคอล $ADD_POWERHIT%\nเพิ่มอัตราป้องกัน $ADD_BLOCKRATE%\nอัตราต้านมึนงงเพิ่มขึ้น $ADD_ANTI_STUN%\nอัตราต้านคำสาปเพิ่มขึ้น $ADD_ANTI_CURSE%\nพลังป้องกันเพิ่มขึ้น $ADD_AC_PHYSICS\nอัตราแม่นยำเพิ่มขึ้น $ADD_HITRATE%\nป้องกันการลดบาดเจ็บเพิ่มขึ้น $ADD_ABSORB_SHIELD\nเพิ่มความเร็วในการเคลื่อนที่ $ADD_SPEED_RUN\nลดบาดเจ็บ 30%\nฟื้นฟูพลังชีวิตสูงสุด 20%\nลบสถานะด้านลบทั้งหมด และเพิ่มความเร็วในการเพิ่มพลังเวทย์ ทำให้เกิด Soul Gather เป็นเวลา 10 วินาที	ประเภท: ป้องกัน, ฟื้นฟู, ความร้อน\n\nเรียกพลังเทพปกป้องตนเอง\nเพิ่มอัตราคริติคอล $ADD_POWERHIT%\nเพิ่มอัตราป้องกัน $ADD_BLOCKRATE%\nอัตราต้านมึนงงเพิ่มขึ้น $ADD_ANTI_STUN%\nอัตราต้านคำสาปเพิ่มขึ้น $ADD_ANTI_CURSE%\nพลังป้องกันเพิ่มขึ้น $ADD_AC_PHYSICS\nอัตราแม่นยำเพิ่มขึ้น $ADD_HITRATE%\nป้องกันการลดบาดเจ็บเพิ่มขึ้น $ADD_ABSORB_SHIELD\nเพิ่มความเร็วในการเคลื่อนที่ $ADD_SPEED_RUN\nลดบาดเจ็บ 30%\nฟื้นฟูพลังชีวิตสูงสุด 20%\nลบสถานะด้านลบทั้งหมด และเพิ่มความเร็วในการเพิ่มพลังเวทย์ ทำให้เกิด Soul Gather เป็นเวลา 10 วินาที		ADD_DAMMIPHYSICS(1)(1);ADD_AC_PHYSICS(1)(1);ADD_ABSORB_SHIELD(2)(1);ADD_SPEED_RUN(1)(1);ADD_POWERHIT(2);ADD_BLOCKRATE(2);ADD_HITRATE(2);ADD_ANTI_CURSE(2);ADD_ANTI_STUN(2)
43018	Light Guard	จะต้องใส่ค้อนและโล่\nฟื้นฟูพลังเวทย์: 20\nประเภท: ป้องกัน\n\nลดความเสียหายที่เพื่อนในทีมได้รับ 70% เป็นเวลา 3 วินาที	ประเภท: ป้องกัน\n\nลดความเสียหายที่เพื่อนในทีมได้รับ 70% เป็นเวลา 3 วินาที		
43019	Accurately	จะต้องใส่ค้อนและโล่\nประเภท: ฟื้นฟู\n\nเพิ่มโจมตีกายภาพและโจมตีเวทย์ให้เพื่อนในทีม $ADD_DAMMIPHYSICS + 60% และลบสถานะด้านลบ 1 อย่าง	จะต้องใส่ค้อนและโล่\nประเภท: ฟื้นฟู\n\nเพิ่มโจมตีกายภาพและโจมตีเวทย์ให้เพื่อนในทีม $ADD_DAMMIPHYSICS + 60% และลบสถานะด้านลบ 1 อย่าง\n		ADD_DAMMIPHYSICS(1)(0.6)
43020	Destruction Wave	จะต้องใส่ค้อนและโล่\nใช้ Soul Gather: 2 ขั้น\nประเภท: ระเบิด\n\nทำแผ่นดินไหว ทำให้เป้าหมายสูงสุด 5 คนได้รับความเสียหายจาก $ADD_DAMMIPHYSICS โจมตีกายภาพ + 100% และมีโอกาสโจมตีเป้าหมายให้กระเด็น	ประเภท: ระเบิด\n\nทำแผ่นดินไหว ทำให้เป้าหมายสูงสุด 5 คนได้รับความเสียหายจาก $ADD_DAMMIPHYSICS โจมตีกายภาพ + 100% และมีโอกาสโจมตีเป้าหมายให้กระเด็น		ADD_DAMMIPHYSICS(1)(1)
43021	Shield Throw	จะต้องใส่ค้อนและโล่\nประเภท: พุ่งโจมตี\n\nพุ่งชนด้วยโล่ ทำให้เกิดความเสียหายจากกายภาพ 200 แต้ม Provoke เป้าหมายทำให้เลเวลยั่วยุเพิ่มขึ้นและทำให้การป้องกันของเป้าหมาย $ADD_AC_PHYSICS\n\nยั่วยุ+3: เป้าหมายจะโจมตีตัวละครที่มีเลเวลการยั่วยุสูงสุด	ประเภท: พุ่งโจมตี\n\nพุ่งชนด้วยโล่ ทำให้เกิดความเสียหายจากกายภาพ 200 แต้ม Provoke เป้าหมายทำให้เลเวลยั่วยุเพิ่มขึ้นและทำให้การป้องกันของเป้าหมาย $ADD_AC_PHYSICS\n\nยั่วยุ+3: เป้าหมายจะโจมตีตัวละครที่มีเลเวลการยั่วยุสูงสุด		ADD_AC_PHYSICS(1)(1)
43022	Battle call	จะต้องใส่ค้อนและโล่\nใช้ Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน, ระเบิด\n\nลากเป้าหมายให้เข้ามาใกล้ๆ และสร้างความเสียหาย $ADD_DAMMIPHYSICS โจมตีกายภาพ + 75%	ประเภท: พลังความร้อน, ระเบิด\n\nลากเป้าหมายให้เข้ามาใกล้ๆ และสร้างความเสียหาย $ADD_DAMMIPHYSICS โจมตีกายภาพ + 75%		ADD_DAMMIPHYSICS(1)(0.5)
43023	Advanced Discipline Imperial Knights	การฝึกหนักขึ้นไปอีกก้าวของKnightทำให้ป้องกันกายภาพและป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกหนักขึ้นไปอีกก้าวของKnightทำให้ป้องกันกายภาพและป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้		ADD_AC_PHYSICS(1)(1);ADD_HPMAX(1)(1)
43024	Senior Discipline Imperial Knights	การฝึกขั้นสูงสุดของKnightทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกขั้นสูงสุดของKnightทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้		ADD_AC_PHYSICS(1)(1);ADD_HPMAX(1)(1)
43025	Elite Discipline Imperial Knights	การฝึกอันหนักหน่วงทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกอันหนักหน่วงทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_PHYSICS พลังชีวิตสูงสุด+$ADD_HPMAX\nไม่สามารถเรียนสกิลนอกเวลาได้		ADD_AC_PHYSICS(1)(1);ADD_HPMAX(1)(1)
44000	Light Priest Basic Training	การฝึกพื้นฐานของPriestทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_MAGIC, ค่าต้านคำสาป+10, ฟื้นฟูพลังเวทย์ +1, โจมตีหนักเวทย์+$ADD_DAMPLUS_MAGIC\nไม่สามารถเรียนสกิลนอกเวลาได้	การฝึกพื้นฐานของPriestทำให้ป้องกันเวทย์ของท่าน+$ADD_AC_MAGIC, ค่าต้านคำสาป+10, ฟื้นฟูพลังเวทย์ +1, โจมตีหนักเวทย์+$ADD_DAMPLUS_MAGIC\nไม่สามารถเรียนสกิลนอกเวลาได้		ADD_DAMPLUS_MAGIC(1)(1);ADD_AC_MAGIC(1)(1)
44001	Fireball	จะต้องใส่ไม้เท้า\nฟื้นฟูพลังเวทย์: 10\nประเภท: พลังความร้อน, ระเบิด\n\nยิงลูกไฟใส่เป้าหมาย ทำให้เกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 180%	ประเภท: พลังความร้อน, ระเบิด\n\nยิงลูกไฟใส่เป้าหมาย ทำให้เกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 180%		ADD_DAMMIMAGIC(1)(1.8)
44002	Fireball Combo	จะต้องใส่ไม้เท้า\nประเภท: ความร้อน\n\nยิงลูกไฟใส่เป้าหมาย 5 ลูก ทำให้เกิดความเสียหายจากเวทย์ $ADD_DAMMIMAGIC + 66%\n\nใช้ Soul Gatherขั้น 1: ปล่อยลูกไฟ 7 ลูกทำให้เกิดความเสียหายจากเวทย์  66%\n\nใช้ Soul Gather ขั้น 2: ปล่อยลูกไฟ 6 ลูกทำให้เกิดความเสียหายจากเวทย์ไฟ 99%\n\nใช้ Soul Gatherขั้น 3: ปล่อยลูกไฟ 9 ลูกทำให้เกิดความเสียหายจากเวทย์ความร้อน 99% 	ประเภท: ประเภท: ความร้อน\n\nยิงลูกไฟใส่เป้าหมาย 5 ลูก ทำให้เกิดความเสียหายจากเวทย์ $ADD_DAMMIMAGIC + 66%\n\nใช้ Soul Gatherขั้น 1: ปล่อยลูกไฟ 7 ลูกทำให้เกิดความเสียหายจากเวทย์  66%\n\nใช้ Soul Gather ขั้น 2: ปล่อยลูกไฟ 6 ลูกทำให้เกิดความเสียหายจากเวทย์ไฟ 99%\n\nใช้ Soul Gatherขั้น 3: ปล่อยลูกไฟ 9 ลูกทำให้เกิดความเสียหายจากเวทย์ความร้อน 99%\n		ADD_DAMMIMAGIC(1)(0.66)
44003	Eclipse	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน\n\nทำให้ศัตรูเกิดความเสียหาย $ADD_DAMMIMAGIC ทุกๆ 3 วินาที โจมตีเวทย์ + 40% เป็นเวลา 30 วินาที	ประเภท: พลังความร้อน\n\nทำให้ศัตรูเกิดความเสียหาย $ADD_DAMMIMAGIC ทุกๆ 3 วินาที โจมตีเวทย์ + 40% เป็นเวลา 30 วินาที		ADD_DAMMIMAGIC(1)(0.4)
44004	Sun Beam	จะต้องใส่ไม้เท้า\nฟื้นฟูพลังเวทย์: โจมตีเป้าหมาย 5 x อย่างแม่นยำ\nใช้ Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน, ฟื้นฟู\n\nโจมตีด้วยเพลิงอาทิตย์ทำให้เกิดความเสียหาย $ADD_DAMPLUS_MAGIC 3 ครั้ง โจมตีหนักเวทย์และโจมตีหนักกายภาพ + 100% ในขณะเดียวกัน จะช่วยรักษาเพื่อนในทีมด้วย ทุกครั้งที่โจมตีแม่นยำสามารถเพิ่มพลังเวทย์ 1 แต้ม\n\nเมื่อมี Soul Gather ขั้น 3 อานุภาพเพิ่มขึ้น 10%\nมี Soul Gather ขั้น 4 อานุภาพเพิ่มขึ้น 20%\nมี Soul Gather ขั้น 5 อานุภาพเพิ่มขึ้น 40%	ประเภท: พลังความร้อน, ฟื้นฟู\n\nโจมตีด้วยเพลิงอาทิตย์ทำให้เกิดความเสียหาย $ADD_DAMPLUS_MAGIC 3 ครั้ง โจมตีหนักเวทย์และโจมตีหนักกายภาพ + 100% ในขณะเดียวกัน จะช่วยรักษาเพื่อนในทีมด้วย ทุกครั้งที่โจมตีแม่นยำสามารถเพิ่มพลังเวทย์ 1 แต้ม\n\nเมื่อมี Soul Gather ขั้น 3 อานุภาพเพิ่มขึ้น 10%\nมี Soul Gather ขั้น 4 อานุภาพเพิ่มขึ้น 20%\nมี Soul Gather ขั้น 5 อานุภาพเพิ่มขึ้น 40%		ADD_DAMPLUS_MAGIC(1)(1)
44005	Solar Flares	จะต้องใส่ไม้เท้า\nประเภท: พลังความร้อน, ระเบิด\n\nยิงเพลิงแสงอาทิตย์ใส่เป้าหมาย 10 ทาง ทำให้เป้าหมายได้รับความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 75%\n\nใช้ Soul Gather ขั้น 1: ยิงเพลิงแสงอาทิตย์ 12 ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 90%\nใช้ Soul Gather ขั้น 2: ยิงเพลิงแสงอาทิตย์ 14 ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 108%\nใช้ Soul Gather ขั้น 3: ยิงเพลิงแสงอาทิตย์ 16ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 130%	ประเภท: พลังความร้อน, ระเบิด\n\nยิงเพลิงแสงอาทิตย์ใส่เป้าหมาย 10 ทาง ทำให้เป้าหมายได้รับความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 75%\n\nใช้ Soul Gather ขั้น 1: ยิงเพลิงแสงอาทิตย์ 12 ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 90%\nใช้ Soul Gather ขั้น 2: ยิงเพลิงแสงอาทิตย์ 14 ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 108%\nใช้ Soul Gather ขั้น 3: ยิงเพลิงแสงอาทิตย์ 16ทาง ทำให้เกิดความเสียหายจากโจมตีเวทย์ 130%		ADD_DAMMIMAGIC(1)(0.75)
44006	Blazing Armor	จะต้องใส่ไม้เท้า\nประเภท: พลังความร้อน\n\nให้พลังความร้อนป้องกันเพื่อนในทีมที่อยู่ในบริเวณ เมื่อถูกโจมตี จะทำให้ศัตรู 5 คนที่อยู่ในระยะ 3 เมตรเกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์+ 150% ทุกๆ 5 วินาทีจะเกิดผล 1 ครั้ง ต่อเนื่อง 60 วินาที\n\nใช้ Soul Gatherขั้น 1: สามารถโจมตีศัตรูที่อยู่รอบๆให้กระจาย ทำให้เกิดความเสียหายจากโจมตีเวทย์ 150% และเพิ่มพลังโจมตีให้เพื่อนในทีม และสร้างเกาะพลังความร้อนให้เพื่อน 15% เป็นเวลา 9 วินาที	ประเภท: พลังความร้อน\n\nให้พลังความร้อนป้องกันเพื่อนในทีมที่อยู่ในบริเวณ เมื่อถูกโจมตี จะทำให้ศัตรู 5 คนที่อยู่ในระยะ 3 เมตรเกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์+ 150% ทุกๆ 5 วินาทีจะเกิดผล 1 ครั้ง ต่อเนื่อง 60 วินาที\n\nใช้ Soul Gatherขั้น 1: สามารถโจมตีศัตรูที่อยู่รอบๆให้กระจาย ทำให้เกิดความเสียหายจากโจมตีเวทย์ 150% และเพิ่มพลังโจมตีให้เพื่อนในทีม และสร้างเกาะพลังความร้อนให้เพื่อน 15% เป็นเวลา 9 วินาที		ADD_DAMMIMAGIC(1)(1.5)
44007	Warm Cure	จะต้องใส่ไม้เท้า\nฟื้นฟูพลังเวทย์: 12\nประเภท: ฟื้นฟู\n\nทำให้เพื่อนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 200% และลบสถานะด้านลบ	ประเภท: ฟื้นฟู\n\nทำให้เพื่อนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 200% และลบสถานะด้านลบ		ADD_DAMMIMAGIC(1)(2)
44008	Sunshine Cure	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: ฟื้นฟู\n\nทำให้เพื่อนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 600%	ประเภท: ฟื้นฟู\n\nทำให้เพื่อนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 600%		ADD_DAMMIMAGIC(1)(5)
44009	Coronal	จะต้องใส่ไม้เท้า\nฟื้นฟูพลังเวทย์: 12\nใช้ Soul Gather: 1 ขั้น\nประเภท: ฟื้นฟู\n\nทุก 3 วิ เพื่อนในทีมจะได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 60% เป็นเวลา 30 วินาที	ประเภท: ฟื้นฟู\n\nทุก 3 วิ เพื่อนในทีมจะได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 60% เป็นเวลา 30 วินาที		ADD_DAMMIMAGIC(1)(0.6)
44010	Flame Passage	จะต้องใส่ไม้เท้า\nใช้ Soul Gather: 1 ขั้น\nประเภท: ความร้อน, ระเบิด, ฟื้นฟู\n\nเรียกเพลิงธรณีทำให้ศัตรูที่อยู่บนพื้นเกิดความเสียหายจาหโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_MAGIC + 70% ทุกๆวินาที และมีโอกาสโจมตีให้กระเด็น และสามารถรักษาให้เพื่อนในทีมได้อีกด้วย	ใช้ Soul Gather: 1 ขั้น\nประเภท: ความร้อน, ระเบิด, ฟื้นฟู\n\nเรียกเพลิงธรณีทำให้ศัตรูที่อยู่บนพื้นเกิดความเสียหายจาหโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_MAGIC + 70% ทุกๆวินาที และมีโอกาสโจมตีให้กระเด็น และสามารถรักษาให้เพื่อนในทีมได้อีกด้วย\n		ADD_DAMPLUS_MAGIC(1)(0.7)
44011	Life Flares	จะต้องใส่ไม้เท้า\nประเภท: ฟื้นฟู\n\nปล่องเพลิงอาทิตย์ 10 ทาง ทำให้เพื่อนที่อยู่ในบริเวณได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 100%\n\nใช้ Soul Gather ขั้น 1: ปล่อย 12 ทางอานุภาพเพลิงอาทิตย์เพิ่มขึ้น 20%\nใช้ Soul Gather ขั้น 2: ปล่อย 14 ทางอานุภาพเพลิงอาทิตย์เพิ่มขึ้น 40%\nใช้ Soul Gather ขั้น 3: ปล่อย 16 ทาง อานุภาพเพลิงอาทิตย์เพิ่มขึ้น 70%	ประเภท: ฟื้นฟู\n\nปล่องเพลิงอาทิตย์ 10 ทาง ทำให้เพื่อนที่อยู่ในบริเวณได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 100%\n\nใช้ Soul Gather ขั้น 1: ปล่อย 12 ทางอานุภาพเพลิงอาทิตย์เพิ่มขึ้น 20%\nใช้ Soul Gather ขั้น 2: ปล่อย 14 ทางอานุภาพเพลิงอาทิตย์เพิ่มขึ้น 40%\nใช้ Soul Gather ขั้น 3: ปล่อย 16 ทาง อานุภาพเพลิงอาทิตย์เพิ่มขึ้น 70%		ADD_DAMMIMAGIC(1)(1)
44012	Prayer Cure	จะต้องใส่ไม้เท้า\nประเภท: ฟื้นฟู\n\nทำให้เพื่อน 24 คนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 286% และลบสถานะด้านลบให้เพื่อนในทีม\nเมื่อมี Soul Gather ขั้น 3 เพิ่มอานุภาพ 10%\nมี Soul Gather ขั้น 4 เพิ่มอานุภาพ 20%\nมี Soul Gather ขั้น 5 เพิ่มอานุภาพ 40%	ประเภท: ฟื้นฟู\n\nทำให้เพื่อน 24 คนได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 286% และลบสถานะด้านลบให้เพื่อนในทีม\nเมื่อมี Soul Gather ขั้น 3 เพิ่มอานุภาพ 10%\nมี Soul Gather ขั้น 4 เพิ่มอานุภาพ 20%\nมี Soul Gather ขั้น 5 เพิ่มอานุภาพ 40%		ADD_DAMMIMAGIC(1)(2.86)
44013	Sun Shield	จะต้องใส่ไม้เท้า\nใช้ Soul Gather: ขั้นที่ 1\nประเภท: ไม่มี\n\nสาดแสงอาทิตย์ไปที่จุดๆหนึ่ง ผู้เล่นอยู่ที่ในแสงจะลดความเสียหายที่ได้รับ 20% และรักษาต่อเนื่อง ในแสงจะสามารถป้องกันอาวุธที่ยิงมาได้	ใช้ Soul Gather: ขั้นที่ 1\nประเภท: ไม่มี\n\nสาดแสงอาทิตย์ไปที่จุดๆหนึ่ง ผู้เล่นอยู่ที่ในแสงจะลดความเสียหายที่ได้รับ 20% และรักษาต่อเนื่อง ในแสงจะสามารถป้องกันอาวุธที่ยิงมาได้\n		
44014	Dedicate	จะต้องใส่ไม้เท้า\nประเภท: ไม่มี\n\nใน 30 วินาที ลดค่าเวทย์สูงสุด $ADD_STAMINAMAX เพิ่มความเร็วในการฟื้นฟูพลังเวทย์ $ADD_RECOVER_STAMINA\n\nทำให้เพื่อนที่อยู่ในระนะ 12 เมตรได้รับการรักษาพลังเวทย์ 30%\n\nเสริมพลังรักษา: เมื่อใช้สกิลรักษา จะได้รับการรักษาพลังเวทย์ 30%\n\nเสริมพลังเพลิง: เมื่อใช้สกิลพลังความร้อน ทุกครั้งที่โจมตีแม่นยำจะทำให้เกิดความเสียหายจากโจมตีเวทย์ 30%	ประเภท: ไม่มี\n\nใน 30 วินาที ลดค่าเวทย์สูงสุด $ADD_STAMINAMAX เพิ่มความเร็วในการฟื้นฟูพลังเวทย์ $ADD_RECOVER_STAMINA\n\nทำให้เพื่อนที่อยู่ในระนะ 12 เมตรได้รับการรักษาพลังเวทย์ 30%\n\nเสริมพลังรักษา: เมื่อใช้สกิลรักษา จะได้รับการรักษาพลังเวทย์ 30%\n\nเสริมพลังเพลิง: เมื่อใช้สกิลพลังความร้อน ทุกครั้งที่โจมตีแม่นยำจะทำให้เกิดความเสียหายจากโจมตีเวทย์ 30%		ADD_STAMINAMAX(1)(1);ADD_RECOVER_STAMINA(1)(1)
44015	Fountain of Life	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: ฟื้นฟู\n\nปล่องพลังแห่งชีวิต 1 เม็ด ทำให้เป้าหมายได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC +200%	ประเภท: ฟื้นฟู\n\nปล่องพลังแห่งชีวิต 1 เม็ด ทำให้เป้าหมายได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC +200%		ADD_DAMMIMAGIC(1)(2)
44016	Punish Marking	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน\n\nพลังแห่งพระอาทิตย์หมายหัวเป้าหมายที่เป็นศัตรู เมื่อศัตรูได้รับความเสียหายจากพลังความร้อนครบ 10 ครั้ง พลังพระอาทิตย์ที่หมายหัวอยู่จะโจมตีลงมาทำให้เกิดความเสียหายจากโจมตีหนักเวทย์และโจมตีหนักกายภาพ $ADD_DAMPLUS_MAGIC+450% และมีโอกาศโจมตีให้ล้ม	ทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน\n\nพลังแห่งพระอาทิตย์หมายหัวเป้าหมายที่เป็นศัตรู เมื่อศัตรูได้รับความเสียหายจากพลังความร้อนครบ 10 ครั้ง พลังพระอาทิตย์ที่หมายหัวอยู่จะโจมตีลงมาทำให้เกิดความเสียหายจากโจมตีหนักเวทย์และโจมตีหนักกายภาพ $ADD_DAMPLUS_MAGIC+450% และมีโอกาศโจมตีให้ล้ม		ADD_DAMPLUS_MAGIC(1)(4.5)
44017	Regenerative Energy	จะต้องใส่ไม้เท้า\nประเภท: ฟื้นฟู\n\nเพิ่มความเร็วฟื้นฟูเวทย์ + $ADD_RECOVER_STAMINA, เพิ่มความเร็วฟื้นฟูพลังชีวิต + $ADD_RECOVER_HP ให้เพื่อนในทีมที่อยู่ในรัศมี 9 เมตร\n\nเมื่อเพิ่มความเร็วให้เพื่อนก็จะเพิ่มอานุภาพให้กับตนเองเช่นกัน	ประเภท: ฟื้นฟู\n\nเพิ่มความเร็วฟื้นฟูเวทย์ + $ADD_RECOVER_STAMINA, เพิ่มความเร็วฟื้นฟูพลังชีวิต + $ADD_RECOVER_HP ให้เพื่อนในทีมที่อยู่ในรัศมี 9 เมตร\n\nเมื่อเพิ่มความเร็วให้เพื่อนก็จะเพิ่มอานุภาพให้กับตนเองเช่นกัน\n		ADD_RECOVER_STAMINA(1)(1);ADD_RECOVER_HP(1)(1)
44018	Flares	จะต้องใส่ไม้เท้า\nฟื้นฟูพลังเวทย์: 2 x จำนวนโจมตีแม่นยำศัตรู\nประเภท: ความร้อน\n\nพ่นไฟไปด้านหน้าในรัศมี 7.5 เมตร ทำให้ศัตรู 5 คนได้รับความเสียหายหลายครั้ง แต่ละครั้งได้รับความเสียหายจากโจมตีหนักเวทย์และโจมตีหนักกายภาพ $ADD_DAMPLUS_MAGIC + 50%	ฟื้นฟูพลังเวทย์: 2 x จำนวนโจมตีแม่นยำศัตรู\nประเภท: ความร้อน\n\nพ่นไฟไปด้านหน้าในรัศมี 7.5 เมตร ทำให้ศัตรู 5 คนได้รับความเสียหายหลายครั้ง แต่ละครั้งได้รับความเสียหายจากโจมตีหนักเวทย์และโจมตีหนักกายภาพ $ADD_DAMPLUS_MAGIC + 50%\n		ADD_DAMPLUS_MAGIC(1)(0.5)
44019	Solar Lance	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: โจมตีทะลุ, พลังความร้อน\n\nยิงปืนใหญ่ไปยังเป้าหมายเดี่ยว ทำให้เกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 125% และแบ่งเป็นลูกปืน 3 ลูก แต่ละลูกทำความเสียหายจากเวทย์ 75%	ประเภท: โจมตีทะลุ, พลังความร้อน\n\nยิงปืนใหญ่ไปยังเป้าหมายเดี่ยว ทำให้เกิดความเสียหาย $ADD_DAMMIMAGIC โจมตีเวทย์ + 125% และแบ่งเป็นลูกปืน 3 ลูก แต่ละลูกทำความเสียหายจากเวทย์ 75%		ADD_DAMMIMAGIC(1)(1.25)
44020	Ball of light	จะต้องใส่ไม้เท้า\nประเภท: ฟื้นฟู\n\nปล่อยบอลแสง 5 ลูกแต่ละลูกทำให้ได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 100%\n\nใช้ Soul Gather ขั้น 1: ปล่อยบอลแสง 7 ลูก\nใช้ Soul Gather ขั้น 2: ปล่อยบอลแสง 9 ลูก\nใช้ Soul Gather ขั้น 3: ปล่อยบอลแสง 12 ลูก	ประเภท: ฟื้นฟู\n\nปล่อยบอลแสง 5 ลูกแต่ละลูกทำให้ได้รับการรักษาพลังเวทย์ $ADD_DAMMIMAGIC + 100%\n\nใช้ Soul Gather ขั้น 1: ปล่อยบอลแสง 7 ลูก\nใช้ Soul Gather ขั้น 2: ปล่อยบอลแสง 9 ลูก\nใช้ Soul Gather ขั้น 3: ปล่อยบอลแสง 12 ลูก		ADD_DAMMIMAGIC(1)(1)
44021	Solar Flare	จะต้องใส่ไม้เท้า\nทำให้เกิด Soul Gather: 1 ขั้น\nประเภท: พลังความร้อน, ระเบิด\n\nพ่นไฟที่มีพลังความร้อนสูงไปยังศัตรู ทำให้ศัตรู 10 คนที่อยู่ในระยะ 5.5 เมตรเกิดความเสียหาย $ADD_DAMMIMAGIC 3 ครั้ง โจมตีเวทย์ + 65% และมีโอกาสโจมตีให้ศัตรูกระเด็น	ประเภท: พลังความร้อน, ระเบิด\n\nพ่นไฟที่มีพลังความร้อนสูงไปยังศัตรู ทำให้ศัตรู 10 คนที่อยู่ในระยะ 5.5 เมตรเกิดความเสียหาย $ADD_DAMMIMAGIC 3 ครั้ง โจมตีเวทย์ + 65% และมีโอกาสโจมตีให้ศัตรูกระเด็น		ADD_DAMMIMAGIC(1)(0.65)
44022	Solar Strom	จะต้องใส่ไม้เท้า\nใช้ Soul Gather: 3 ขั้น\nประเภท: ความร้อน, ระเบิด\n\nเรียกพายุเพลิง ทำให้ศัตรู 10 คนที่อยู่ในรัศมี 7 เมตร เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_MAGIC + 120% 10 ครั้ง	ใช้ Soul Gather: 3 ขั้น\nประเภท: ความร้อน, ระเบิด\n\nเรียกพายุเพลิง ทำให้ศัตรู 10 คนที่อยู่ในรัศมี 7 เมตร เกิดความเสียหายจากโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_MAGIC + 120% 10 ครั้ง\n		ADD_DAMPLUS_MAGIC(1)(1.2)
