n_ID	s_UI_WORDS
1806	Princess Angelina Board
1807	Pirate Angelina Board
1808	Columbus Wanted
1809	Isoroku Yamamoto Wanted
1810	Laura Wanted
1811	จองชื่อแผงลอย
1812	จองชื่อแผงลอย
1813	จองชื่อแผงลอย
1814	จองชื่อแผงลอย
1815	จองชื่อแผงลอย
1816	จองชื่อแผงลอย
1817	จองชื่อแผงลอย
1818	จองชื่อแผงลอย
1819	จองชื่อแผงลอย
1820	จองชื่อแผงลอย
1821	ความอึด: 
1822	รายชื่อทีมปัจจุบัน
1823	ชื่อทีม
1824	อาชีพเพื่อนในทีม
1825	ยกเลิกการรับสมัคร
1826	ลงทะเบียนรับสมัคร
1827	จำกัดเลเวล
1828	กรุณาใส่เลเวล
1829	กรุณาใส่คำอธิบายทีม
1830	กระดานรับสมัครเพื่อน
1831	เพิ่มทีม
1832	ตามหาเพื่อน
1833	ทุกครั้งที่ล็อกอินจะรักษาไว้ 600 วินาที
1834	จองกระดานรับสมัคร
1835	ดวงตา
1836	ใช้กับทีมทั่วไป
1837	ใช้กับทีมภารกิจ
1838	Falling Sun
1839	Supernatural Arena
1840	Rough Seas Fortress
1841	Poseidon Hall
1842	Kraken Lair
1843	Doom Church
1844	Hell Trial
1845	Skyfire Tower
1846	Lich King Palace
1847	Archosaur Temple
1848	นำทางภารกิจ
1849	ข้อความอีโมชั่น
1850	อักษรอารมณ์
1851	ลดหน้าที่ของตน
1852	ตั้งค่าการเก็บ
1853	การสวมใส่ปัจจุบัน
1854	จำนวนที่สามารถฝังประดับได้：$V1
1855	ต้องการเพิ่มจำนวนการฝังประดับของ $V1 หรือไม่?
1856	เครื่องคิดความเสียหาย
1857	ผู้ออก
1858	ความเสียหายทั้งหมด
1859	DPS
1860	สกิลที่ออก
1861	เสียหายหนัก
1862	%
1863	ประเภทโจมตี
1864	จำนวน
1865	ขยาย
1866	การแลกเปลี่ยนเงินระหว่างผู้เล่นจะคิดค่าบริการ $V1% นะ!
1867	เมื่อวางแผงลอยแล้วจะเก็บค่าทำความสะอาด $V1% จากเงินที่ได้จาการขาย!
1868	ปะทะเลนส์
1869	ระดับความไว
1870	ALL
1871	ความสำเร็จที่ทำได้：
1872	อีโมชั่น
1873	เพิ่ม
1874	ออก
1875	การแลกเปลี่ยนระหว่างผู้เล่นจะคิดค่าบริการ 3% นะ!
1876	การแลกเปลี่ยนระหว่างแผงลอยจะคิดค่าบริการ 5% นะ!
1877	ชมดูเรือ
1878	แม่นยำ
1879	สอนการเรียกลูกเรือ
1880	1. กด (I) เพื่อเปิดกระเป๋า\n2. คลิกซ้ายที่ไอเทมลูกเรือเพื่อเก็บลงตู้เก็บของ\n3. กด (T) เปิดตู้เก็บของ เลือกหน้าลูกเรือ คลิกขวาที่ลูกเรือสามารถเปลี่ยนลูกเรือได้
1881	ผู้เล่น $V1 เอาชนะ $V2!
1882	$V1 กำลังซื้อ $V2 อย่างดุเดือด!
1883	ชมดูลูกเรือ
1884	แสดง
1885	ใช้จ่าย $V1 แต้ม สามารถรีเซ็ทแต้มชั้นวางของที่ตั้งค่าแล้วได้ กรุณาเลือกวิธีการจ่าย
1886	ต้องการรีเซ็ทแต้มชั้นวางของหรือไม่?
1887	จดหมายยืนยัน
1888	 $V1  ครั้ง
1889	เนื้อหารางวัลอันดับ $V1
1890	เคล็ดลับเกม
1891	ฟังก์ชั่นกิจกรรม
1892	ไอเทมดรอป
1893	พื้นที่ดรอป
1894	BUFF ฉาก
1895	แชทอิสระ
1896	กิจกรรมกอบกู้
1897	ชื่อสกิล
1898	อธิบายการต่อสู้
1899	อธิบายการใช้ไอเทม
1900	อธิบายการใช้ปืนใหญ่
1901	อธิบายการกระโดด VIP
1902	อธิบายถาดหลอม
1903	อธิบายกิลด์
1904	อธิบายการตีบวก
1905	อธิบายการลงเกาะเป็นทีม
1906	อธิบายสถิติความเสียหาย
1907	อธิบายการหาเพื่อน
1908	1. คลิกซ้ายที่ศัตรู\n2. กด (1)-(10) เพื่อใช้สกิล\n3. สกิลทางขวาสุดเป็นสกิลนั่ง สามารถฟื้นฟู HP และ MP\n4. คลิกขวาค้างแล้วลาก สามารถหมุนทิศทางได้
1909	1. กด (I) เปิดหน้าต่างกระเป๋า\n2. ลากไอเทมไปยังคีห์ลัด สามารถใช้คีห์ลัดกดใช้ไอเทมได้\n3. คลิกขวาที่ไอเทมสามารถใช้ไอเทมหรือสวมใส่ไอเทมไปยังตำแหน่งที่ถูกต้องโดยอัตโนมัติ
1910	1. คลิกซ้ายที่ปืนใหญ่ สามารถไปยังจุดจุดหนึ่งได้อย่างรวดเร็ว\n2. เมื่อลอยขึ้นไปแล้วกด (Spacebar) สามารถบินได้\n3. นี่คือรูปแบบการเคลื่อนที่ที่เร็วที่สุดในปัจจุบัน\n4. คลิก (M) สามารถเปลี่ยนรูปแบบแผนที่ได้
1911	1. ออกจากสัตว์เลี้ยง\n2. กด (I) เปิดหน้าต่างกระเป๋า\n3. คลิกขวาที่ไอเทม VIP ในกระเป๋า\n4. เมื่อมีสกิลกระโดดของ VIP แล้วกด (N) เพื่อกระโดดขึ้นไป แล้วกด (Spacebar) เพื่อเริ่มบิน\n5. คลิก (M) สามารถเปลี่ยนรูปแบบแผนที่ได้
1912	1. ผลึกใช้ในการเพิ่มพลังให้เครื่องสวมใส่\n2. ใช้ไอเทมผลึกและไอเทมส่วนบำรุงในการบำรุงผลึก\n3. เมื่อผลิตผลึกออกมาได้จะมีโอกาศเกิดการหลอมโชคขึ้น (สามารถทำการหลอมได้อีกครั้ง)
1913	กิลด์เลเวล 3 จะมี Guild Island, คลังกิลด์, สัตว์ขี่กิลด์, เงินเดือนกิลด์, ภารกิจกิลด์, BOSS กิลด์ (ดรอปไอเทมสีม่วง), ภารกิจฟุตบอลกิลด์ และพลังกิลด์ เป็นต้น
1914	1. นำเครื่องสวมใส่ที่ต้องการตีบวกใส่ลงในช่อง\n2. ใส่หินลงไป แล้วกดปุ่มตีบวก\n3. ตัวละครจะมีอาวุธสำหรับ 2 อาชีพ เพียงใช้ Sword Soul 1 อันผลการตีบวกก็จะเข้าไปอยู่ในอาวุธทั้ง 2 ประเภทได้
1915	1. เมื่อตัวละครมีทีม ผลการสอดส่องจะเป็นการลงเกาะ สามารถลงไปค้นหาสมบัติกับเพื่อนของท่านได้ แต่เจ้าของเกาะเท่านั้นที่ได้รับ Poseidon Gold
1916	1. กด (C) เปิดหน้าสเตตัสตัวละคร\n2. เลือกปุ่ม [สถิติความเสียหาย] ด้านล่าง\n3. สามารถดูสถิติการฆ่ามอนสเตอร์ของท่านและเพื่อนได้ DPS คือค่าความเสียหายแต่ละวินาที
1917	1. กดปุ่ม (P) เพื่อเปิดหน้าต่างทีม\n2. คลิกปุ่ม [ค้นหาเพื่อน] ด้านล่าง\n3. หาเพื่อนหรือผู้เล่นอื่นที่ต้องการร่วมทีมด้วยได้\n2. เมื่อล่ามอนสเตอร์เป็นทีมจะได้รับ EXP เพิ่มขึ้น คนยิ่งเยอะเท่าไหร่ EXP ที่ได้ยิ่งเยอะเท่านั้น
1918	เปลี่ยนเครื่องสวมใส่
1919	เปลี่ยนอาวุธ
1920	เหตุการณ์สำคัญ: 
1921	กลุ่มมอนสเตอร์ที่ฆ่า: 
1922	คะแนน field guide: 
1923	เหตุการณ์สำคัญสำเร็จ: 
1924	Bonus
1925	อธิบายการขี่
1926	เปิดกระเป๋าแล้วคลิกขวาที่ Jerboa เพื่อขี่ สามารถเพิ่มความเร็วในการเคลื่อนที่ได้!
1927	อธิบายสัตว์สวยงาม
1928	สัตว์สวยงามสามารถช่วยเจ้าของเก็บไอเทม รีบนำสัตว์สวยงามใส่ในตู้เก็บของ แล้วเปิดตู้เก็บของคลิกใช้เลยสิ!
1929	เมื่อแต้มแสดงผิดปกติ ให้ปิดเกมแล้วเปิดใหม่
1930	เข้าสู่ $V1
1931	จำนวนคนในสนามเต็มแล้ว เข้าสู่การต่อคิว กรุณารอสักครู่ หากไม่ต้องการรอกรุณากดยกเลิก
1932	คะแนนปัจจุบัน：$V1
1933	ได้รับ Sea Battle Medal
1934	$V1
1935	เปลี่ยนค่ายกิลด์
1936	ได้รับ Sea Battle Medal：$V1
1937	อันดับ
1938	ค่าย
1939	ชื่อ
1940	Sea Battle Medal
1941	ล้างอุปกรณ์
1942	ชื่อนำ
1943	ชื่อท้าย
1944	สเตตัสเดิม
1945	สเตตัสใหม่
1946	ล้าง
1947	บันทึก
1948	เมื่อทำการล้างอุปกรณ์แล้ว กรุณากดปุ่ม「บันทึก」เพื่อบันทึกความสามารถใหม่ของอุปกรณ์
1949	เมื่อไอเทมล้างไม่พอ สามารถใช้เหรียญ Token ในการล้างได้
1950	ผสมอุปกรณ์รูปลักษณ์
1951	เปลี่ยนโอนอุปกรณ์
1952	รวมอุปกรณ์
1953	อุปกณ์ที่เตรียมเปลี่ยนโอน
1954	เลือกอัตโนมัติ
1955	เริ่มเปลี่ยนโอน
1956	เมื่อเปลี่ยนโอนอุปกรณ์เป็นไอเทมรวมแล้วจะถูกส่งไปยังกระเป๋าผู้เล่นทันที
1957	พื้นที่ตัวอย่าง
1958	พื้นที่รวม
1959	กำหนดรูปลักษณ์
1960	สุ่มรูปลักษณ์
1961	ผลการรวม
1962	วัสดุการรวม
1963	รวม
1964	อุปกรณ์ที่รวมแล้วสามารถได้รับรูปลักษณ์ใหม่และสเตตัสเพิ่มขึ้น เมื่อรวมเสร็จแล้ววัสดุทั้ง 2 อย่างจะหายไป
1965	วัสดุในการรวมห้ามเป็นส่วนเดียวกัน！
1966	ผลเปลี่ยนโอน
1967	有標示【可以轉換】的服裝才能轉換為合成素材！
1968	服裝轉換為合成素材後，使用的服裝將會消失。
1969	【可以轉換】
1970	+$V1
1971	服裝合成能力
1972	裝備能力尚未保存，要自動保存嗎？
1973	LV.$V1
1974	邀請加入好友
1975	取消試穿
1976	準備中
1977	已領取
1978	[N]
1979	[H]
1980	[E]
1981	[L]
1982	[S]
1983	[S]
1984	網頁密碼過期，請重新登入網頁
1985	輔助道具
1986	鍛造裝備
1987	鍛造結果
1988	鍛造
1989	鍛造成功
1990	鍛造所需材料不足
1991	鍛造設計圖
1992	鍛造可打造出【紫色】品質的高級裝備！
1993	在線獎勵
1994	在線送好禮
1995	在線時間計時結束即可領獎，在線時間越久可領取獎勵越多！
1996	$V1分鐘獎勵
1997	每日限定好禮
1998	上方三個特殊獎勵都成功開始倒數後，就可領取”每日限定的貴賓獎勵”！
1999	七日目標
2000	第一天
2001	第二天
2002	第三天
2003	第四天
2004	第五天
2005	第六天
2006	第七天
2007	完成每日目標即可領取好禮，驚喜只有７天，不要錯過！
2008	達成條件即可獲得獎勵
