n_ID	n_TYPE	n_SCENE	n_FOLLOW	s_LUASCRIPT	n_LEVEL_QUEST	n_LEVEL_EXP	n_NEXT	n_VARI_1	n_VARI_2	n_VARI_3	n_VARI_4	n_VARI_5	n_VARI_6	n_VARI_7	n_VARI_8	n_VARI_9	n_VARI_10	n_VARI_11	n_VARI_12	n_VARI_13	n_VARI_14	n_VARI_15	n_VARI_16	n_VARI_17	n_VARI_18	n_VARI_19	n_VARI_20	s_VARI_1	s_VARI_2	n_REWARD_ITEM1	n_REWARD_NUM1	n_REWARD_ITEM2	n_REWARD_NUM2	n_REWARD_ITEM3	n_REWARD_NUM3	n_REWARD_ITEM4	n_REWARD_NUM4	n_REWARD_ITEM5	n_REWARD_NUM5	n_REWARD_ITEM6	n_REWARD_NUM6	n_REWARD_CHOOSE1	n_REWARD_CHOOSENUM1	n_REWARD_CHOOSE2	n_REWARD_CHOOSENUM2	n_REWARD_CHOOSE3	n_REWARD_CHOOSENUM3	n_REWARD_CHOOSE4	n_REWARD_CHOOSENUM4	n_REWARD_CHOOSE5	n_REWARD_CHOOSENUM5	n_REWARD_CHOOSE6	n_REWARD_CHOOSENUM6	f_CASH	f_EXP	f_SP	n_GM_SWITCH	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
7000	6	1	0	Q_WEEK3_KILL1	40	40	0	0	63	15	49	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7001	6	1	0	Q_WEEK3_KILL1	50	50	0	0	95	15	64	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7002	6	1	0	Q_WEEK3_KILL2	65	65	0	0	145	15	147	15	74	1	4	6	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7003	6	1	0	Q_WEEK3_KILL2	75	75	0	0	221	15	229	15	79	1	4	6	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7004	6	1	0	Q_WEEK3_KILL2	80	80	0	0	392	15	396	15	89	1	4	6	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7005	6	1	0	Q_WEEK3_KILL2	90	90	0	0	279	15	280	15	94	1	4	6	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7006	6	1	0	Q_WEEK3_KILL3	95	95	0	0	310	15	312	15	313	15	99	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7007	6	1	0	Q_WEEK3_KILL3	100	100	0	0	658	15	659	15	694	15	104	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7008	6	1	0	Q_WEEK3_KILL3	105	105	0	0	344	15	349	15	354	15	111	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7009	6	1	0	Q_WEEK3_KILL3	112	112	0	0	422	15	427	15	428	15	114	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7010	6	1	0	Q_WEEK3_KILL3	115	115	0	0	450	15	452	15	461	15	117	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7011	6	1	0	Q_WEEK3_KILL3	118	118	0	0	493	15	489	15	505	15	120	1	4	6	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7012	6	1	0	Q_WEEK2_GATHER1	40	40	0	0	2500412	20	49	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7013	6	1	0	Q_WEEK2_GATHER1	50	50	0	0	2500413	20	64	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7014	6	1	0	Q_WEEK2_GATHER2	65	65	0	0	2500414	15	2500415	15	74	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7015	6	1	0	Q_WEEK2_GATHER2	75	75	0	0	2500416	15	2500417	15	79	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7016	6	1	0	Q_WEEK2_GATHER2	80	80	0	0	2500418	20	2500419	20	89	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7017	6	1	0	Q_WEEK2_GATHER2	90	90	0	0	2500420	20	2500421	20	94	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7018	6	1	0	Q_WEEK2_GATHER2	95	95	0	0	2500422	30	2500423	30	99	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7019	6	1	0	Q_WEEK2_GATHER2	100	100	0	0	2500424	30	2500425	30	104	0	3	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7020	6	1	0	Q_WEEK2_GATHER3	105	105	0	0	2500426	20	2500427	20	2500428	20	114	0	3	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7021	6	1	0	Q_WEEK2_GATHER3	112	112	0	0	2500429	30	2500430	30	2500431	30	117	0	3	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7022	6	1	0	Q_WEEK2_GATHER3	118	118	0	0	2500409	30	2500410	30	2500411	30	120	0	3	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7023	6	1	0	Q_DAY_KILL1	35	40	0	0	1004	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7024	6	1	0	Q_DAY_KILL1	70	70	0	0	1609	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7025	6	1	0	Q_DAY_KILL1	55	60	0	0	1584	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7026	6	1	0	Q_DAY_KILL1	80	80	0	0	1105	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7027	6	1	0	Q_DAY_KILL1	90	90	0	0	1191	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7028	6	1	0	Q_DAY_KILL1	100	100	0	0	1278	1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7029	6	1	0	Q_DAY_KILL1	110	110	0	0	1374	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7030	6	1	0	Q_DAY_KILL1	115	115	0	0	1471	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7031	6	126	1	Q_DAY_WATCH	30	30	0	919	5	50	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7032	6	127	1	Q_DAY_WATCH	70	70	0	919	5	50	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7033	6	128	1	Q_DAY_WATCH	95	95	0	919	5	50	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7034	6	129	1	Q_DAY_WATCH	110	110	0	919	5	50	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7035	6	1	0	Q_DAY_GATHER4	40	10	0	0	2500151	5	2605511	1	1200	120	0	0	0	0	0	0	827	827	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7036	6	1	0	Q_DAY_GATHER4	40	10	0	0	2500151	5	2605512	1	1200	120	0	0	0	0	0	0	827	827	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7037	6	1	0	Q_DAY_GATHER4	40	10	0	0	2500151	5	2605513	1	1200	120	0	0	0	0	0	0	827	827	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7038	6	1	0	Q_DAY_GATHER4	40	10	0	0	2500151	5	2605514	1	1200	120	0	0	0	0	0	0	827	827	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7039	6	1	0	Q_DAY_GATHER4	40	10	0	0	2500151	5	2605515	1	1200	120	0	0	0	0	0	0	827	827	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7045	6	1	0	Q_DAY_COLLECT1	8	8	0	966	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2600552	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7046	6	1	0	Q_DAY_MOVIE_COLLECT1	40	40	0	967	14	55	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MAGELLON_000.wmv	_F_TALK_000	2600553	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7047	6	1	0	Q_DAY_COLLECT1	50	50	0	968	2	98	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2600543	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7048	6	1	0	Q_DAY_COLLECT1	60	60	0	969	11	142	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2600551	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7050	6	1	0	Q_DAY_COLLECT2	80	80	0	971	9	221	20	223	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2600549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7051	6	1	0	Q_DAY_MOVIE_COLLECT1	81	81	0	972	5	385	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JASON_000.wmv	JASON_000.wmv	2600546	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7052	6	1	0	Q_DAY_MOVIE_COLLECT1	85	85	0	973	6	275	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MEDEA_000.wmv	MEDEA_000.wmv	2600547	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7053	6	1	0	Q_DAY_MOVIE_COLLECT1	90	90	0	974	10	307	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANGEL_000.wmv	ANGEL_000.wmv	2600550	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7054	6	1	0	Q_DAY_MOVIE_COLLECT1	95	95	0	975	4	672	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PLATO_000.wmv	PLATO_000.wmv	2600545	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7055	6	1	0	Q_DAY_MOVIE_COLLECT1	100	100	0	976	3	342	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ODYSSEY_000.wmv	ODYSSEY_000.wmv	2600544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7056	6	1	0	Q_DAY_MOVIE_COLLECT1	105	105	0	977	1	422	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANGEL_000.wmv	ANGEL_000.wmv	2600542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7057	6	1	0	Q_DAY_MOVIE_COLLECT2	110	110	0	978	7	450	20	452	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DRAKE_000.wmv	DRAKE_000.wmv	2600548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7060	6	1	0	Q_DAY_KILL1	50	50	0	931	2162	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7061	6	1	0	Q_DAY_KILL1	70	70	0	931	1665	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7062	25	0	0	Q_ENTER_INSTANCE6	50	50	0	0	7060	1026	2600001	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7063	25	0	0	Q_ENTER_INSTANCE6	70	70	0	0	7061	1027	2600001	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7064	6	1	0	Q_DAY_CON	40	10	0	915	120	2400821	2605511	2605512	2605513	2605514	2605515	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2400821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
7065	6	1	1	Q_DAY_BUSINESS	45	45	0	111	2500433	100	7066	7067	7068	30	69	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7066	6	186	0	Q_SET28	45	45	0	0	7065	2500433	100	7067	7068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7067	6	186	0	Q_SET28	45	45	0	0	7065	2500433	100	7066	7068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7068	6	186	0	Q_SET28	45	45	0	0	7065	2500433	100	7066	7067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7069	6	1	1	Q_DAY_BUSINESS	70	70	0	0	2500438	100	7070	7071	7072	30	91	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7070	6	186	0	Q_SET28	70	70	0	0	7069	2500438	100	7071	7072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7071	6	186	0	Q_SET28	70	70	0	0	7069	2500438	100	7070	7072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7072	6	186	0	Q_SET28	70	70	0	0	7069	2500438	100	7070	7071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7073	6	1	1	Q_DAY_BUSINESS	92	92	0	0	2500443	100	7074	7075	7076	30	111	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7074	6	186	0	Q_SET28	92	92	0	0	7073	2500443	100	7075	7076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7075	6	186	0	Q_SET28	92	92	0	0	7073	2500443	100	7074	7076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7076	6	186	0	Q_SET28	92	92	0	0	7073	2500443	100	7074	7075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7077	6	1	1	Q_DAY_BUSINESS	112	112	0	0	2500448	100	7078	7079	7080	30	120	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
7078	6	186	0	Q_SET28	112	112	0	0	7077	2500448	100	7079	7080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	2600002	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8500000238418579	0.10000000149011612	0.10000000149011612	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
