n_ID	s_QUEST_NAME	s_BRIEFING	s_QUEST_INFO_BRIEF	s_WORD1	s_WORD2	s_WORD3	s_WORD4	s_WORD5	s_WORD6	s_WORD7	s_WORD8	s_WORD9	s_WORD10	s_WORD11	s_WORD12	s_WORD13	s_WORD14	s_WORD15	s_WORD16	s_WORD17	s_WORD18	s_WORD19	s_WORD20	s_WORD21	s_WORD22	s_WORD23	s_WORD24	s_WORD25	s_WORD26	s_WORD27	s_WORD28	s_WORD29	s_WORD30	s_WORD31	s_WORD32	s_WORD33	s_WORD34	s_WORD35	s_WORD36	s_WORD37	s_WORD38	s_WORD39	s_WORD40	s_WORD41	s_WORD42	s_WORD43	s_WORD44	s_WORD45	s_WORD46	s_WORD47	s_WORD48	s_WORD49	s_WORD50
11	ทะลวง Bermuda		<text style="79" path="191">[52500191]</text>พูดจาไม่รู้ความ ลองไปสอบถาม<text style="79" path="191">[52500191]</text>เพื่อทราบข้อเท็จจริง	ถ้าหากไม่ชิง<text>[51300408]</text>กลับมา ไม่เพียงแต่เจ้า โลกใบนี้ก็อาจจะพินาศไปด้วย รีบลงมือเร็วเข้า!	ข้าจะออกเดินทางแล้ว!	อยากอยู่เป็นเพื่อนเจ้า	ข้า ข้าไม่อยากอยู่กับเจ้า! โง่ Sea Cockroach โง่! ไปให้พ้น!	......ทำไมต้องตื่นเต้นขนาดนั้น	......	......	ดีมาก นี่ไม่มีอะไรที่ต้องลังเลใจหรอก จะกับข้าจะสร้างโลกสัมติสุขตามปรารถนาของท่านพ่อกัน	ไปแบบนี้มีปัญหาไหม?	ข้าให้อาวุธเจ้าไปแล้วนี่? นั่นเป็นของที่ได้จากร่างทดลอง เจ้าพกไว้ป้องกันตัวเถอะ! ถ้าเป็นไปได้ ข้าอยากให้ของเจ้ามากกว่านี้..., สรุปคือ อย่าโทษกันเลยนะ!	อันที่จริงเพราะข้ายังงงอยู่	วางใจเถอะ ข้าจะสมทบกับเจ้าอีกครั้งที่ Bermuda Gate ถึงเวลานั้นข้าจะอธิบายรายละเอียดอีกครั้ง ไปกันเถอะ!																																						
12	มุ่งหน้าไปยัง Prison Exile Island			ใช้เรือรบมุ่งหน้าไปยัง<text>[52300002]</text>ใช่ไหม?	ข้าต้องการขนส่งเสบียงอาหาร	ข้าอยากอยู่ที่นี่																																															
13	เข้าสู่ Navy Prison			ข่าวการประหารทำให้เกิดการจลาจลขึ้นภายในคุก ตอนนี้ในนั้นวุ่นวายมาก เจ้าดูแลตัวเองให้ดีนะ!	ให้ข้าเขาไปยัง<text>[52300114]</text>เถอะ!	ข้าต้องใช้เวลาเตรียมตัว																																															
14	พลังการหลบหลีก		ไปพบ<text style="79" path="187">[52500187]</text>เพื่อสนทนา	เจ้าคิดว่าจะหนีเงื้อมมือของข้าไปได้ง่ายๆ งั้นเหรอ?	ข้าจะแสดงให้เจ้าเห็น	......	......	ครั้งนี้ของจริงละนะ รับมือให้ดี! คอนดูข้า......<text style="79">[52500187]</text>ความเร้นลับของ......	ใช้กำลังทั้งหมดกับการหนีเถอะ!	......พ．ลัง．ลุ．ก!																																											
15	รอดจากหายนะ		โชคดีที่เจ้าพบร่างที่คุ้นเคยบนหาดทราย ไปพบ<text style="79" path="184">[52500184]</text>พูดคุยกับเขา	ฮือ......เจ็บจังเลย! ข้าเจ็บจังเลย......เอ? $V1 เจ้าตกลงมาเหมือนกันงั้นเหรอ! ช่วยข้าที......ข้าบาดเจ็บสาหัส ช่วยตามหมอที!	พวกเราหลงมาในเกาะร้าง จะหาหมอจากที่ไหน?	เจ้าไม่เห็นเหรอว่าเรือพวกเราจมแล้ว?	ข่าวร้าย คนในเรือตายหมด	......	......	......หมดสิ้นแล้ว ข้าตายแน่ๆ ......ไม่ยุติธรรมเลย เพราะอะไรเจ้าถึงโชคดีตกลงไปในทะเล ส่วนข้ากลับลงบนพื้นดินแข็งๆ?	การที่ข้ารอดจากหายนะ บางทีมันอาจเป็นชะตาที่ลิขิตไว้?	......ข้าไม่ยอม ข้าหล่อกว่าเจ้าแท้ๆ แถมยังเก่งกว่าเจ้าด้วย แถมยังมีสาวๆ เยอะกว่าเจ้าด้วย คนที่ควรมีชีวิตอยู่ต่อต้องเป็นข้าถึงจะถูก!......เอ? ทำไมเจ้าต้องเอาอาวุธของข้าไปด้วย?																																									
16	ทะลวง Bermuda		<text style="79" path="191">[52500191]</text>พูดจาไม่รู้ความ ลองไปสอบถาม<text style="79" path="191">[52500191]</text>เพื่อทราบข้อเท็จจริง	ถ้าหากไม่ชิง<text>[51300408]</text>กลับมา ไม่เพียงแต่เจ้า โลกใบนี้ก็อาจจะพินาศไปด้วย รีบลงมือเร็วเข้า!	ข้าจะออกเดินทางแล้ว!	อยากอยู่เป็นเพื่อนเจ้า	ข้า ข้าไม่อยากอยู่กับเจ้า! โง่ Sea Cockroach โง่! ไปให้พ้น!	......ทำไมต้องตื่นเต้นขนาดนั้น	......	......	ดีมาก นี่ไม่มีอะไรที่ต้องลังเลใจหรอก จะกับข้าจะสร้างโลกสัมติสุขตามปรารถนาของท่านพ่อกัน	ไปแบบนี้มีปัญหาไหม?	ข้าให้อาวุธเจ้าไปแล้วนี่? นั่นเป็นของที่ได้จากร่างทดลอง เจ้าพกไว้ป้องกันตัวเถอะ! ถ้าเป็นไปได้ ข้าอยากให้ของเจ้ามากกว่านี้..., สรุปคือ อย่าโทษกันเลยนะ!	อันที่จริงเพราะข้ายังงงอยู่	วางใจเถอะ ข้าจะสมทบกับเจ้าอีกครั้งที่ Bermuda Gate ถึงเวลานั้นข้าจะอธิบายรายละเอียดอีกครั้ง ไปกันเถอะ!																																						
17	ช่วงชิง Poseidon Instrument		เหมือนคนชุดดำจะชิงของสำคัญของ<text style="79" path="191">[52500190]</text>ไป โปรดรีบไปหา<text style="79" path="191">[52500191]</text>เพื่อสอบถามรายละเอียด	มันกล้าชิง<text>[51300408]</text>ของข้าไป!	ข้าไม่รู้จักเขา	เขาดูแข็งแกร่งดีนะ	<text>[51300408]</text>สำคัญกับเจ้ามากเหรอ?	......	......	<text>[51300408]</text>คืออาวุธที่ท่านพ่อเหลือทิ้งไว้ให้กับข้า มันสามารถเปิด Bermuda Gate ได้เพื่อเดินทางไปยังสถานที่ต่างๆ ภายในโลก ข้าไม่อาจปล่อยให้มันตกไปอยู่ในมือของคนชั่วแน่! เจ้าโปรดช่วยข้าชิงมันกลับมาที!	เพราะอะไรถึงเป็นข้า?	เมื่อครู่เจ้ายังต่อสู้กับเขาอยู่เลยไม่ใช่เหรอ? แม้ว่าจะมีสุดยอดอาวุธ แต่เจ้าจะต้องมีของทดลองวิเศษอยู่แน่ๆ ข้าคิดอย่างนั้น...																																									
18	กลับสู่ Port Royal		เจ้าถูกขวางไว้ตั้งแต่ขึ้นมาบนเกาะ <text style="79" path="171">[52500171]</text>เหมือนอยากฟังเรื่องของเจ้า	อาการเจ้าดูแปลกๆ ดูท่าคงไปเจอเรื่องสนุกๆ มาสิท่า เล่าให้ข้าฟังบ้างได้ไหม?	ข้าเจอปีศาจทะเลเข้า ทั้งยังได้รู้จักกับบุตรสาวของ Poseidon อีกด้วย	ฮะฮะฮ่า! เจ้าเจอโจรสลัดกลางทะเลใช่ไหม คงยอมแพ้แล้วถูกปล้นจนหมดตัวสิท่า ยอมรับมาซะะดีๆ!	ข้าเหมือนถูกดูหมิ่น	ข้าไม่ต้องการให้ใครมาเชื่อ	บางทีข้าอาจกำลังฝัน?	......	......	ผ่อนคลายหน่อย เจ้าอายุยังน้อย หลังดื่มเหล้าเสร็จ ข้าจะไปซื้อเรือ จ้างกะลาสี กลับไปเดินเรืออีกครั้ง!	ข้ายังมีโอกาสมาอีกครั้งไหม?	แน่นอน! ที่นี่คือ<text>[52300001]</text>นะ! ทุกที่ล้วนมีจุดเริ่มต้นจากที่นี่ทั้งนั้น!	หวังว่าจะไม่ต้องเจอกับพายุกลางทะเลอีกนะ	อย่างน้อยเราก็ถือว่ามีวาสนาต่อกัน รับ<text>[51400342]</text>นี่ไว้ ครั้งหน้าถ้าเจออันตรายมันจะช่วยเจ้าได้ มันเป็นสิ่งจำเป็นสำหรับนักเดินเรือ!																																					
19	Royal Communications Bureau		เจ้าตัดสินใจไปหา<text style="79" path="172">[52500172]</text>เพื่อขอคำชี้แนะ	......อ้าว เจ้ายังไม่ไปอีก? ฮะฮ่า ข้ารู้ ว่าเจ้าไม่มีเงินเหลือแล้ว! อย่าคิดว่าข้าจะใจดีนะ เงินข้าเอาไว้ซื้อเหล้าเท่านั้น!	ข้าสามารถขอให้ใครช่วยได้บ้าง?	ไปหาคนของสถานนีสื่อสารอย่าง<text style="79" path="172">[52500172]</text> เขาจะช่วยเจ้าติดต่อเพื่อนนอกเกาะของเจ้า!	......ตามหา<text style="79" path="172">[52500172]</text>ก่อนเถอะ!	......	......	สวัสดี หน่วยงานของราชวงศ์ยินดีให้บริการ ตอนนี้เรา<text>[52300126]</text>และ<text>[52300127]</text>ได้สร้างสถานีสื่อสารขึ้นมา ขอให้ทุกท่านได้ใช้บริการอย่างเต็มที่	ข้าจะติดต่อกับคนนอกเกาะได้ยังไง?	ตั้งแต่อดีตมา พวกข้า<text style="79">[52500004]</text>สืบทอดคัมภีร์ลับมาแต่โบราณ สามารถควบคุม<text style="79">[52500151]</text> ได้ และมีสัมผัสที่หก 																																									
20	การสื่อสารต่างโลก		เจ้าตัดสินใจมุ่งหน้าไปเปิดใช้<text style="79" path="151">[52500151]</text> ใครกันแน่ที่ตามหาเจ้าอยู่?	<text style="79">[52500151]</text>อยู่ข้างข้านี่เอง ท่านใช้มันได้เลย ขอเพียงอยู่ในขอบเขตการสื่อสาร ท่านจะโทรหาใครก็ได้	......ข้าไม่เคยคิดว่าจะสู้เพื่อใคร	......รอก่อน ตอนนี้อีกฝ่ายต้องการพบท่าน ขอท่านไปเปิด<text style="79">[52500151]</text>เถอะ!	ใครตามหาข้ากันแน่?	......	......	นี่! Sea Cockroach เจ้ากำลังลังเลอะไรหรือเปล่า เพิ่งรับสายเอาตอนนี้...... เจ้าคิดว่าตัวเองมีเพื่อนเยอะหรือไง? ในโลกในนี้ เจ้ามีข้าเป็นเพื่อพียงคนเดียวเท่านั้นนะ!	เจ้าเอามาจากที่ไหน?	ข้าอยู่ที่<text>[52300139]</text>! บรรพบุรุษของ<text style="79">[52500004]</text>เคยเป็นสัตว์เลี้ยงที่ท่านพ่อเลี้ยงเอาไว้ ท่านพ่อเคยถ่ายทอดความรู้ให้กับพวกเขา นึกไม่ถึงว่าวันนี้จะถูกพวก Atlantis ใช้งาน																																									
21	ตามรอย Black Robe Warrior		ไปพบ<text style="79" path="174">[52500174]</text>พูดคุย ดูว่ามีเบาะแส Black Robe Warrior หรือไม่	Sea Cockroach เจ้าอย่าลืมภารกิจของตัวเองล่ะ! ตอนนี้ข้าจะทดสอบเจ้า มานี่ท่องภารกิจของตัวเองให้ข้าฟังซิ	เพื่อคุณหนู<text style="79">[52500190]</text>ชิง<text>[51300408]</text>กลับมา	เจ้าหมอนั่นบอกว่าจะมาที่ท่าเรือไม่ใช่หรือไง? เจ้าลองไปหากรมตำรวจของที่นี่ดูน่าจะพอได้เบาะแสอะไรบ้าง	คนนี้เหมือนพวก Navy	......	......	เจ้ามาเยี่ยมชม Royal Navy Headquarters งั้นเหรอ? เราราชนาวีแห่ง Atlantis จะทำเพื่อความถูกต้องเท่านั้น หน้าที่ของเราคือปกปักษ์รักษาสันติภาพแห่งท้องทะเล	เจอบุคคลต้องสงสัยบ้างไหม?	เมื่อครู่ข้าสังเกตว่ามี Black Robe Warrior คนหนึ่งปรากฏตัวขึ้นไม่ไกลจากที่นี่ ทั่วตัวมีกลิ่นอายชั่วร้ายของโจรสลัด คงไม่ได้ตั้งใจมาลอบโจมตี Royal Navy Headquarters ใช่ไหม? แย่แล้ว พวกหัวหน้าทั้งหลายพากันออกนอกสถานที่ซะด้วย......	ข้าไปดูก่อนนะ!	อย่าเพิ่งใจร้อน! ข้อขอมอบ [War Readiness Box Lv.15] นี่ให้เจ้า! ไม่งั้นของที่เจ้าสวมอยู่คงไม่ช่วยให้เจ้าต่อสู้ได้แน่ๆ แล้วนั่นใครกัน... นึกไม่ออกแฮะ!																																							
22	สอบถามเบาะแส Black Robe Warrior		ได้เบาะแสมาบ้างแล้ว ตามหา<text style="79" path="174">[52500174]</text>เพื่อถามดูเถอะ	Black Robe Warrior ที่เจ้าว่า ข้าเพิ่งพบเขาเมื่อครู่ เหมือนเขากำลัง<text>[52300001]</text>ตามหาสมบัติ......ถ้าหากถามข้า ข้าคิดว่าสาวงามมีคุณค่ามากกว่าสมบัติทุกอย่างในโลก! และหากพูดถึงสาวงามอันดับต้นๆ ของ<text>[52300001]</text> ก้คงเป็นเจ้าหยิงฝาแฝดของอาณาจักร Atlantis ของเรา......	ข้าอยากรู้แค่ว่า Black Robe Warrior ไปทางไหน?	ช่างเถอะ เจ้าพูดถึง Black Robe Warrior ใช่ไหม? ข้าเห็นว่าเขาเดินไปทาง Royal Navy Headquarters เจ้าลองไปถาม Navy ตรงนั้นดูได้	สอบถามที่กองบัญชาการกองทัพเรือสินะ!	......	......	เจ้ามาเยี่ยมชม Royal Navy Headquarters งั้นเหรอ? เราราชนาวีแห่ง Atlantis จะทำเพื่อความถูกต้องเท่านั้น หน้าที่ของเราคือปกปักษ์รักษาสันติภาพแห่งท้องทะเล	เจอบุคคลต้องสงสัยบ้างไหม?	เมื่อครู่ข้าสังเกตว่ามี Black Robe Warrior คนหนึ่งปรากฏตัวขึ้นไม่ไกลจากที่นี่ ทั่วตัวมีกลิ่นอายชั่วร้ายของโจรสลัด คงไม่ได้ตั้งใจมาลอบโจมตี Royal Navy Headquarters ใช่ไหม? แย่แล้ว พวกหัวหน้าทั้งหลายพากันออกนอกสถานที่ซะด้วย......																																									
