n_ID	s_TITLE_BUFF	s_DESCRIPTION	s_CACULATE
18930	Refined	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	INT_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18931	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	INT_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18932	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	INT_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
18933	Good	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มหลบหลีก 5%, อัตราต้านคริติคอล 5%	INT_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
18934	Refined	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มหลบหลีก 7.5%, อัตราต้านคริติคอล 7.5%	INT_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
18935	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มหลบหลีก 10%, อัตราต้านคริติคอล 10%	INT_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
18936	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK เพิ่มหลบหลีก 15%, อัตราต้านคริติคอล 15%	INT_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
18937	Good	เมื่อค่าปัญญาถึง $INT_CHECK พลังพื้นฐาน +4%	INT_CHECK(3); MUL_STR(1)
18938	Refined	เมื่อค่าปัญญาถึง $INT_CHECK พลังพื้นฐาน +6%	INT_CHECK(3); MUL_STR(1)
18939	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK พลังพื้นฐาน +10%	INT_CHECK(3); MUL_STR(1)
18940	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK พลังพื้นฐาน +15%	INT_CHECK(3); MUL_STR(1)
18941	Good	เมื่อค่าปัญญาถึง $INT_CHECK ว่องไวพื้นฐาน +4%	INT_CHECK(3); MUL_AGI(1)
18942	Refined	เมื่อค่าปัญญาถึง $INT_CHECK ว่องไวพื้นฐาน +6%	INT_CHECK(3); MUL_AGI(1)
18943	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK ว่องไวพื้นฐาน +10%	INT_CHECK(3); MUL_AGI(1)
18944	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK ว่องไวพื้นฐาน +15%	INT_CHECK(3); MUL_AGI(1)
18945	Good	เมื่อค่าปัญญาถึง $INT_CHECK กายพื้นฐาน +4%	INT_CHECK(3); MUL_CON(1)
18946	Refined	เมื่อค่าปัญญาถึง $INT_CHECK กายพื้นฐาน +6%	INT_CHECK(3); MUL_CON(1)
18947	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK กายพื้นฐาน +10%	INT_CHECK(3); MUL_CON(1)
18948	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK กายพื้นฐาน +15%	INT_CHECK(3); MUL_CON(1)
18949	Good	เมื่อค่าปัญญาถึง $INT_CHECK ปัญญาพื้นฐาน +4%	INT_CHECK(3); MUL_INT(1)
18950	Refined	เมื่อค่าปัญญาถึง $INT_CHECK ปัญญาพื้นฐาน +6%	INT_CHECK(3); MUL_INT(1)
18951	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK ปัญญาพื้นฐาน +10%	INT_CHECK(3); MUL_INT(1)
18952	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK ปัญญาพื้นฐาน +15%	INT_CHECK(3); MUL_INT(1)
18953	Good	เมื่อค่าปัญญาถึง $INT_CHECK รู้สึกพื้นฐาน +4%	INT_CHECK(3); MUL_PER(1)
18954	Refined	เมื่อค่าปัญญาถึง $INT_CHECK รู้สึกพื้นฐาน +6%	INT_CHECK(3); MUL_PER(1)
18955	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK รู้สึกพื้นฐาน +10%	INT_CHECK(3); MUL_PER(1)
18956	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK รู้สึกพื้นฐาน +15%	INT_CHECK(3); MUL_PER(1)
18957	Good	เมื่อค่าปัญญาถึง $INT_CHECK ค่า HP สูงสุด +8%	INT_CHECK(3); MUL_HPMAX(1)
18958	Refined	เมื่อค่าปัญญาถึง $INT_CHECK ค่า HP สูงสุด +12%	INT_CHECK(3); MUL_HPMAX(1)
18959	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK ค่า HP สูงสุด +16%	INT_CHECK(3); MUL_HPMAX(1)
18960	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK ค่า HP สูงสุด +15%	INT_CHECK(3); MUL_HPMAX(1)
18961	Good	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	INT_CHECK(3); ADD_AC_PHYSICS(1)
18962	Refined	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	INT_CHECK(3); ADD_AC_PHYSICS(1)
18963	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	INT_CHECK(3); ADD_AC_PHYSICS(1)
18964	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	INT_CHECK(3); ADD_AC_PHYSICS(1)
18965	Good	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	INT_CHECK(3); ADD_AC_MAGIC(1)
18966	Refined	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	INT_CHECK(3); ADD_AC_MAGIC(1)
18967	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	INT_CHECK(3); ADD_AC_MAGIC(1)
18968	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	INT_CHECK(3); ADD_AC_MAGIC(1)
18969	Good	เมื่อค่าปัญญาถึง $INT_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	INT_CHECK(3); ADD_PENETRATE_PHYSICS(1)
18970	Refined	เมื่อค่าปัญญาถึง $INT_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	INT_CHECK(3); ADD_PENETRATE_PHYSICS(1)
18971	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	INT_CHECK(3); ADD_PENETRATE_PHYSICS(1)
18972	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	INT_CHECK(3); ADD_PENETRATE_PHYSICS(1)
18973	Good	เมื่อค่าปัญญาถึง $INT_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	INT_CHECK(3); ADD_PENETRATE_MAGIC(1)
18974	Refined	เมื่อค่าปัญญาถึง $INT_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	INT_CHECK(3); ADD_PENETRATE_MAGIC(1)
18975	Graceful	เมื่อค่าปัญญาถึง $INT_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	INT_CHECK(3); ADD_PENETRATE_MAGIC(1)
18976	Extreme	เมื่อค่าปัญญาถึง $INT_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	INT_CHECK(3); ADD_PENETRATE_MAGIC(1)
18977	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	PER_CHECK(3); ADD_ABSORB_PHYSICS(1)
18978	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	PER_CHECK(3); ADD_ABSORB_PHYSICS(1)
18979	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	PER_CHECK(3); ADD_ABSORB_PHYSICS(1)
18980	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายกายภาพเพิ่มขึ้น $ADD_ABSORB_PHYSIC 	PER_CHECK(3); ADD_ABSORB_PHYSICS(1)
18981	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_MAGIC(1)
18982	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_MAGIC(1)
18983	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_MAGIC(1)
18984	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_MAGIC(1)
18985	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18986	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18987	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18988	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ลดความเสียหายจากกายภาพและเวทย์เพิ่มขึ้น $ADD_ABSORB_MAGIC	PER_CHECK(3); ADD_ABSORB_PHYSICS(1); ADD_ABSORB_MAGIC(1)
18989	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
18990	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
18991	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
18992	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
18993	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ความเร็วในการฟื้นฟูค่าเวทย์เพิ่มขึ้น 3 หน่วย	PER_CHECK(3); ADD_RECOVER_STAMINA(1)
18994	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ความเร็วในการฟื้นฟูค่าเวทย์เพิ่มขึ้น 4 หน่วย	PER_CHECK(3); ADD_RECOVER_STAMINA(1)
18995	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ความเร็วในการฟื้นฟูค่าเวทย์เพิ่มขึ้น 5 หน่วย	PER_CHECK(3); ADD_RECOVER_STAMINA(1)
18996	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ความเร็วในการฟื้นฟูค่าเวทย์เพิ่มขึ้น 6 หน่วย	PER_CHECK(3); ADD_RECOVER_STAMINA(1)
18997	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีดูดเลือด 1%	PER_CHECK(3); DRAIN_LIFE(1)
18998	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีดูดเลือด 2%	PER_CHECK(3); DRAIN_LIFE(1)
18999	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีดูดเลือด 3%	PER_CHECK(3); DRAIN_LIFE(1)
19000	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีดูดเลือด 4%	PER_CHECK(3); DRAIN_LIFE(1)
19001	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล 2.5%, แม่นยำ 7.5%	PER_CHECK(3); ADD_HITRATE(2); ADD_POWERHIT(2)
19002	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล 3.5%, แม่นยำ 10%	PER_CHECK(3); ADD_HITRATE(2); ADD_POWERHIT(2)
19003	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล 5%, แม่นยำ 16%	PER_CHECK(3); ADD_HITRATE(2); ADD_POWERHIT(2)
19004	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล 7.5%, แม่นยำ 25%	PER_CHECK(3); ADD_HITRATE(2); ADD_POWERHIT(2)
19005	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
19006	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
19007	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
19008	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่ม HP สูงสุด $ADD_HPMAX	PER_CHECK(3); ADD_HPMAX(1)
19009	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล $ADD_MULTIPLY_POWERDAM และลดความเสียหายคริติคอล $ADD_ABSORB_POWERDAM	PER_CHECK(3); ADD_ABSORB_POWERDAM(2); ADD_MULTIPLY_POWERDAM(2)
19010	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล $ADD_MULTIPLY_POWERDAM และลดความเสียหายคริติคอล $ADD_ABSORB_POWERDAM	PER_CHECK(3); ADD_ABSORB_POWERDAM(2); ADD_MULTIPLY_POWERDAM(2)
19011	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล $ADD_MULTIPLY_POWERDAM และลดความเสียหายคริติคอล $ADD_ABSORB_POWERDAM	PER_CHECK(3); ADD_ABSORB_POWERDAM(2); ADD_MULTIPLY_POWERDAM(2)
19012	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มอัตราคริติคอล $ADD_MULTIPLY_POWERDAM และลดความเสียหายคริติคอล $ADD_ABSORB_POWERDAM	PER_CHECK(3); ADD_ABSORB_POWERDAM(2); ADD_MULTIPLY_POWERDAM(2)
19013	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	PER_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
19014	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	PER_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
19015	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	PER_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
19016	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มโจมตีหนักกายภาพและโจมตีหนักเวทย์ $ADD_DAMPLUS_PHYSIC 	PER_CHECK(3); ADD_DAMPLUS_PHYSICS(1); ADD_DAMPLUS_MAGIC(1)
19017	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มหลบหลีก 5%, อัตราต้านคริติคอล 5%	PER_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
19018	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มหลบหลีก 7.5%, อัตราต้านคริติคอล 7.5%	PER_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
19019	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มหลบหลีก 10%, อัตราต้านคริติคอล 10%	PER_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
19020	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เพิ่มหลบหลีก 15%, อัตราต้านคริติคอล 15%	PER_CHECK(3); ADD_DODGE(1); ADD_ANTI_POWERHIT(2)
19021	Good	เมื่อค่ารู้สึกถึง $PER_CHECK พลังพื้นฐาน +4%	PER_CHECK(3); MUL_STR(1)
19022	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK พลังพื้นฐาน +6%	PER_CHECK(3); MUL_STR(1)
19023	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK พลังพื้นฐาน +10%	PER_CHECK(3); MUL_STR(1)
19024	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK พลังพื้นฐาน +15%	PER_CHECK(3); MUL_STR(1)
19025	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ว่องไวพื้นฐาน +4%	PER_CHECK(3); MUL_AGI(1)
19026	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ว่องไวพื้นฐาน +6%	PER_CHECK(3); MUL_AGI(1)
19027	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ว่องไวพื้นฐาน +10%	PER_CHECK(3); MUL_AGI(1)
19028	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ว่องไวพื้นฐาน +15%	PER_CHECK(3); MUL_AGI(1)
19029	Good	เมื่อค่ารู้สึกถึง $PER_CHECK กายพื้นฐาน +4%	PER_CHECK(3); MUL_CON(1)
19030	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK กายพื้นฐาน +6%	PER_CHECK(3); MUL_CON(1)
19031	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK กายพื้นฐาน +10%	PER_CHECK(3); MUL_CON(1)
19032	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK กายพื้นฐาน +15%	PER_CHECK(3); MUL_CON(1)
19033	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ปัญญาพื้นฐาน +4%	PER_CHECK(3); MUL_INT(1)
19034	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ปัญญาพื้นฐาน +6%	PER_CHECK(3); MUL_INT(1)
19035	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ปัญญาพื้นฐาน +10%	PER_CHECK(3); MUL_INT(1)
19036	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ปัญญาพื้นฐาน +15%	PER_CHECK(3); MUL_INT(1)
19037	Good	เมื่อค่ารู้สึกถึง $PER_CHECK รู้สึกพื้นฐาน +4%	PER_CHECK(3); MUL_PER(1)
19038	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK รู้สึกพื้นฐาน +6%	PER_CHECK(3); MUL_PER(1)
19039	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK รู้สึกพื้นฐาน +10%	PER_CHECK(3); MUL_PER(1)
19040	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK รู้สึกพื้นฐาน +15%	PER_CHECK(3); MUL_PER(1)
19041	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ค่า HP สูงสุด +8%	PER_CHECK(3); MUL_HPMAX(1)
19042	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ค่า HP สูงสุด +12%	PER_CHECK(3); MUL_HPMAX(1)
19043	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ค่า HP สูงสุด +16%	PER_CHECK(3); MUL_HPMAX(1)
19044	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ค่า HP สูงสุด +15%	PER_CHECK(3); MUL_HPMAX(1)
19045	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	PER_CHECK(3); ADD_AC_PHYSICS(1)
19046	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	PER_CHECK(3); ADD_AC_PHYSICS(1)
19047	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	PER_CHECK(3); ADD_AC_PHYSICS(1)
19048	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันกายภาพ +$ADD_AC_PHYSIC 	PER_CHECK(3); ADD_AC_PHYSICS(1)
19049	Good	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	PER_CHECK(3); ADD_AC_MAGIC(1)
19050	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	PER_CHECK(3); ADD_AC_MAGIC(1)
19051	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	PER_CHECK(3); ADD_AC_MAGIC(1)
19052	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK ป้องกันเวทย์ +$ADD_AC_MAGIC	PER_CHECK(3); ADD_AC_MAGIC(1)
19053	Good	เมื่อค่ารู้สึกถึง $PER_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	PER_CHECK(3); ADD_PENETRATE_PHYSICS(1)
19054	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	PER_CHECK(3); ADD_PENETRATE_PHYSICS(1)
19055	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	PER_CHECK(3); ADD_PENETRATE_PHYSICS(1)
19056	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSIC 	PER_CHECK(3); ADD_PENETRATE_PHYSICS(1)
19057	Good	เมื่อค่ารู้สึกถึง $PER_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	PER_CHECK(3); ADD_PENETRATE_MAGIC(1)
19058	Refined	เมื่อค่ารู้สึกถึง $PER_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	PER_CHECK(3); ADD_PENETRATE_MAGIC(1)
19059	Graceful	เมื่อค่ารู้สึกถึง $PER_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	PER_CHECK(3); ADD_PENETRATE_MAGIC(1)
19060	Extreme	เมื่อค่ารู้สึกถึง $PER_CHECK เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC	PER_CHECK(3); ADD_PENETRATE_MAGIC(1)
19061			
19062			
19063			
19064			
19065			
19066			
19067			
19068			
19069			
19070			
19071			
19072			
19073			
19074			
19075			
19076			
19077			
19078			
19079			
19080			
19081			
19082			
19083			
19084			
19085			
19086			
19087			
19088			
19089			
19090			
19091			
19092			
19093			
19094			
19095			
19096			
19097			
19098			
19099			
19100			
19101			
19102			
19103			
19104			
19105			
19106			
19107			
19108			
19109			
19110			
19111			
19112			
19113			
19114			
19115			
19116			
19117			
19118			
19119			
19120			
19121			
19122			
19123			
19124			
19125			
19126			
19127			
19128			
19129			
19130			
19131			
19132			
19133			
19134			
19135			
19136			
19137			
19138			
19139			
19140			
19141			
19142			
19143			
19144			
19145			
19146			
19147			
19148			
19149			
19150			
19151			
19152			
19153			
19154			
19155			
19156			
19157			
19158			
19159			
19160			
19161			
19162			
19163			
19164			
19165			
19166			
19167			
19168			
19169			
19170			
19171			
19172			
19173			
19174			
19175			
19176			
19501	Remain Guard	ค่ากำลังสูงสุด +20, เมื่อ HP สูงกว่า 70% เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC, โจมตีหนักเวทย์ +$ADD_DAMPLUS_MAGIC	ADD_DAMPLUS_MAGIC(1); ADD_PENETRATE_MAGIC(1); ADD_STAMINAMAX(1)
19502	Bloodthirsty Killer	โจมตีดูดเลือด +2%, คริติคอล +2.5% เมื่อ HP สูงกว่า 70% กายภาพทะลุเกราะ +$ADD_PENETRATE_PHYSICS โจมตีหนักกายภาพ +$ADD_DAMPLUS_PHYSICS	ADD_DAMPLUS_PHYSICS(1); ADD_PENETRATE_PHYSICS(1); DRAIN_LIFE(1); ADD_POWERHIT(2)
19503	Waves Phantom	ป้องกันกายภาพและป้องกันเวทย์ +$ADD_AC_PHYSICS, โจมตีหนักเวทย์ +10%, ทุกครั้งที่ใช้สกิลฟื้นฟูจะทำให้เป้าหมายฟื้นฟูระดับโจมตีกายภาพและโจมตีเวทย์ 75%	ADD_AC_PHYSICS(1); ADD_AC_MAGIC(1); MUL_DAMPLUS_MAGIC(1)
19504	Deep Sea Djinn	ค่า HP สูงสุด +$ADD_HPMAX เมื่อ HP สูงกว่า 33% ลดความเสียหายการรับมือ +$ADD_ABSORB_SHIELD	ADD_ABSORB_SHIELD(2); ADD_HPMAX(1)
19505	Machine Teeth	กายภาพทะลุเกราะและเวทย์ทะลุเกราะ +$ADD_PENETRATE_PHYSICSเมื่อ HP สูงกว่า 66% อัตราคริติคอล +0.25	ADD_MULTIPLY_POWERDAM(2); ADD_PENETRATE_PHYSICS(1); ADD_PENETRATE_MAGIC(1)
19506	Fever War	โจมตีหนักกายภาพและโจมตีหนักเวทย์ +10%, เมื่อ HP ต่ำกว่า 33% โจมตีดูดเลือด +40%	
19507	Ancient Guardian	ค่ากำลังสูงสุด +35, คริติคอล +4% เมื่อ HP สูงกว่า 70% ความเร็วในการฟื้นฟูค่าเวทย์ +25, เวทย์ทะลุเกราะ +$ADD_PENETRATE_MAGIC, โจมตีหนักเวทย์ +$ADD_DAMPLUS_MAGIC, มึนงงและคำสาป +15%	ADD_RECOVER_STAMINA(1); ADD_DAMPLUS_MAGIC(1); ADD_PENETRATE_MAGIC(1); ADD_STUN(1); ADD_CURSE(1); ADD_STAMINAMAX(1)
19508	Killing Envoy	โจมตีดูดเลือด +6%, คริติคอล +4% เมื่อ HP สูงกว่า 70% กายภาพทะลุเกราะและโจมตีหนักกายภาพ +15%, ความเร็วเคลื่อนที่+60	MUL_DAMPLUS_PHYSICS(1); MUL_PENETRATE_PHYSICS(1); ADD_SPEED_RUN(1); DRAIN_LIFE(1); ADD_POWERHIT(2)
19509	Blue Sea Beauty	ป้องกันกายภาพและป้องกันเวทย์ +$ADD_AC_PHYSICS, โจมตีเวทย์และโจมตีหนัก +10%, ทุกครั้งที่ใช้สกิลฟื้นฟูจะทำให้เป้าหมายฟื้นฟูระดับโจมตีกายภาพและโจมตีเวทย์ 100%	ADD_AC_PHYSICS(1); ADD_AC_MAGIC(1); MUL_DAMMIMAGIC(1); MUL_DAMPLUS_MAGIC(1)
