n_ID	s_NAME	s_TITLE	s_NPC_CHATS
3039	Sediment Wolf		.....
3040	Sediment Wolf		.....
3041	Sediment Wolf		.....
3042	Detective Conan		ความจริงนั้นจะต้องซ่อนอยู่ที่ๆพวกเราคาดไม่ถึงแน่!
3043	Detective Conan		เพื่อจะเปิดเผยความจริงข้าต้องเพิ่มความตั้งใจขึ้นอีกถึงจะถูก!
3044	Xiao Lan Sister		เอ้ย ไอ้เด็กผีนั่นมารบกวนข้าอีกแล้ว.....อยากหาคนมาเอาตัวมันออกไปจริงๆ
3045	Detective Conan		<text style="79">[52503044]</text> ทำไมไม่สนใจข้าเลย หุหุ
3046	Harass Villager		มอนสเตอร์เหล่านี้สร้างความรำคาญต่อพวกเราอย่างมาก ช่างปวดหัวจริงๆ
3047	Vicious Wasp		.....
3048	Dragon Turtle		.....
3049	Tempered Ape		.....
3050	Harass Villager		ใครที่จะไปสามารถจัดการกับมอนสเตอร์ดุร้ายเหล่านี้ได้กัน?
3051	Rock turtle		.....
3052	Rock turtle		.....
3053	Rock turtle		.....
3054	Vexing Merchant marine		ข้าไม่มีปัญญาเอามะพร้าวบนตัวของ <text style="79">[52503051]</text> มาได้อีกแล้ว น่าปวดหัวจริงๆ
3055	Fighting Fish soldier		.....
3056	Blue Sea Snake		.....
3057	Kevin		ข้าอยากจะเข้าไปข้างในดูคณะละครสัตว์เพียงแค่ครั้งเดียวก็ยังดี 
3058	lenka		.....
3059	jungle Monster		.....
3060	Forest Tiger		.....
3061	Refugees		ที่นี่มีสัตว์ป่าอยู่มากมายแปลกๆน่ากลัวทั้งนั้น
3062	Robinson		ได้ยินมาว่าปู่ของข้าเป็นคนที่แข็งแกร่งมากที่เดียว! ข้าก็อยากจะผจญภัยบนท้องทะเลเหมือนกับเขา!
3063	Thief Asan		ฝีมือการขโมยของข้านั้นถ้าหากไม่ได้เป็นที่หนึ่งในโลกนี้ก็ควรมีที่สองละหละ
3064	Control Token Pirate		.....
3065	Desert Island Troll		.....
3066	Desert Island Giant Beast		.....
3067	Villagers Weak		พระเจ้า ยักษ์สองตนนั้นจะไม่ต่อสู้ใช่ไหม?
3068	Polar deer		.....
3069	Polar ape		.....
3070	Crystal Bibi		.....
3071	Gaiji		ข้าต้องการที่จะหาเบาะแสที่ซ่อนของทองสมบัติของนักรบศักดิ์สิทธ์!
3072	Gaiji		ก็แค่ทองสมบัติของนักรบศักดิ์สิทธ์ยังไม่ใช่ความใฝ่ฝัน
3073	Lisa		『Dissolute Nuns』บุกโจมตี ทหารทั้งหมดเตรียมการป้องกัน!
3074	Lisa		กวาดล้างให้หมด! อย่าปล่อยให้โจรสลัดหนีไปได้!
3075	Penguin Corporal		ระวัง!
3076	Dissolute Nuns Pirate		.....
3077	Pirate Captain		แม้ว่าจะถูกกองทัพเรือจับแล้วชะตากรรมของข้าจะหยุดอยู่ที่นี่หรือยังไง?
3078	Wolf Poachers		.....
3079	black Wool Poachers		.....
3080	Environmental Volunteer		ถ้าหากถูก <text style="79">[52503082]</text> มาไล่ฆ่า เกรงว่าโชคชะตาของพวกเขาคงจะเลวร้ายอย่างมาก
3081	Environmental Volunteer		ไม่สามารถฆ่า <text style="79">[52503082]</text> ที่ใกล้จะสูญพันธุ์นั้นให้ตายได้เลย!
3082	Coconut Turtle		กิกิ....กิกิ......
3083	Drunk Wolf Raider		.....
3084	Sediment Wolf		.....
3085	Penguin Sergeant		ข้าจะต่อสู้อย่างกล้าหาญ!
3086	Penguin Staff Sergeant		อย่ากลัว! ทุกคนบุก!
3087	Drunk Wolf Raider		.....
3088	Gladiator Slave Girl		.....
3089	Red Bear Beater		.....
3090	Isoroku Yamamoto	Admiral	ยังไม่มีข่าวสารเกี่ยวกับ Keesey อีกรึ?
3091	Isoroku Yamamoto	Admiral	ความชั่วร้ายทั้งหมดถูกผูกไว้อยู่ในใต้ทะเลแห่งนี้....
3092	Drunk Wolf Patrol		.....
3093	Sediment Wolf		.....
3094	Gladiator Slave Girl		.....
3095	Drunk Wolf Patrol		.....
3096	Bull tal		.....
3097	Captured Navy		เฮ้อ อย่าได้คิดว่าจะได้ข่าวสารอะไรจากข้า
3098	Keesey		จะไม่มีข่าวสารใดๆหลุดออกมาจากปากข้าได้....
3099	Keesey		<text>[51401001]</text> เรื่องนี้จะไม่ถูกตำหนิแน่นอน ทั้งหมดนี้เป็นเพราะข้าไม่ระมัดระวังเอง
3100	Thorn Hammer Bee		.....
3101	Mountain Deer		.....
3102	Drunk Wolf Sentinel		.....
3103	Sediment Wolf		.....
3104	Bull Tourle		.....
3105	Gladiator Slave Girl		.....
3106	Ferocious wolf Pirates		.....
3107	Mad Bull Pirates		.....
3108	Gladiator Slave Girl		.....
3109	Pirate Mech		.....
3110	Keesey		ครั้งนี้ข้าจะต้องลงโทษอย่างสาสม!
3111	Isoroku Yamamoto		เส้นทางแห่งความถูกต้องจะต้องดำเนินให้สำเร็จลุล่วง.....จะไม่มีการประนีประนอม!
3112	Crystal Bibi		สวัสดี
3113	Polar deer		.....
3114	Crusty Bone Fish		.....
3115	Polar ape		.....
3116	Devil Doll		เฮ้อ.......
3117	Devil Doll		ช่างน่ารำคาญจริง
3118	Deep Sea Slug		.....
3119	Blue Sea Snake		.....
3120	Iceberg Turtle		.....
3121	Iceberg Turtle		.....
3122	Crusty Bone Fish		.....
3123	Frost Giant Tortoise		.....
3124	Devil Doll		มันไม่เป็นเรื่องง่ายเลยที่จะได้สัมผัสกับความอับอายของ Poseidon 
3125	Devil Doll		เฮ้ยเฮ้ยเฮ้ยเฮ้ย........
3126	Raspberry Bibi		.....
3127	Sharp snake poison ivy		.....
3128	Sparkler Antelope		.....
3129	Soil Salon		.....
3130	Dust Dragon Turtle		.....
3131	Devil Doll		เฮ้อ ไอ้ผีน่ารำคาญ
3132	Blind Hound		.....
3133	Crusty Bone Fish		.....
3134	Polar deer		.....
3135	Iceberg Turtle		.....
3136	Crystal Bibi		.....
3137	Blind Hound		.....
3138	Polar ape		.....
3139	Guawa family Dlansman		.....
3140	M Gu Clansman		.....
3141	Purple Baby Tribe		.....
3142	Melon Fish		.....
3143	Devil Doll		ฮูเล่ฮูเล่ฮูเล่.
3144	Xiao Lan Sister		ข้ารังเกียจพวกนักสืบมากที่สุดเลย
3145	Robinson		ได้ยินมาว่าปู่ของข้าเป็นคนที่แข็งแกร่งมากที่เดียว! ข้าก็อยากจะผจญภัยบนท้องทะเลเหมือนกับเขา!
3146	Robinson		ได้ยินมาว่าปู่ของข้าเป็นคนที่แข็งแกร่งมากที่เดียว! ข้าก็อยากจะผจญภัยบนท้องทะเลเหมือนกับเขา!
3147	Unlucky Pirate Captain		
3148	Halfway Pirate		
3149	Unlucky Pirate Captain		
3150	Unscrupulous Captain		
3151	Trash Fish Pirates		
3152	Unscrupulous Captain		
3153	Ryan Tabin		
3154	Pirate		
3155	Ryan Tabin		
3156	Penguin Corporal		
3157	Slave Trader		
3158	Ultimate Bodyguard		
3159	Ilyle		
3160	Ship escort		
3161	Columbus		
3162	Deep Sea Snail		
3163	Blue Sea Snake		
3164	Crusty Bone Fish		
3165	Cancel		
3166	James		
3167	James		
3168	Columbus		
3169	Skeleton Sseaman		
3170	Skeleton Sseaman		
3171	Skeleton Chiliarch		
3172	Hans		
3173	Cold Bristle Ape		
3174	Snail		
3175	Blue Sea Snake		
3176	Crusty Bone Fish		
3177	Laura		
3178	Crystal Bibi		
3179	Polar deer		
3180	Cold Bristle Ape		
3181	Crusty Bone Fish		
3182	Greedy Sailor		
3183	Greedy Sailor		
3184	Cancel		
3185	Polar deer		
3186	Crystal Bibi		
3187	Snail		
3188	Crusty Bone Fish		
3189	Polar Merchant marine		
3190	Polar Merchant marine		
3191	Crystal Bibi		
3192	Blind Hound		
3193	Black Wool Pirate		
3194	Sea Dragon Warrior		
3195	Young slave		
3196	Blind Hound		
3197	Black Wool Pirate		
3198	Walrus general		
3199	Sea Dragon Warrior		
3200	Lahti		
3201	Michelangelo		ช่างโชคร้ายจริง เพียงแค่ขึ้นไปบนเกาะก็ถูกกลุ่มแม่มดโจมตีแล้ว
3202	Wild Spirit Island		(เกาะนิรนามไม่มีแสดงไว้บนแผนที่เดินเรือเลย)
3203	Davinci		สไตล์ของข้าคือ ค่อยๆตามเบาะแสไปเรื่อยๆตามลำดับ
3204	Snow Island		(ภายใต้หิมะของเกาะนิรนาม)
3205	Fel Flame Island		(สภาพแวดล้อมของเกาะนิรนามเลวร้ายมาก)
3206	Da Vinci		อุปสรรคเล็กน้อยแค่นี้หยุดข้าไม่ได้หรอก!
3207	Da Vinci		จุดสิ้นสุดของการเดินทางอยู่ที่บนเกาะแห่งนี้แหละ เข้าไปกันเถอะ!
3208	Da Vinci		พลังของ Ancyn Grip คืนสภาพเดิมแล้ว มาร่วมมือกันเถอะ
3209	Cress Island		(บนเกาะมีประชากรเบาบางมาก)
3210	Skeleton Ship		(เรือแม่มดกระหายเลือด)
3211	Dragon Flame Island		(เกาะนิรนามที่ปกคลุมไปด้วยเปลวเพลิง)
3212	Bellows		ที่แห่งนี้ไม่สามารถที่จะเข้ามาได้ตามใจชอบนะ
3213	Bellows		เฮ้อ...คิดว่าเจ้าพอมีความสามารถอยู่นิดหน่อย
3214	Laura		ข้าต้องการหาเพื่อนตายที่ดีคนนึงที่จะเหมือนกับเจ้า
3215	Purgatory Dragon		.....
3216	Weird Rock		(หินยักษ์แปลกประหลาด)
3217	Exotic island		(บนเกาะนิรนามนั้นไม่มีใครรู้ว่าบนนั้นมีอะไรอยู่บ้าง)
3218	Isoroku Yamamoto		ตัวอ่อนแมลงวันบนทะเลมีอยู่มากมายมหาศาล
3219	Smuggling Ship		(โจรสลัดซื้อขายของเถื่อนของเรือสินค้าผิดกฎหมาย)
3220	Blood Blade Island		(ดูเหมือนเกาะแห่งนี้เคยถูกยึดครองโดยเหล่าโจรสลัดมาแล้ว)
3221	Red Wolf Boss		ให้อภัยข้าเถอะ! ขอให้ข้าลงจากม้าเถอะ
3222	Lonely Island		(บนเกาะนิรนามนั้นไม่มีใครรู้ว่าบนนั้นมีอะไรอยู่บ้าง)
3223	Isoroku Yamamoto		กรณีของความลึกลับนี้เป็นเรื่องยากที่จะเข้าใจ
3224	Pirate Ship		(เรือโจรสลัดกระหายเลือด)
3225	Cattle Captain		ข้าบอกไปหมดแล้วว่าข้าไม่ได้ทำ!
3226	Christina		(สาวน้อยคนนี้ไม่พูดอะไรซักคำดูเหมือนว่าจะมีความลับอะไรบางอย่างซ่อนอยู่)
3227	Black Flag Island		(เกาะนิรนามถูกยึดครองโดยโจรสลัด)
3228	Angelina		อ่า.....หรือว่าจะถูกค้นพบแล้ว
3229	Bone Island		(มีกลิ่นอายของความพิศวงกระจายอยู่ไปทั่วบนเกาะนิรนามแห่งนี้)
3230	Volcanic Island		(ดูเหมือนเกาะแห่งนี้เคยถูกยึดครองโดยเหล่าโจรสลัดมาแล้ว)
3231	Laura		การค้นหาสมบัติเป็นเรื่องที่น่าสนใจมากเลยทีเดียว
3232	Laura		ไม่ดีเลย เจ้านี่
3233	Air Thief Airship		(เรือบินโจรสลัดกระหายเลือดแห่งท้องนภา)
3234	Laura		การค้นหาสมบัติในครั้งนี้ลำบากมากด้วยเหตุนี้จึงทำให้รู้สึกตื่นเต้นท้าทายอย่างบอกไม่ถูก
3235	Talos Air Thie Stronghold		(ที่นี่ได้กลายเป็นฐานที่มั่นของโจรสลัดแห่งท้องนภาแล้ว)
3236	Laura		ผลจากการค้นหาสมบัติของข้าแม้จะดีมากแต่จริงๆแล้วมันคือความสุขของข้า
3237	Laura		ยังมีสมบัติอะไรที่ข้ายังไม่ได้ล่ามาอีกหรือ? ถ้าหากมีข่าวสารอะไรรีบมาบอกข้าเลยนะ
3239	Talos Headquarter		 (กองบัญชาการสูงสุดของโจรสลัดแห่งท้องนภา Talos)
3240	Nelson		ภัยคุกคามของโจรสลัดแท้จริงแล้วอยู่ที่ความทุกข์ยากของจักรวรรดิ์
3241	Discard Empty Island		(เกาะที่ถูกทิ้งร้างว่างเปล่าไม่มีใครรู้ว่าบนนั้นมีอะไรอยู่บ้าง)
3242	Red Crystal Island		(บนเกาะร้างแห่งนี้ดูเหมือนว่าจะมีการเกิดของคริสตัลสีแดงขึ้น)
3243	Hematite Island		(เหมืองเหล็กสีแดงของเกาะตกผลึกบนเกาะ)
3244	Air Thief Shipbuilding Island		(เกาะแห่งนี้ได้กลายเป็นโรงงานต่อเรือของโจรสลัดแห่งท้องนภาไปแล้ว)
3245	Clark	Penguins Trooper	อันตราย! อันตราย!
3246	Air Thief Airship		(เรือบินโจรสลัดกระหายเลือดแห่งท้องนภา)
3247	Clark	Penguins Trooper	สถานการณ์ด่วน!
3248	Air Thief Array		(ที่นี่ได้กลายเป็นกองบัญชาการสูงสุดของโจรสลัดแห่งท้องนภาแล้ว มีการป้องกันที่แน่นหนามาก)
3249	Nelson	Admiral	เหล่าโจรสลัดแห่งท้องนภาพวกนี้ต้องกำจัดให้สิ้นซากซะ
3250	Treasure Hunter	Master	ในตำนานของคัมภีร์มนต์ดำได้กล่าวถึงว่าสามารถเรียกหาสมบัติอันยิ่งใหญ่ของเทพปีศาจได้
3251	Treasure Hunter	Novice	ทางทิศตะวันออกอันไกลโพ้นมีมังกรยักษ์เป็นเทพที่ปกปักรักษาในอารยธรรมโบราณ ได้ยินมาว่าที่นั่นมีแต่สมบัติหายาก
3252	Treasure Hunter	Serious	ในตำนานกล่าวว่าเทพปีศาจได้หลับไหลอยู่ในใต้ทะเลซึ่งแข็งแกร่งกว่าเทพ Poseidon และ Apollo ที่มีชื่อเสียงเสียอีก
3253	Gold	Heritage Protection	สมบัติทางอารยธรรมเหล่านี้จะต้องถูกเก็บรักษาไว้อย่างดี
3254	Heinrich	Ancient Mining	เมืองทรอยโบราณที่หายสาบสูญไปจะต้องมีอยู่แน่นอนไม่ผิดแน่
3255	Howard	Ancient Civilization Scholar	Yamamoto แห่งกองทัพมาตุภูมิดูเหมือนว่าจะมีประวัติศาสตร์อารยธรรมอันยาวนาน....แต่เป็นดินแดนที่แสนไกล
3256	Professor Jones		Skeleton Crystal  เป็นสมบัติของ Zika มันคือเป้าหมายที่ข้าตามหา 
3257	Naval Guard		(ทหารเรือมองมาที่เจ้าด้วยสีหน้าจริงจัง)
3258	Isoroku Yamamoto		ตัวอ่อนแมลงวันบนทะเลมีอยู่มากมายมหาศาล
3301	Gold Shark Marine armed Messenger		.....
3302	Gold Shark Marine armed Mercenary		.....
3303	Gold Shark Marine armed Mercenary		.....
3305	Navy Detective		.....
3306	Navy Detective		.....
3307	Flying Bird		.....
3308	Blue Sea Snake		.....
3309	Blue Sea Snake		.....
3310	Clay Tablet		.....
3311	Polar deer		.....
3312	Crystal Bibi		.....
3313	Blind Hound		.....
3314	Original Cutesy		.....
3315	Crystal Bibi		.....
3316	Skeleton Sseaman		.....
3317	Exotic Demon Wolf		.....
3318	Skeleton Sseaman		.....
3319	Emily		.....
3320	Emily		.....
3321	Crusty Bone Fish		.....
3322	Exotic Demon Wolf		.....
3323	Skeleton Mate		.....
3324	Blue Ocean soul		.....
3325	Navy Sergeant		.....
3326	Navy Sergeant		.....
3327	Fire magic		.....
3328	Red Flame Demon Wolf		.....
3329	Flame Mountains deer		.....
3330	Hell King Kong		.....
3331	Eleanor		.....
3332	Unger Eleanor Firebird		.....
3333	Red Flame Demon Wolf		.....
3334	Fire magic		.....
3335	Hell King Kong		.....
3336	Yat		.....
3337	Skeleton Sseaman		.....
3338	Catwoman Pirate		.....
3339	Skeleton Sseaman		.....
3340	Captain Golem		.....
3341	Get Caught Crew		.....
3342	Leon		.....
3343	Leon		.....
3344	Fire Euglena		.....
3345	Voodoo butcher		.....
3346	Hell King Kong		.....
3347	Voodoo Troll		.....
3348	Dior		.....
3350	Flame Mountains deer		.....
3351	Fire magic		.....
3352	Earth Flame Dragon		.....
3353	Fire magic		.....
3354	Bernsttein		.....
3355	Wolf Pirates		.....
3356	Walrus pirates		.....
3357	Pirates blitz Mech		.....
3359	Kent		.....
3360	Black Wool Pirates		.....
3361	Catwoman pirate		.....
3362	Walrus pirates		.....
3363	Pirates blitz Mech		.....
3364	Tony Meow		.....
3365	Red blood Bee		.....
3366	Steel blade Eagle		.....
3367	Heaven Island Bird		.....
3368	Sorin		.....
3369	Angel Sheep		.....
3370	Sunry beetle		.....
3371	Flying Rat Sapphire		.....
3372	Horn		.....
3373	Flying Rat Sapphire		.....
3374	Sparkler Antelope		.....
3375	Steel blade Eagle		.....
3376	Wayne		.....
3377	Sparkler Antelope		.....
3378	Heaven Island Bird		.....
3379	Steel blade Eagle		.....
3380	Bard		.....
3381	Rhinoceros Air thief group		.....
3382	Dragon Air Thief		.....
3383	Air Thief Meteor Mech		.....
3384	Alloy black priest		.....
3385	Daruss		.....
3386	Daruss		.....
3387	Exotic Madman		.....
3388	Blue Sea Snake		.....
3389	Sharp snake poison ivy		.....
3390	Red Flame Creeper		.....
3391	Temple Snake		.....
3392	Duke		.....
3393	Exotic Madman		.....
3394	Angel Sheep		.....
3395	Heaven Island Bird		.....
3396	Sunry beetle		.....
3397	Hawk		.....
3398	Red blood Bee		.....
3399	Red Flame Creeper		.....
3400	Bee King		.....
3401	Matthew Elder		.....
3402	Spray Burglar Cat		.....
3403	Dragon Air Thief		.....
3404	Air Thief Meteor Mech		.....
3405	Air Thief Commander		.....
3406	Malone		.....
3407	Malone		.....
3408	Women Air thief group		.....
3409	Dragon Air Thief		.....
3410	Air Thief Meteor Mech		.....
3411	Dragon Air Thief		.....
3412	Air Thief Captain		.....
3413	Air Thief Captain		.....
3414	Air Thief Group Sentry		.....
3415	Crystal Bibi		.....
3416	Blue Sea Snake		.....
3417	Cold Bristle Ape		.....
3418	Polar deer		.....
3419	Suspicious Businessman		.....
3420	Suspicious Businessman		.....
3421	Phosphor powder Banshee		.....
3422	Red Flame Creeper		.....
3423	Razor Blackhawk		.....
3424	Skeleton Sseaman		.....
3425	Captain Golem		.....
3426	Skeleton Mate		.....
3427	Crystal Bibi		.....
3428	Blue Sea Snake		.....
3429	Iceberg Turtle		.....
3430	Snail		.....
3431	Fire Euglena		.....
3432	Razor Blackhawk		.....
3433	Earth Flame Dragon		.....
3434	Red Flame Demon Wolf		.....
3435	Flame Mountains deer		.....
3436	Skeleton Sseaman		.....
3437	Captain Golem		.....
3438	Skeleton Mate		.....
3439	Skeleton Captain		.....
3440	Hell Ghoul		.....
3441	Phosphor powder Banshee		.....
3442	Fire Euglena		.....
3443	Hell Dragon Majin		.....
3444	Earth Flame Dragon		.....
3445	Blue Ocean soul		.....
3446	Blue Tiger		.....
3447	End date Flower		.....
3448	Werewolf Pirate		.....
3449	Pirates blitz Mech		.....
3450	Lion pirates		.....
3451	Lion pirates		.....
3452	Captain Golem		.....
3453	Dragon Gladiator		.....
3454	Lion pirates		.....
3455	Braised Lionhead		.....
3456	Sediment Wolf		.....
3457	Lion pirates		.....
3458	Fiery Red Bear		.....
3459	Lion pirates		.....
3460	Pirate Captain		.....
3461	Lion pirates		.....
3462	Fiery Red Bear		.....
3463	Pirates blitz Mech		.....
3464	Davy Jones		.....
3465	Lion pirates		.....
3466	Cattle Captain		.....
3467	Polar deer		.....
3468	Iceberg Turtle		.....
3469	Blind Hound		.....
3470	Gladiator Slave Girl		.....
3471	Double Sword Fighter		.....
3472	Elite Double Sword Fighter		.....
3473	Elite Double Spear Guard		.....
3474	Heavy Shield Guard		.....
3475	Steel blade Eagle		.....
3476	Flying Rat Sapphire		.....
3477	Ominous Bird		.....
3478	Heaven Island Bird		.....
3479	Iceberg Turtle		.....
3480	Blue Sea Snake		.....
3481	Iceberg Turtle		.....
3482	Flash Snail		.....
3483	Blue Sea Snake		.....
3484	Fire magic		.....
3485	Red Flame Demon Wolf		.....
3486	Hell King Kong		.....
3487	Women Air thief group		.....
3488	Dragon Air Thief		.....
3489	Rhinoceros Air thief group		.....
3490	Air Thief Header		.....
3491	Women Air thief group		.....
3492	Dragon Air Thief		.....
3493	Air Thief Meteor Mech		.....
3494	Cow Thug		.....
3495	Dragon Air Thief		.....
3496	Bombard Institution Abused		.....
3497	Bombard Institution		.....
3498	Rhinoceros Air thief group		.....
3499	Cow Thug		.....
3500	Air Thief Meteor Mech		.....
3501	Dragon Air Thief		.....
3502	Bull Captain		.....
3503	Giant Cannon		.....
3504	Women Air thief group		.....
3505	Dragon Air Thief		.....
3506	Rhinoceros Air thief group		.....
3507	Dragon Air Thief		.....
3508	Air Thief Header		.....
3509	Giant Cannon		.....
3510	Lion pirates		.....
3511	Catwoman Pirate Person		.....
3512	Dead Mech		.....
3513	Dark soul		.....
3514	Magnetic Gun		.....
3515	Subjugation Enchantress		.....
3516	Dark soul		.....
3517	Ancient Civilization Alert Weapon		.....
3518	Empty Island Adventure Cat		.....
3519	Steam Iron Man		.....
3520	Nightmare Guardian		.....
3521	Dark Night Chant		.....
3522	Fire Euglena		.....
3523	Red Flame Creeper		.....
3524	Bat Banshee		.....
3525	Fire Euglena		.....
3526	Remains Bibi		.....
3527	Women Air thief group		.....
3528	Dragon Air Thief		.....
3529	Rhinoceros Air thief group		.....
3530	Dragon Air Thief		.....
3531	Sewer Iron Man		.....
3532	Heavy Akejim		.....
3533	Women Air thief group		.....
3534	Mad Cow Pirates		.....
3535	Air Thief Meteor Mech		.....
3536	Mad Cow Pirates		.....
3537	Akejim		.....
3538	Penguin Corporal		.....
3539	Elite Double Sword Fighter		.....
3540	Women Air thief group		.....
3541	Sewer Iron Man		.....
3542	Mad Cow Pirates		.....
3543	Dragon Air Thief		.....
3544	Rhinoceros Air thief group		.....
3545	Air Thief Meteor Mech		.....
3546	Heavy Akejim		.....
3547	Air ThiefMech		.....
3548	Penguin Corporal		.....
3601	荒島惡霸		.....
3602	荒島炎玉子		.....
3603	荒島巨猿		.....
3604	荒島骷髏		.....
3605	荒島巨鷹		.....
3606	荒島巨豬		.....
3607	荒島巨龜		.....
3611	荒島龍人		.....
3612	荒島魔花		.....
3613	荒島狼賊團		.....
3614	荒島巨蛇		.....
3615	荒島巨虎		.....
3616	荒島鬥士		.....
3617	荒島鬥魚		.....
3621	荒島鬼王		.....
3622	荒島炎王		.....
3623	荒島猿王		.....
3624	荒島骷髏隊長		.....
3625	荒島鋼鷹		.....
3626	荒島巨豬		.....
3627	荒島巨龜		.....
3631	荒島龍人		.....
3632	荒島魔花		.....
3633	荒島狼賊團		.....
3634	荒島巨蛇		.....
3635	荒島巨豹		.....
3636	荒島女海賊		.....
3637	荒島呱蝸		.....
3641	荒島血蜂王		.....
3642	荒島眼魔		.....
3643	荒島機甲		.....
3644	荒島鳥妖		.....
3645	荒島守護者		.....
3646	荒島羊角獸		.....
3647	荒島憤怒熊		.....
3648	荒島血蜂		.....
6001	Desert Island Bully		.....
6002	Troll Chief		.....
6003	Skeleton Chiliarch		.....
6004	Remains Guardian		.....
6005	Devourer		.....
6006	Ned apes		.....
6007	Skeleton Chiliarch		.....
6008	Red Flame Creeper		.....
6009	Elite Adventurer		.....
6010	Temple Snake		.....
6011	Skeleton Chiliarch		.....
6012	Troll Chief		.....
6013	Dragon Captain		.....
6014	Remains Guardian		.....
6015	Devourer		.....
6016	聖殿蛇后		.....
6017	遺跡守護者		.....
7003	Cheer Beer Girl		.....
7004	Slave Prince		.....
7005	Harem Girl		.....
7006	Harem Ugly		.....
7007	Angelina		.....
7008	Skeleton		.....
7009	Skeleton		.....
7010	Drake		.....
7011	Poseidon servant		.....
7012	Poseidon servant		.....
7013	Poseidon servant		.....
7014	Poseidon servant		.....
7015	Laura	Legendary Treasure Hunter	.....
7016	Scourge		.....
7018	Nora Jana Sword	Judicial	
7033	Poseidon servant		.....
7034	Poseidon servant		.....
7035	Poseidon servant		.....
7036	Poseidon servant		.....
7037	Poseidon servant		.....
7038	Poseidon servant		.....
7039	Poseidon servant		.....
7040	Poseidon servant		.....
7041	Deer		......
7042	Penguin Searcher	Serious and responsible	ข้าชอบแอบจดบันทึกสิ่งของที่สุดแล้ว
7043	Penguin Searcher	Serious and responsible	ข้าชอบแอบจดบันทึกสิ่งของที่สุดแล้ว
7044	Penguin Searcher	Serious and responsible	ข้าชอบแอบจดบันทึกสิ่งของที่สุดแล้ว
7045	Penguin Searcher	Serious and responsible	ข้าชอบแอบจดบันทึกสิ่งของที่สุดแล้ว
7501	Blind Hound		.....
7502	Caille Assault boat		.....
7503	Docile Fur seal		.....
7504	Exotic Demon Wolf		.....
7505	Red Flame Demon Wolf		.....
7506	Yellow Duck		.....
7507	Christmas Reindeer		.....
7514	Akejim		.....
7515	Siege Spider		.....
7551	Plain Jerboa		.....
7552	Wave Dragon Horse		.....
7553	Flying Airship		.....
7554	草原跳鼠		.....
7561	Deceptive Tree		.....
7562	Directional Fort		.....
7563	Spring Bed		.....
7590	Defense Turret		.....
7591	Explode Equipment		.....
7592	Ice Fort		.....
7593	Thermonuclear Fort		.....
7594	Sun Shield		
8000	Ulysses		(<text style="79">[52500013]</text> ผู้บังคับบัญชา <text style="79">[52508000]</text>,กำลังเดินเรือบนมหาสมุทร)
8001	Intrepid		(<text style="79">[52500168]</text> ผู้บังคับบัญชา <text style="79">[52508001]</text>,กำลังเดินเรือบนมหาสมุทร)
8002	Bismarck		(<text style="79">[52500169]</text> ผู้บังคับบัญชา <text style="79">[52508002]</text>,กำลังเดินเรือบนมหาสมุทร)
8003	Yamato		(<text style="79">[52500170]</text> ผู้บังคับบัญชา <text style="79">[52508003]</text>,กำลังเดินเรือบนมหาสมุทร)
8004	Black beard		(<text style="79">[52500117]</text> ผู้บังคับบัญชา <text style="79">[52508004]</text>,กำลังเดินเรือบนมหาสมุทร)
8005	Red beard		(<text style="79">[52500118]</text> ผู้บังคับบัญชา <text style="79">[52508005]</text>,กำลังเดินเรือบนมหาสมุทร)
8006	Santa Maria		(<text style="79">[52500036]</text> ผู้บังคับบัญชา <text style="79">[52508006]</text>,กำลังเดินเรือบนมหาสมุทร)
8007	Skull Phantom		(<text style="79">[52500087]</text> ผู้บังคับบัญชา <text style="79">[52508007]</text>,กำลังเดินเรือบนมหาสมุทร)
8008	Utopia		(<text style="79">[52500052]</text> ผู้บังคับบัญชา <text style="79">[52508008]</text>,กำลังเดินเรือบนมหาสมุทร)
8009	Yamato		(<text style="79">[52500170]</text> ผู้บังคับบัญชา <text style="79">[52508003]</text>,กำลังเดินเรือบนมหาสมุทร)
8010	Viking Princess		(<text style="79">[52500073]</text> ผู้บังคับบัญชา <text style="79">[52508010]</text>,กำลังเดินเรือบนมหาสมุทร)
8011	Santa Maria		(<text style="79">[52500036]</text> ผู้บังคับบัญชา <text style="79">[52508006]</text>,กำลังเดินเรือบนมหาสมุทร)
8012	Skull Phantom		(<text style="79">[52500087]</text> ผู้บังคับบัญชา <text style="79">[52508007]</text>,กำลังเดินเรือบนมหาสมุทร)
8013	Utopia		(<text style="79">[52500052]</text> ผู้บังคับบัญชา <text style="79">[52508008]</text>,กำลังเดินเรือบนมหาสมุทร)
8014	Santa Maria		(<text style="79">[52500036]</text> ผู้บังคับบัญชา <text style="79">[52508006]</text>,กำลังเดินเรือบนมหาสมุทร)
8015	Santa Maria		(<text style="79">[52500036]</text> ผู้บังคับบัญชา <text style="79">[52508006]</text>,กำลังเดินเรือบนมหาสมุทร)
8016	Heaven Prince		(<text style="79">[52500407]</text> ผู้บังคับบัญชา <text style="79">[52508016]</text>,กำลังเดินเรือบนมหาสมุทร)
8017	Santa Maria		(<text style="79">[52500036]</text> ผู้บังคับบัญชา <text style="79">[52508006]</text>,กำลังเดินเรือบนมหาสมุทร)
8018	Mad Sand Island		(เกาะแห่งนี้มีชื่อว่า <text>[52508018]</text>)
