n_ID	s_NAME	s_ID_MODEL_CLASS	n_ID_MODEL	n_ID_MAP	s_PREDESCRIPT	s_OUTFIT	n_BOUNDARY	n_HEIGHT	n_LEVEL_MIN	n_LEVEL_MAX	n_RANK	f_RATIO_EXP	f_RATIO_SP	s_PROPERTIES	n_SPEED_WALK	n_SPEED_RUN	n_VEHICLE	n_AI_WANDER	n_AI_COMBAT	n_AI_TACTIC	s_SKILLS	n_DEADMISSILE	n_CONDITION	n_SKIN_COLOR	s_FX_SELECT	n_WATER_DOWN	s_FX_GORE	n_INTIMATE	n_CREDIT	n_PVPSCORE	n_MOB_APPEAR	n_DROP_RANGE	n_DROPS_EQUIPMENT	n_DROPS_NORMAL	n_DROPS_SPECIALLY	n_DROP_FLOOR	n_DROPS_QUEST	s_QUEST_BEGIN	s_QUEST_END	n_CAPABILITY	s_ICON	s_LOCATION	n_GM_SWITCH	n_FITTINGROOM_DISTANCE	n_FITTINGROOM_HEIGHT	s_NPC_VOICE	s_ROLE_GRAPHIC	n_BROADCAST	n_MOB_USAGE	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
77	林格	MALE	0	0	P_MALE_FIST	P_MALE_015_000_LING	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700077	225	225	1		4;-3091;17011;1558	0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
78	貝魯特	MALE	0	0	P_MALE_FIST	P_MALE_015_000_BERULT	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700078	227	226	1		4;-4640;14303;1590	0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
79	瑪雅	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_015_000_MAYA	75	150	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700079	226	227	1		4;-9643;19844;1559	0	0	0	203		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
80	薩拉丁	MALE	0	0	P_MALE_FIST	P_MALE_015_000_ZERALTIN	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700080	232;252	231	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
81	沒人要的奴隸	MALE	0	0	P_MALE_FIST	P_MALE_015_000_SLAVE	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700081	228	222;228	1		4;-779;16173;1680	0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
82	鄧肯	MALE	0	0	P_MALE_FIST	P_MALE_003_000_DANKEN	75	75	50	50	0	0.0	0.0	8010	150	650	0	2	0	0		0	8	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700082		195	1			0	0	0	1013		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
83	柯勞薩	MALE	0	0	P_MALE_FIST	P_MALE_003_002_CLOUZE	75	170	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700083	196;197;198;236	196;197;235	1			0	0	0	179		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
84	奇娜	M019	2	0		M019_002_000_SP1	75	120	50	50	0	0.0	0.0	8009;7097	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700084	199;234;235	198;234	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
85	凱姆	MALE	0	0	P_MALE_FIST	P_MALE_003_000_KAIM	75	170	50	50	0	0.0	0.0	8009	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700085	200;241	199;236;241	1			0	0	0	180		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
86	森魔子	M015	0	1		M015_000_001_SP1	100	180	50	50	0	0.0	0.0	7072	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700086			0			0	0	0	29;30;31		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
87	海魅影	M076	0	0		M076_000_000_N	100	233	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700087	201;210;211;212;860	200;201;206;207;208;209;210;211;212	1			0	0	0	4;5;6;7	SHADOW_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
88	卡蓮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_030_000_KAREN	100	170	50	50	0	0.0	0.0	7097	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700088	205;206;207;208;209;247;248;249;861;2607;2608;2631	205;247;248;249;860;862;2607;2608;2631	1			0	0	0	40;41	KAREN_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
89	芭緹拉	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_015_000_PETIRA	75	150	50	50	0	0.0	0.0	8010	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700089	203	202;203	1			0	0	0	1100		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
90	胡德	M073	0	1		M073_000_001_N	100	190	50	50	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700090	202;204;862	204;244;861	1			0	0	0	130;131;132		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
91	當地土民	M074	0	1		M074_000_001_N	75	90	50	50	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700091	243;244;245	243;245	1		4;-7981;-2234;1830	0	0	0	134		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
92	潘妮	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_015_000_PENNY	75	150	50	50	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700092	238;239	238;239	1			0	0	0	201		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
93	巨鐮甲蟲	M028	0	0		M028_000_000_SP1;M028_000_000_SP2	120	240	46	48	1	1.0	1.0	400;7140	100	650	0	16	380	1	3560;3562;3561;3563	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701003	2802266	0	8700093			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
94	安格柏小火鳥	M020	1	0		M020_001_000_SP1	100	180	47	49	1	1.0	1.0	400;7102	100	650	0	16	300	1	3400;3402;3401;3413;3408	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701003	2802253	0	8700094			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
95	龍人角鬥士	M017	0	1		M017_000_001_SP1;M017_000_001_SP2	170	290	48	50	1	1.0	1.0	400;7083	100	650	0	16	270	1	3340;3343;3342;3347;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701003	0	0	8700095			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
96	森林綠鷲	M011	0	2		M011_000_002_SP1;M011_000_002_SP2	170	280	50	52	1	1.0	1.0	400;7057	100	650	0	10	210	1	3220;3225;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	2802236	0	8700096			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
97	突變綠鷲	M011	0	2		M011_000_002_SP3	230	330	51	53	1	1.0	1.0	416;7057	100	650	0	16	214	1	3220;3228;3222;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	2802236	0	8700097			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
98	女奴隸角鬥士	M019	2	0		M019_002_000_SP1;M019_002_000_SP2	100	150	52	54	1	1.0	1.0	400;7097	100	650	0	10	290	1	3380;3383;3391;3389;3385	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	0	0	8700098			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
99	沼澤黏怪	M008	0	1		M008_000_001_SP1;M008_000_001_SP2	150	210	53	55	1	1.0	1.0	400;7043	100	650	0	10	180	1	3160;3168;3161;3162;3169	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	0	0	8700099			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
100	毒藤尖角蛇	M021	0	1		M021_000_001_SP1;M021_000_001_SP2	120	155	54	56	1	1.0	1.0	400;7106	100	650	0	16	310	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	2802257	0	8700100			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
101	沼澤陸龜	M006	1	1		M006_001_001_SP1;M006_001_001_SP2	150	200	56	58	1	1.0	1.0	400;7039	100	650	0	16	164	1	3120;3124;3129;3133	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	2802232	0	8700101			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
102	半獸人	M023	0	1		M023_000_001_SP1;M023_000_001_SP2	130	220	57	59	1	1.0	1.0	400;7116	100	650	0	16	330	1	3460;3461;3464;3468	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	0	0	8700102			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
103	半獸人酋長	M023	0	1		M023_000_001_SP3	170	270	58	60	1	1.0	1.0	416;7116	100	650	0	11	332	1	3460;3463;3464;3468	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701003	0	0	8700103			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
105	哥倫布	M055	0	0		M055_000_000_N	100	210	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700105	3025;3209	3025;3209	1			0	0	0	93;95;97	COLUMBUS_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
106	老湯姆	M070	0	0		M070_000_000_N	100	175	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700106	256;257;298;299;300	256;298;299;300	1			0	0	0	118;120		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
107	港邊的海盜	M001	0	0		M001_000_000_SP2	170	200	70	70	0	0.0	0.0	8200;7005	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700107			0			0	0	0	3		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
108	海魔子	M015	0	3		M015_000_003_SP2	100	250	70	70	0	0.0	0.0	7074	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700108			0			0	0	0	29;30;31		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
109	潔西卡	M072	0	0		M072_000_000_N	75	185	70	70	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700109		265;270	1			0	0	0	127;128;129	BEERSALES1_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
110	菲力	MALE	0	0	P_MALE_FIST	P_MALE_012_001_PHILI	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700110	258;261	257;258;262;264;864	1			0	0	0	180		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
111	勞勃	M010	0	1		M010_000_001_SP3	200	270	70	70	0	0.0	0.0	7049	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700111			0			0	0	0	21		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
112	沒禮貌的海盜	MALE	0	0	P_MALE_FIST	P_MALE_003_000_N	75	170	70	70	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700112			0			0	0	0	180		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
113	來自遠方的海盜	M001	2	0		M001_002_000_SP2	120	200	70	70	0	0.0	0.0	8200;7010	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700113			0			0	0	0	2		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
114	篤恩	MALE	0	0	P_MALE_FIST	P_MALE_009_000_DUWEN	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700114	295;296;303	295;296;297;302	1			0	0	0	181		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
115	迪哥	M073	0	1		M073_000_001_N	100	190	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700115	3130	3130	1			0	0	0	130;131;132		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
116	夢娜	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_005_000_MONNA	75	150	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700116	3132	3132	1			0	0	0	202		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
117	愛德華	M019	0	0		M019_000_000_SP4	100	210	70	70	0	0.0	0.0	8009;7093	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700117	259;282;283;284;743;864	260;278;282;283;284;310	1			0	0	0		BLACKBEARD_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
118	海雷丁	M017	0	0		M017_000_000_SP4	150	240	70	70	0	0.0	0.0	8009;7082	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700118	260	259	1			0	0	0		BABAROSA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
119	霍卡	MALE	0	0	P_MALE_FIST	P_MALE_006_001_HORKA	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700119	3128	3128	1			0	0	0	181		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
120	神秘買家	MALE	0	0	P_MALE_FIST	P_MALE_009_002_N	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700120	262	261;303	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
121	羅倫斯	MALE	0	0	P_MALE_FIST	P_MALE_001_000_ROLANCE	75	170	70	70	0	0.0	0.0	8009	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700121	305;306	305	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
122	奧德賽	M009	0	0		M009_000_000_N	100	155	70	70	0	0.0	0.0	7047	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700122	267;269;270;271;272	266;267;269;271	1			0	0	0	11;16;19	ODYSSEY_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
123	菲力	MALE	0	0	P_MALE_FIST	P_MALE_012_001_PHILI	75	170	70	70	0	0.0	0.0	8009	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700123	268	268	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
124	愛德華	M019	0	0		M019_000_000_SP4	100	210	70	70	0	0.0	0.0	8009;7093	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700124	273;274	272;273	1			0	0	0		BLACKBEARD_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
125	赫塞	MALE	0	0	P_MALE_FIST	P_MALE_002_002_HOSE	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700125	307	306;307	1			0	0	0	178		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
126	迷路的海盜	M024	1	1		M024_001_001_SP2	150	200	70	70	0	0.0	0.0	8200;7124	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700126			0			0	0	0	48		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
127	好色的海盜	M001	1	0		M001_001_000_SP2	170	300	70	70	0	0.0	0.0	8009;7008	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700127			0			0	0	0	3		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
128	強尼	M001	0	3		M001_000_003_SP3	250	270	70	70	0	0.0	0.0	8009;7007	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700128	315;742	274;315	1			0	0	0	3		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
129	威廉	M017	0	1		M017_000_001_SP3	200	300	70	70	0	0.0	0.0	8009;7083	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700129	316	316	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
130	潛伏的賞金獵人	MALE	0	0	P_MALE_DUAL	P_MALE_003_001_NAVYDUAL3	100	170	70	70	0	0.0	0.0	8009	500	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700130			0			0	0	0	179		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
131	總督府守衛	M001	0	1		M001_000_001_SP2	170	210	70	70	0	0.0	0.0	8200;7006	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700131			0			0	0	0	2		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
132	總督府守衛	M001	0	1		M001_000_001_SP1	130	170	70	70	0	0.0	0.0	8200;7006	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700132			0			0	0	0	2		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
133	海魔子	M015	0	3		M015_000_003_SP1	100	180	70	70	0	0.0	0.0	7074	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700133			0			0	0	0	29;30;31		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
134	海雷丁	M017	0	0		M017_000_000_SP4	150	200	70	70	0	0.0	0.0	7082	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700134	276;277;278;290;293;744;938	276;277;290;742;745;937	1			0	0	0		BABAROSA_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
135	史塔克	MALE	0	0	P_MALE_FIST	P_MALE_005_001_STARK	75	170	70	70	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700135	312;2609;2610;2633	275;311;2609;2610;2633	1			0	0	0	179		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
136	泰瑞	M073	0	1		M073_000_001_SP3	100	225	70	70	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700136	3131	3131	1			0	0	0	130;131;132		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
137	凱特	FEMALE	0	0	P_FEMALE_FIST	P_FEMALE_003_000_KATE	75	150	70	70	0	0.0	0.0	8200	150	650	0	1	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700137	319;320	319;320	1			0	0	0	203		0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
138	盲眼獵犬	M000	0	2		M000_000_002_SP1;M000_000_002_SP2	130	130	61	63	1	1.0	1.0	400;7002	100	650	0	16	100	1	3000;3009;3002;3004	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802203	0	8700138			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
139	電光羚羊	M005	0	1		M005_000_001_SP1;M005_000_001_SP2	110	160	62	64	1	1.0	1.0	400;7030	100	650	0	10	150	1	3100;3104;3101;3103	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802223	0	8700139			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
140	企鵝中士	M024	1	1		M024_001_001_SP1;M024_001_001_SP2	75	135	62	64	1	1.0	1.0	400;7124	100	650	0	10	340	1	3480;3481;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700140			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
141	雙角虎	M002	0	0		M002_000_000_SP1;M002_000_000_SP2	170	200	63	65	1	1.0	1.0	400;7013	100	650	0	16	120	1	3040;3040;3042;3040	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802206	0	8700141			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
142	金絲貓海軍團	M019	0	1		M019_000_001_SP1;M019_000_001_SP2	100	150	64	66	1	1.0	1.0	400;7094	100	650	0	16	290	1	3380;3383;3391;3390;3385	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700142			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
143	鋼刃飛鷹	M011	1	1		M011_001_001_SP1;M011_001_001_SP2	170	260	67	69	1	1.0	1.0	400;7059	100	650	0	16	212	1	3220;3230;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802235	0	8700143			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
144	凶刃巨鷹	M011	1	1		M011_001_001_SP3	230	285	68	70	1	1.0	1.0	416;7059	100	650	0	11	214	1	3220;3230;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802235	0	8700144			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
145	黑辮子海賊團	M001	0	3		M001_000_003_N;M001_000_003_SP1	150	200	64	66	1	1.0	1.0	400;7007	100	650	0	16	110	1	3020;3020;3024;3020	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700145			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
146	黑毛傑克	M001	0	3		M001_000_003_SP3	250	270	65	67	1	1.0	1.0	416;7007	100	650	0	11	111	1	3020;3022;3024;3025;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700146			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
147	紅鬍子海賊團	M001	0	1		M001_000_001_SP2;M001_000_001_SP3	170	200	66	68	1	1.0	1.0	400;7006	100	650	0	16	110	1	3020;3020;3020;3020	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700147			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
148	紅魔象奧瑪	M010	0	1		M010_000_001_SP3	200	270	66	68	1	1.0	1.0	416;7049	100	650	0	11	201	1	3200;3202;3208	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	0	0	8700148			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
149	尼德金剛	M003	0	0		M003_000_000_SP1;M003_000_000_SP2	170	190	68	70	1	1.0	1.0	400;7018	100	650	0	10	130	1	3060;3060;3062;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802211	0	8700149			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
150	尼德巨猿	M003	0	0		M003_000_000_SP3	230	280	69	71	1	1.0	1.0	416;7018	100	650	0	11	134	1	3060;3060;3062;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701004	2802211	0	8700150			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
151	海市蜃樓卷軸		0	0		MAP001_000_000	200	260	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	128	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700151	21;33;38;99;361;631;925;7046;7051;7052;7053;7054;7055;7056;7057;7058;4061;4098;4101;1085	20;107;916;925;967;972;973;974;975;976;977;978;979;7051;7052;7053;7054;7055;7056;7057;7058;4097;4098;4101;1084	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
152	港區第一公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700152	3141	3141	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
153	港區第二公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700153	3142	3142	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
154	港區第三公佈欄		0	0		BULLETIN_BOARD	200	500	105	110	0	0.0	0.0	0	150	650	0	2	0	0		0	12	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700154	3143	3143	1			0	0	0			0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
156	哥倫布	M055	0	0		M055_000_000_N	100	210	10	20	0	0.0	0.0	0	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	0	200	0	0	0	0	8700156	111;998;3021;3205;7062;7063	111;739;3021;3205;7062;7063	1			0	0	0	93;94;95	COLUMBUS_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
157	愛蜜莉	M071	0	2		M071_000_002_N	75	145	10	10	0	0.0	0.0	0	0	0	0	33	13	1	8090;8091;8089	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700157	3100;3186	3100;3186	1	Icon_Map_Shop		0	0	0	122;123;124	DORIS2_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
158	桃樂絲	M071	0	1		M071_000_001_SP2	75	165	10	20	0	0.0	0.0	0	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8700158	921;922;983;986;987	921;32	1			0	0	0	125;126	DORIS0_0	0	2	1.00.0000	1.00.0000	1.07.0000	1.07.0000
