n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	s_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
466	餓狼魂‧亂	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
467	餓狼魂‧凶	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
468	餓狼魂‧惡	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
469	餓狼魂‧暴	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
470	餓狼魂‧戾	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
471	餓狼魂‧自由	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
500	造船木材	ICON_MISSION_058_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
501	鐵礦石	ICON_MISSION_071_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
502	不破羽毛	ICON_MISSION_028_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
503	精油椰子	ICON_FRUIT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
504	末日的布丁	ICON_MISSION_013_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
505	末日的生魚片	ICON_MISSION_070_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
506	末日的烈酒	ICON_MISSION_061_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
507	有機蘋果	ICON_MISSION_059_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
508	天堂之眼	ICON_MISSION_057_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
509	神樹木材	ICON_MISSION_058_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
510	超效燃油	ICON_MISSION_079_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
511	私藏火槍	ICON_MISSION_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
512	暴肝紅酒	ICON_MISSION_085_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
513	囂張海盜旗	ICON_MISSION_026_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
514	威風炸彈	ICON_MISSION_016_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
515	霸氣火槍	ICON_MISSION_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
516	陰濕的木材	ICON_MISSION_058_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
517	陰濕的香菇	ICON_MISSION_021_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
518	冰冷的木材	ICON_ROOT_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
519	冰冷的肉塊	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
520	死海之花	ICON_MISSION_063_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
521	死海之蟲	ICON_MISSION_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
522	死海之爪	ICON_MISSION_046_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
523	地獄的金幣	ICON_MISSION_015_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
524	地獄的船長帽	ICON_MISSION_025_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
525	地獄的血鑽石	ICON_MISSION_053_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
526	空賊炸彈	ICON_MISSION_016_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
527	空賊禁藥	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
528	空賊存糧	ICON_MISSION_051_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
529	正義軍旗	ICON_MISSION_027_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
530	轟雷炸彈	ICON_MISSION_016_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
531	軍官名牌	ICON_LICENSE_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
532	變質的水果	ICON_FRUIT_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
533	甘草露	ICON_MISSION_049_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
534	被騙走的珠寶	ICON_BL_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
535	可疑石碑	ICON_MISSION_067_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
536	可疑羊皮紙	ICON_MISSION_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
537	劣質珍珠	ICON_STONE_003_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
538	迪特里希金幣	ICON_MISSION_015_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
539	紅莓果	ICON_MISSION_029_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
540	遺失的貨物	ICON_BOX_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
541	彈藥箱	ICON_BOX_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
542	火焰結晶	ICON_GEM_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
543	強化鋼板	ICON_BOSS_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
544	高能結晶	ICON_GEM_000_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
545	推進器設計圖（一）	ICON_MAP_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
546	推進器設計圖（二）	ICON_MISSION_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
547	祝福神像	ICON_MOB_001_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
548	黃銅鈴鐺	ICON_TREASURE_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
549	金塊	ICON_STONE_001_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
550	藍色毬果	ICON_MISSION_029_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
551	紅色毬果	ICON_MISSION_029_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
552	小頭菇	ICON_MISSION_021_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
553	菌草菇	ICON_MISSION_021_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
554	乾鳳梨	ICON_FRUIT_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
555	硬香菇	ICON_MISSION_021_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
556	木筏材料	ICON_MISSION_058_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
558	厚毛皮	ICON_MISSION_048_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
559	極地鹿毛皮	ICON_MISSION_048_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
560	帶骨羊小排	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
561	黑衣組織命令	ICON_MAP_005_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
562	塔路亞椰果	ICON_FRUIT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
563	藍色石頭	ICON_STONE_000_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
564	海盜令牌	ICON_MISSION_026_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
565	船上的黑貨	ICON_BOX_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
566	秘密帳本	ICON_MISSION_076_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
567	飛飛鳥蛋	ICON_STONE_006_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
568	審判之槌	ICON_Collect_Treasure_008_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
569	自由之徽	ICON_NL_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
570	海神之觴	ICON_Collect_Treasure_010_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
571	寒霜巨龜血	ICON_MISSION_085_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
572	紫樹龍龜血	ICON_MISSION_073_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
573	招牌黑啤酒	ICON_MISSION_061_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
574	密釀香蕉酒	ICON_MISSION_079_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
575	墮落總司令	ICON_WINE_015_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
576	老爺爺古董鎧甲	IB024		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
577	老爺爺破爛鎧甲	IS142		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
578	燒喉嚨伏特加	ICON_WINE_015_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
579	血腥瑪莉	ICON_WINE_015_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
580	煉獄威士忌	ICON_WINE_014_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
581	致命龍舌蘭	ICON_WINE_015_005		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
582	陳年梅子酒	ICON_WINE_027_004		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
583	遺落的鷹羽	ICON_MISSION_028_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
584	安錫恩的槌子	ICON_MISSION_041_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
585	安錫恩的錐子	ICON_WATERMARK_RH		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
586	安錫恩工具組	ICON_Collect_Treasure_003_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
587	肯巴爾之戒	ICON_BL_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
588	遺留的禦寒衣物	ICON_GL_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
589	晨光之戒	ICON_MISSION_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
590	暮光之冠	ICON_HT_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
591	皇室項鍊	ICON_MISSION_019_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
592	航線圖	ICON_MAP_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
593	古代機甲密鑰	ICON_KEY_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
594	熔爐核心	ICON_BOSS_003_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
595	浮游紅水晶	ICON_MISSION_001_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
596	赤鐵礦	ICON_STONE_001_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
597	動力機關	ICON_TOOL_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
598	能量核心	ICON_STONE_004_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
599	熱熔方塊	ICON_GEM_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
600	燃燒彈	ICON_MISSION_016_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
601	天堂香料	ICON_POWDER_000_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
602	珍貴羊毛	ICON_MISSION_048_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
603	蜂王屍體	ICON_MISSION_048_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
604	姆帝國符文石	ICON_MISSION_048_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.03.0000	1.03.0000	1.07.0000	1.07.0000
605	積欠的酒錢	ICON_MONEYBAG		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.03.0000	1.03.0000	1.07.0000	1.07.0000
606	神秘的禮物	ICON_Chest_Hidden		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.02.0000	1.02.0000	1.07.0000	1.07.0000
607	監牢通道鑰匙	ICON_MISSION_052_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2560		0	0	0	1	999		0			0	0	1.03.0000	1.03.0000	1.07.0000	1.07.0000
608	重刑犯鑰匙	ICON_KEY_000_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2560		0	0	0	1	999	1;300	0			0	0	1.03.0000	1.03.0000	1.07.0000	1.07.0000
609	海軍船帽	ICON_MISSION_024_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
610	角鬥士的鮮血	ICON_MISSION_050_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
611	古代海賊骨骸	ICON_MISSION_086_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
612	守護者之石	ICON_SERVICE_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
613	罪人之焰	ICON_ELEMENT_000_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
614	機甲主機板	ICON_MISSION_043_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
615	破裂原鑽	ICON_MISSION_001_005		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.04.0000	1.04.0000	1.07.0000	1.07.0000
616	打磨工具	ICON_MISSION_041_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.04.0000	1.04.0000	1.07.0000	1.07.0000
617	白金底座	ICON_MISSION_045_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.04.0000	1.04.0000	1.07.0000	1.07.0000
618	銀星鎖鍊	ICON_NL_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.04.0000	1.04.0000	1.07.0000	1.07.0000
621	光鑽星墜	ICON_NL_008_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.04.0000	1.04.0000	1.07.0000	1.07.0000
622	歐茲的懸賞單	ICON_COLLECT_003_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
623	怒海航海圖上半部	ICON_MISSION_006_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
624	怒海航海圖下半部	ICON_MISSION_006_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
625	偽造的文件	ICON_COLLECT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
626	怒海羅盤	ICON_EXPLORE_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
627	冠軍金盃	ICON_main_Achieve		0	0	0		55	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
628	真情水晶	ICON_MISSION_001_001		0	0	0		12	1	1	0	0	0	0	0	0	0	0	0		0		0	0	0	1	999		0			0	0	1.05.0000	1.05.0000	1.07.0000	1.07.0000
629	熱情水晶	ICON_MISSION_001_001		0	0	0		12	1	1	0	0	0	0	0	0	0	0	0		0		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
630	遭竊的海神儀	ICON_EXPLORE_000_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
631	小玩具禮包	ICON_TREASURE_044_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
