n_ID	n_STACK	n_BUFF_TYPE	s_BUFF_ICON	f_DURATION	s_BUFF_CANCEL	s_BUFF_CONDITON	s_CONDITIONAL_BUFF	s_CONSTANT_BUFF	s_BUFF_FXS	s_BUFF_FXS_RIGHT	s_BUFF_FXS_LEFT	n_ANIMATION_RANK	s_ANIMATION_REPLACE
24091	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_AGILITY(0.14)				0	
24092	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_PERCEPTION(0.14)				0	
24093	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_INTELLECT(0.14)				0	
24094	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_ANTI_POWERHIT(0.01)				0	
24095	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24096	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_ABSORB_POWERDAM(0.1)				0	
24097	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.15)\nADD_ABSORB_SHIELD(0.1)				0	
24098	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_STRENGH(0.14)				0	
24099	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_CONSITUTION(0.14)				0	
24100	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_AGILITY(0.14)				0	
24101	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_PERCEPTION(0.14)				0	
24102	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_INTELLECT(0.14)				0	
24103	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_ANTI_POWERHIT(0.01)				0	
24104	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24105	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_ABSORB_POWERDAM(0.1)				0	
24106	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.15)\nADD_ABSORB_SHIELD(0.1)				0	
24107	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_STRENGH(0.14)				0	
24108	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_CONSITUTION(0.14)				0	
24109	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_AGILITY(0.14)				0	
24110	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_PERCEPTION(0.14)				0	
24111	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_INTELLECT(0.14)				0	
24112	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_ANTI_POWERHIT(0.01)				0	
24113	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24114	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_ABSORB_POWERDAM(0.1)				0	
24115	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.003)\nADD_ABSORB_SHIELD(0.1)				0	
24116	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_STRENGH(0.14)				0	
24117	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_CONSITUTION(0.14)				0	
24118	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_AGILITY(0.14)				0	
24119	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_PERCEPTION(0.14)				0	
24120	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_INTELLECT(0.14)				0	
24121	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_ANTI_POWERHIT(0.01)				0	
24122	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24123	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_ABSORB_POWERDAM(0.1)				0	
24124	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.003)\nADD_ABSORB_SHIELD(0.1)				0	
24125	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_STRENGH(0.14)				0	
24126	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_CONSITUTION(0.14)				0	
24127	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_AGILITY(0.14)				0	
24128	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_PERCEPTION(0.14)				0	
24129	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_INTELLECT(0.14)				0	
24130	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_ANTI_POWERHIT(0.01)				0	
24131	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24132	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_ABSORB_POWERDAM(0.1)				0	
24133	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.003)\nADD_ABSORB_SHIELD(0.1)				0	
24134	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_CONSITUTION(0.14)				0	
24135	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_AGILITY(0.14)				0	
24136	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_PERCEPTION(0.14)				0	
24137	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_INTELLECT(0.14)				0	
24138	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_ANTI_POWERHIT(0.01)				0	
24139	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24140	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_ABSORB_POWERDAM(0.1)				0	
24141	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.09)\nADD_ABSORB_SHIELD(0.1)				0	
24142	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_STRENGH(0.14)				0	
24143	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_AGILITY(0.14)				0	
24144	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_PERCEPTION(0.14)				0	
24145	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_INTELLECT(0.14)				0	
24146	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_ANTI_POWERHIT(0.01)				0	
24147	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24148	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_ABSORB_POWERDAM(0.1)				0	
24149	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.09)\nADD_ABSORB_SHIELD(0.1)				0	
24150	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_STRENGH(0.14)				0	
24151	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_CONSITUTION(0.14)				0	
24152	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_PERCEPTION(0.14)				0	
24153	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_INTELLECT(0.14)				0	
24154	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_ANTI_POWERHIT(0.01)				0	
24155	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24156	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_ABSORB_POWERDAM(0.1)				0	
24157	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.09)\nADD_ABSORB_SHIELD(0.1)				0	
24158	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_STRENGH(0.14)				0	
24159	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_CONSITUTION(0.14)				0	
24160	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_AGILITY(0.14)				0	
24161	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_INTELLECT(0.14)				0	
24162	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_ANTI_POWERHIT(0.01)				0	
24163	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24164	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_ABSORB_POWERDAM(0.1)				0	
24165	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.09)\nADD_ABSORB_SHIELD(0.1)				0	
24166	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_STRENGH(0.14)				0	
24167	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_CONSITUTION(0.14)				0	
24168	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_AGILITY(0.14)				0	
24169	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_PERCEPTION(0.14)				0	
24170	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_ANTI_POWERHIT(0.01)				0	
24171	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24172	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_ABSORB_POWERDAM(0.1)				0	
24173	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.09)\nADD_ABSORB_SHIELD(0.1)				0	
24174	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_STRENGH(0.14)				0	
24175	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_CONSITUTION(0.14)				0	
24176	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_AGILITY(0.14)				0	
24177	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_PERCEPTION(0.14)				0	
24178	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_INTELLECT(0.14)				0	
24179	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_ANTI_POWERHIT(0.01)				0	
24180	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24181	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_ABSORB_POWERDAM(0.1)				0	
24182	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HPMAX(0.12)\nADD_ABSORB_SHIELD(0.1)				0	
24183	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_STRENGH(0.14)				0	
24184	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_CONSITUTION(0.14)				0	
24185	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_AGILITY(0.14)				0	
24186	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_PERCEPTION(0.14)				0	
24187	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_INTELLECT(0.14)				0	
24188	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_ANTI_POWERHIT(0.01)				0	
24189	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24190	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_ABSORB_POWERDAM(0.1)				0	
24191	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIPHYSICS(0.1)\nADD_ABSORB_SHIELD(0.1)				0	
24192	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_STRENGH(0.14)				0	
24193	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_CONSITUTION(0.14)				0	
24194	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_AGILITY(0.14)				0	
24195	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_PERCEPTION(0.14)				0	
24196	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_INTELLECT(0.14)				0	
24197	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_ANTI_POWERHIT(0.01)				0	
24198	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24199	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_ABSORB_POWERDAM(0.1)				0	
24200	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DAMMIMAGIC(0.1)\nADD_ABSORB_SHIELD(0.1)				0	
24201	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_STRENGH(0.14)				0	
24202	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_CONSITUTION(0.14)				0	
24203	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_AGILITY(0.14)				0	
24204	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_PERCEPTION(0.14)				0	
24205	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_INTELLECT(0.14)				0	
24206	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_ANTI_POWERHIT(0.01)				0	
24207	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24208	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_ABSORB_POWERDAM(0.1)				0	
24209	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AC_PHYSICS(0.32)\nADD_ABSORB_SHIELD(0.1)				0	
24210	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_STRENGH(0.14)				0	
24211	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_CONSITUTION(0.14)				0	
24212	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_AGILITY(0.14)				0	
24213	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_PERCEPTION(0.14)				0	
24214	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_INTELLECT(0.14)				0	
24215	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ANTI_POWERHIT(0.01)				0	
24216	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24217	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ABSORB_POWERDAM(0.1)				0	
24218	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_PHYSICS(0.3)\nADD_ABSORB_SHIELD(0.1)				0	
24219	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_STRENGH(0.14)				0	
24220	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_CONSITUTION(0.14)				0	
24221	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_AGILITY(0.14)				0	
24222	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_PERCEPTION(0.14)				0	
24223	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_INTELLECT(0.14)				0	
24224	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_ANTI_POWERHIT(0.01)				0	
24225	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24226	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_ABSORB_POWERDAM(0.1)				0	
24227	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PENETRATE_MAGIC(0.3)\nADD_ABSORB_SHIELD(0.1)				0	
24228	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_STRENGH(0.14)				0	
24229	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_CONSITUTION(0.14)				0	
24230	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_AGILITY(0.14)				0	
24231	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_PERCEPTION(0.14)				0	
24232	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_INTELLECT(0.14)				0	
24233	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
24234	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24235	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
24236	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_HITRATE(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
24237	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_STRENGH(0.14)				0	
24238	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_CONSITUTION(0.14)				0	
24239	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_AGILITY(0.14)				0	
24240	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_PERCEPTION(0.14)				0	
24241	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_INTELLECT(0.14)				0	
24242	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
24243	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24244	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
24245	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_DODGE(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
24246	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_STRENGH(0.14)				0	
24247	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_CONSITUTION(0.14)				0	
24248	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_AGILITY(0.14)				0	
24249	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_PERCEPTION(0.14)				0	
24250	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_INTELLECT(0.14)				0	
24251	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_ANTI_POWERHIT(0.01)				0	
24252	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24253	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_ABSORB_POWERDAM(0.1)				0	
24254	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_POWERHIT(0.006)\nADD_ABSORB_SHIELD(0.1)				0	
24255	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_CONSITUTION(0.14)				0	
24256	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_AGILITY(0.14)				0	
24257	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_PERCEPTION(0.14)				0	
24258	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_INTELLECT(0.14)				0	
24259	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
24260	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24261	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
24262	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_STRENGH(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
24263	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_STRENGH(0.14)				0	
24264	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_AGILITY(0.14)				0	
24265	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_PERCEPTION(0.14)				0	
24266	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_INTELLECT(0.14)				0	
24267	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
24268	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24269	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
24270	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_CONSITUTION(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
24271	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_STRENGH(0.14)				0	
24272	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_CONSITUTION(0.14)				0	
24273	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_PERCEPTION(0.14)				0	
24274	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_INTELLECT(0.14)				0	
24275	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
24276	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24277	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
24278	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_AGILITY(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
24279	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_STRENGH(0.14)				0	
24280	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_CONSITUTION(0.14)				0	
24281	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_AGILITY(0.14)				0	
24282	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_INTELLECT(0.14)				0	
24283	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
24284	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24285	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
24286	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_PERCEPTION(0.14)\nADD_ABSORB_SHIELD(0.1)				0	
24287	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_STRENGH(0.14)				0	
24288	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_CONSITUTION(0.14)				0	
24289	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_AGILITY(0.14)				0	
24290	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_PERCEPTION(0.14)				0	
24291	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_ANTI_POWERHIT(0.01)				0	
24292	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_MULTIPLY_POWERDAM(0.1)				0	
24293	999	0		0.0				ADD_AC_MAGIC(0.5)\nADD_INTELLECT(0.14)\nADD_ABSORB_POWERDAM(0.1)				0	
