# FACTPACK-L2-CLASSCENSUS-001 -- declared class names in the Pirate Force client image
# derived ONLY from pf_bridge/factpack_L1/strings_ascii.tsv (sha256 ddad39f182544feaa56af2b451c0acf96cc028ad27224588779bd5d2a8051b94)
# NONCLAIM: every row is a literal in a file.  Presence does NOT prove the class is constructed, registered, or ever hit the wire.
# wire_id is DERIVED from the name by the round-62 hash.  It is NOT read from any table in the image.
name	family	wire_id	wire_id_dec	rtti_va	rtti_file_offset	literal_kind	literal_va	in_names_table	in_round86_census	in_round38_tsv	id_collision_with_table_name	rtti_descriptor	literal_run_text
Pets_UpdatePetsDataVital	wire_vital	0x76B9	30393	0x0101D798	0x00C1AF98	standalone	0x00F42394	True	False	True	-	.?AVPets_UpdatePetsDataVital@@	Pets_UpdatePetsDataVital
Pets_UpdatePetsMegringDataVital	wire_vital	0xC45C	50268	0x0101D9D0	0x00C1B1D0	standalone	0x00F42508	True	False	True	-	.?AVPets_UpdatePetsMegringDataVital@@	Pets_UpdatePetsMegringDataVital
Pets_UpdateSummonPetsTimeOutVital	wire_vital	0xE28A	57994	0x0101D860	0x00C1B060	standalone	0x00F42450	True	False	True	-	.?AVPets_UpdateSummonPetsTimeOutVital@@	Pets_UpdateSummonPetsTimeOutVital
PhotoAttr	attr_state_block	0x12BC	4796	0x0102118C	0x00C1E98C	none	-	False	False	False	-	.?AVPhotoAttr@@	-
PhotoLink	other_unclassified	0x1242	4674	0x010211A4	0x00C1E9A4	none	-	False	False	False	-	.?AVPhotoLink@@	-
PicAppraiseProgressBarEventHandler	ui_event_handler	0xEDDB	60891	0x01026950	0x00C24150	none	-	False	False	False	-	.?AVPicAppraiseProgressBarEventHandler@@	-
PickupTerrainThing	scene_world_move	0x4543	17731	0x0101FAAC	0x00C1D2AC	standalone	0x00F3093C	False	True	False	-	.?AVPickupTerrainThing@@	PickupTerrainThing
PlayCooDebugEditorEventHandler	ui_event_handler	0xB94E	47438	0x01025054	0x00C22854	none	-	False	False	False	-	.?AVPlayCooDebugEditorEventHandler@@	-
PlayCooDebugEventHandler	ui_event_handler	0x770B	30475	0x01025084	0x00C22884	none	-	False	False	False	-	.?AVPlayCooDebugEventHandler@@	-
PlayerExtraAttr	attr_state_block	0x3120	12576	0x010254C4	0x00C22CC4	none	-	False	False	False	-	.?AVPlayerExtraAttr@@	-
PlayerLuaProxy_Client	other_unclassified	0x5DD3	24019	0x01022064	0x00C1F864	none	-	False	False	False	-	.?AVPlayerLuaProxy_Client@@	-
PlayerSearchCondition	other_unclassified	0x5E08	24072	0x0101BFC4	0x00C197C4	none	-	False	False	False	-	.?AVPlayerSearchCondition@@	-
PlayerSearchConditionCache	other_unclassified	0x8A33	35379	0x0101C02C	0x00C1982C	none	-	False	False	False	-	.?AVPlayerSearchConditionCache@@	-
PlayerSearchInitData	data_blob	0x51E5	20965	0x0101C058	0x00C19858	none	-	False	False	False	-	.?AVPlayerSearchInitData@@	-
PlayerSearchItem	item_inventory_economy	0x3607	13831	0x0101BFE8	0x00C197E8	none	-	False	False	False	-	.?AVPlayerSearchItem@@	-
PlayerSearchModule_Client	module_subsystem	0x818E	33166	0x0101C07C	0x00C1987C	standalone	0x00F3BAF0	False	True	False	-	.?AVPlayerSearchModule_Client@@	PlayerSearchModule_Client
PlayerSearchResult	other_unclassified	0x4650	18000	0x0101C008	0x00C19808	none	-	False	False	False	-	.?AVPlayerSearchResult@@	-
PlayerSearchVitalReq	wire_vital	0x537A	21370	0x010267C4	0x00C23FC4	standalone	0x00F3BEDC	True	False	True	-	.?AVPlayerSearchVitalReq@@	PlayerSearchVitalReq
PlayerSearchVitalRes	wire_vital	0x53A2	21410	0x010267E8	0x00C23FE8	standalone	0x00F3BEF4	True	False	True	-	.?AVPlayerSearchVitalRes@@	PlayerSearchVitalRes
PosData	scene_world_move	0x0ADB	2779	0x0101AD04	0x00C18504	none	-	False	False	False	-	.?AVPosData@@	-
PosUnit	scene_world_move	0x0BA3	2979	0x0101ACEC	0x00C184EC	none	-	False	False	False	-	.?AVPosUnit@@	-
PotentialEventHandler	ui_event_handler	0x5CFD	23805	0x01024E1C	0x00C2261C	none	-	False	False	False	-	.?AVPotentialEventHandler@@	-
PurchaseServiceVital	wire_vital	0x54D0	21712	0x0101FC84	0x00C1D484	standalone	0x00F30A0C	True	False	True	-	.?AVPurchaseServiceVital@@	PurchaseServiceVital
QuestAttr	attr_state_block	0x12CE	4814	0x0101B63C	0x00C18E3C	standalone	0x00F31900	False	True	False	-	.?AVQuestAttr@@	QuestAttr
QuestContentData	task_quest	0x3653	13907	0x0101AFCC	0x00C187CC	none	-	False	False	False	-	.?AVQuestContentData@@	-
QuestContentEventHandler	ui_event_handler	0x7943	31043	0x01025838	0x00C23038	none	-	False	False	False	-	.?AVQuestContentEventHandler@@	-
QuestFailResult	task_quest	0x316D	12653	0x010201C8	0x00C1D9C8	standalone	0x00F34070	False	True	False	-	.?AVQuestFailResult@@	QuestFailResult
QuestFlagRangeChange	task_quest	0x5124	20772	0x010202F0	0x00C1DAF0	standalone	0x00F3411C	False	True	False	-	.?AVQuestFlagRangeChange@@	QuestFlagRangeChange
QuestIconBoard	ui_widget	0x2962	10594	0x0101B120	0x00C18920	none	-	False	False	False	-	.?AVQuestIconBoard@@	-
QuestLuaProxy_Client	task_quest	0x5577	21879	0x01025868	0x00C23068	standalone	0x00F33330	False	False	False	-	.?AVQuestLuaProxy_Client@@	QuestLuaProxy_Client
QuestMainEventHandler	ui_event_handler	0x5C63	23651	0x01025890	0x00C23090	none	-	False	False	False	-	.?AVQuestMainEventHandler@@	-
QuestMiscAttr	attr_state_block	0x24FA	9466	0x0101B670	0x00C18E70	standalone	0x00F3190C	False	True	False	-	.?AVQuestMiscAttr@@	QuestMiscAttr
QuestMiscData	task_quest	0x236A	9066	0x0101B654	0x00C18E54	none	-	False	False	False	-	.?AVQuestMiscData@@	-
QuestModule	module_subsystem	0x1B1D	6941	0x0101B6AC	0x00C18EAC	standalone	0x00F0BAE8	False	True	False	-	.?AVQuestModule@@	QuestModule
QuestNPCConversationEventHandler	ui_event_handler	0xD42C	54316	0x0102594C	0x00C2314C	none	-	False	False	False	-	.?AVQuestNPCConversationEventHandler@@	-
QuestNPCGraphicConversationEventHandler	ui_event_handler	0x397A	14714	0x0102597C	0x00C2317C	none	-	False	False	False	-	.?AVQuestNPCGraphicConversationEventHandler@@	-
QuestNPCModule	module_subsystem	0x286B	10347	0x0101B6C8	0x00C18EC8	standalone	0x00F337AC	False	True	False	-	.?AVQuestNPCModule@@	QuestNPCModule
QuestOperateVital	wire_vital	0x3E34	15924	0x01020244	0x00C1DA44	standalone	0x00F340B0	True	False	True	-	.?AVQuestOperateVital@@	QuestOperateVital
QuestPCConversationEventHandler	ui_event_handler	0xC80A	51210	0x010258E4	0x00C230E4	none	-	False	False	False	-	.?AVQuestPCConversationEventHandler@@	-
QuestPCGraphicConversationEventHandler	ui_event_handler	0x2A9A	10906	0x01025914	0x00C23114	none	-	False	False	False	-	.?AVQuestPCGraphicConversationEventHandler@@	-
QuestRewardEventHandler	ui_event_handler	0x6ED8	28376	0x010259B4	0x00C231B4	none	-	False	False	False	-	.?AVQuestRewardEventHandler@@	-
QuestRewardGraphicEventHandler	ui_event_handler	0xB983	47491	0x010259DC	0x00C231DC	none	-	False	False	False	-	.?AVQuestRewardGraphicEventHandler@@	-
QuestShareResult	task_quest	0x3853	14419	0x010202D0	0x00C1DAD0	standalone	0x00F34108	False	True	False	-	.?AVQuestShareResult@@	QuestShareResult
QuestStandingPicEditorEventHandler	ui_event_handler	0xED70	60784	0x01025A34	0x00C23234	none	-	False	False	False	-	.?AVQuestStandingPicEditorEventHandler@@	-
QuestStandingPicEventHandler	ui_event_handler	0xA191	41361	0x01025A68	0x00C23268	none	-	False	False	False	-	.?AVQuestStandingPicEventHandler@@	-
QuestStartStatus	task_quest	0x397B	14715	0x0101AFAC	0x00C187AC	none	-	False	False	False	-	.?AVQuestStartStatus@@	-
QuestTrackEventHandler	ui_event_handler	0x654F	25935	0x01025A0C	0x00C2320C	none	-	False	False	False	-	.?AVQuestTrackEventHandler@@	-
RankingListEventHandler	ui_event_handler	0x6ED5	28373	0x01026F88	0x00C24788	none	-	False	False	False	-	.?AVRankingListEventHandler@@	-
ReArrangeBagReply	item_inventory_economy	0x3C8A	15498	0x0101FCEC	0x00C1D4EC	standalone	0x00F30A50	False	True	False	-	.?AVReArrangeBagReply@@	ReArrangeBagReply
ReArrangeBagResult	item_inventory_economy	0x4492	17554	0x0101F4C4	0x00C1CCC4	none	-	False	False	False	-	.?AVReArrangeBagResult@@	-
ReArrangeItemUnit	item_inventory_economy	0x3D65	15717	0x0101F4A4	0x00C1CCA4	none	-	False	False	False	-	.?AVReArrangeItemUnit@@	-
ReliveConfirmEventHandler	ui_event_handler	0x8289	33417	0x010232F4	0x00C20AF4	none	-	False	False	False	-	.?AVReliveConfirmEventHandler@@	-
ReliveMarkerVital	wire_vital	0x3DD6	15830	0x0101FB24	0x00C1D324	standalone	0x00F30978	True	False	True	-	.?AVReliveMarkerVital@@	ReliveMarkerVital
ReliveVital	wire_vital	0x1AD4	6868	0x0101FB08	0x00C1D308	standalone	0x00F3096C	True	False	True	-	.?AVReliveVital@@	ReliveVital
RemoveActorBoard	ui_widget	0x35F1	13809	0x0101B0E0	0x00C188E0	none	-	False	False	False	-	.?AVRemoveActorBoard@@	-
RenderObject	other_unclassified	0x1F31	7985	0x0101EB28	0x00C1C328	none	-	False	False	False	-	.?AVRenderObject@@	-
ResidentEffectAttr	attr_state_block	0x44BA	17594	0x0101DAF0	0x00C1B2F0	standalone	0x00F42DD0	False	True	False	-	.?AVResidentEffectAttr@@	ResidentEffectAttr
ResidentEffectEventHandler	ui_event_handler	0x8C01	35841	0x0102133C	0x00C1EB3C	none	-	False	False	False	-	.?AVResidentEffectEventHandler@@	-
ResidentEffectItem	effect_fx_missile	0x43D9	17369	0x0101DACC	0x00C1B2CC	none	-	False	False	False	-	.?AVResidentEffectItem@@	-
ResidentEffectModule_Client	module_subsystem	0x968A	38538	0x0101DB14	0x00C1B314	standalone	0x00F4186C	False	True	False	-	.?AVResidentEffectModule_Client@@	ResidentEffectModule_Client
ReturnSelectServerVital	wire_vital	0x709E	28830	0x0101FD6C	0x00C1D56C	standalone	0x00F30A98	True	False	True	-	.?AVReturnSelectServerVital@@	ReturnSelectServerVital
RewardGMToolEditorEventHandler	ui_event_handler	0xB8E0	47328	0x01027648	0x00C24E48	none	-	False	False	False	-	.?AVRewardGMToolEditorEventHandler@@	-
RewardGMToolEventHandler	ui_event_handler	0x769D	30365	0x01027678	0x00C24E78	none	-	False	False	False	-	.?AVRewardGMToolEventHandler@@	-
RunFxSetVital	wire_vital	0x246F	9327	0x0101FD94	0x00C1D594	standalone	0x00F30AB0	True	False	True	-	.?AVRunFxSetVital@@	RunFxSetVital
SEAARENAENDEditorEventHandler	ui_event_handler	0xA615	42517	0x010266AC	0x00C23EAC	none	-	False	False	False	-	.?AVSEAARENAENDEditorEventHandler@@	-
SEAARENAENDEventHandler	ui_event_handler	0x6639	26169	0x010266D8	0x00C23ED8	none	-	False	False	False	-	.?AVSEAARENAENDEventHandler@@	-
SEAARENAWAITEditorEventHandler	ui_event_handler	0xB183	45443	0x01026704	0x00C23F04	none	-	False	False	False	-	.?AVSEAARENAWAITEditorEventHandler@@	-
SEAARENAWAITEventHandler	ui_event_handler	0x6F40	28480	0x01026734	0x00C23F34	none	-	False	False	False	-	.?AVSEAARENAWAITEventHandler@@	-
SSConectionStatusChangedVital	wire_vital	0xAE66	44646	0x0101FDF0	0x00C1D5F0	standalone	0x00F30AD8	True	False	True	-	.?AVSSConectionStatusChangedVital@@	SSConectionStatusChangedVital
SailMainEventHandler	ui_event_handler	0x53A4	21412	0x0102741C	0x00C24C1C	none	-	False	False	False	-	.?AVSailMainEventHandler@@	-
SailorAmityTipInfo	other_unclassified	0x4492	17554	0x0101A41C	0x00C17C1C	none	-	False	False	False	-	.?AVSailorAmityTipInfo@@	-
SailorSkillTipInfo	combat_skill_buff	0x4421	17441	0x0101A3F8	0x00C17BF8	none	-	False	False	False	-	.?AVSailorSkillTipInfo@@	-
SaveScreenShotStreamData	data_blob	0x7675	30325	0x0102B034	0x00C28834	none	-	False	False	False	-	.?AVSaveScreenShotStreamData@@	-
Scene	scene_world_move	0x05F9	1529	0x0102B06C	0x00C2886C	standalone	0x00F17165	False	False	False	-	.?AVScene@@	Scene
SceneGatheringData	scene_world_move	0x4320	17184	0x0101E910	0x00C1C110	none	-	False	False	False	-	.?AVSceneGatheringData@@	-
SceneLuaProxy_Client	scene_world_move	0x54F6	21750	0x01025708	0x00C22F08	none	-	False	False	False	SwitchServerResVital	.?AVSceneLuaProxy_Client@@	-
SceneNPCCreation	scene_world_move	0x34CA	13514	0x01021788	0x00C1EF88	none	-	False	False	False	-	.?AVSceneNPCCreation@@	-
SceneObjectMovieModule	module_subsystem	0x6567	25959	0x0101DC1C	0x00C1B41C	standalone	0x00F432B4	False	True	False	-	.?AVSceneObjectMovieModule@@	SceneObjectMovieModule
SceneSoundEffectModule	module_subsystem	0x64E7	25831	0x0101D610	0x00C1AE10	standalone	0x00F411F4	False	True	False	-	.?AVSceneSoundEffectModule@@	SceneSoundEffectModule
SceneTrigger	scene_world_move	0x1FAB	8107	0x0102574C	0x00C22F4C	none	-	False	False	False	-	.?AVSceneTrigger@@	-
SceneTrigger_Client	scene_world_move	0x4C19	19481	0x01025768	0x00C22F68	none	-	False	False	False	-	.?AVSceneTrigger_Client@@	-
ScheduledActivity	other_unclassified	0x3FAB	16299	0x01024A78	0x00C22278	none	-	False	False	False	-	.?AVScheduledActivity@@	-
SelectActorMainEventHandler	ui_event_handler	0x9652	38482	0x01022C28	0x00C20428	none	-	False	False	False	-	.?AVSelectActorMainEventHandler@@	-
SelectActorVital	wire_vital	0x36EF	14063	0x0101F760	0x00C1CF60	standalone	0x00F0B3C0	True	False	True	-	.?AVSelectActorVital@@	SelectActorVital
SelectServerEventHandler	ui_event_handler	0x78E4	30948	0x010238A8	0x00C210A8	none	-	False	False	False	-	.?AVSelectServerEventHandler@@	-
ServerAddedInfoVital	wire_vital	0x52D4	21204	0x0101FC60	0x00C1D460	standalone	0x00F0B3A8	False	False	True	-	.?AVServerAddedInfoVital@@	ServerAddedInfoVital
ServerData	data_blob	0x15B2	5554	0x0101F578	0x00C1CD78	none	-	False	False	False	-	.?AVServerData@@	-
ServerData_Client	other_unclassified	0x3CA4	15524	0x0101F5C8	0x00C1CDC8	none	-	False	False	False	-	.?AVServerData_Client@@	-
SetItemOnParticularHotKeyPosVital	wire_vital	0xE0AC	57516	0x0101FEAC	0x00C1D6AC	standalone	0x00F30B50	True	False	True	-	.?AVSetItemOnParticularHotKeyPosVital@@	SetItemOnParticularHotKeyPosVital
SetPetEquipmentData	data_blob	0x4BF5	19445	0x0101D638	0x00C1AE38	none	-	False	False	False	-	.?AVSetPetEquipmentData@@	-
ShowMessageVital	wire_vital	0x36D2	14034	0x0101FE1C	0x00C1D61C	standalone	0x00F30AF8	True	False	True	-	.?AVShowMessageVital@@	ShowMessageVital
ShowRoomCreature	other_unclassified	0x37EB	14315	0x01025148	0x00C22948	none	-	False	False	False	-	.?AVShowRoomCreature@@	-
SimpleBuff	combat_skill_buff	0x15AE	5550	0x0101E6E0	0x00C1BEE0	none	-	False	False	False	-	.?AVSimpleBuff@@	-
SimpleBuffUnit	combat_skill_buff	0x2A2A	10794	0x0101F6FC	0x00C1CEFC	none	-	False	False	False	-	.?AVSimpleBuffUnit@@	-
SimpleStallItem	item_inventory_economy	0x3009	12297	0x0101E578	0x00C1BD78	none	-	False	False	False	-	.?AVSimpleStallItem@@	-
SkillCommand	combat_skill_buff	0x1F3C	7996	0x0101A0DC	0x00C178DC	none	-	False	False	False	-	.?AVSkillCommand@@	-
SkillEmotionEventHandler	ui_event_handler	0x78EA	30954	0x0102528C	0x00C22A8C	none	-	False	False	False	-	.?AVSkillEmotionEventHandler@@	-
SkillFastBarData	combat_skill_buff	0x33DC	13276	0x0101A240	0x00C17A40	none	-	False	False	False	-	.?AVSkillFastBarData@@	-
SkillFastBarHandlerManager	combat_skill_buff	0x89DF	35295	0x0101A2FC	0x00C17AFC	none	-	False	False	False	-	.?AVSkillFastBarHandlerManager@@	-
SkillLearn2EventHandler	ui_event_handler	0x6C05	27653	0x010251C0	0x00C229C0	none	-	False	False	False	-	.?AVSkillLearn2EventHandler@@	-
SkillLearnEventHandler	ui_event_handler	0x651F	25887	0x01025170	0x00C22970	none	-	False	False	False	-	.?AVSkillLearnEventHandler@@	-
SkillMain2EventHandler	ui_event_handler	0x62CD	25293	0x01025198	0x00C22998	none	-	False	False	False	-	.?AVSkillMain2EventHandler@@	-
SkillMainEventHandler	ui_event_handler	0x5C19	23577	0x0102776C	0x00C24F6C	none	-	False	False	False	-	.?AVSkillMainEventHandler@@	-
SkillRecountEditorEventHandler	ui_event_handler	0xBB6B	47979	0x0102536C	0x00C22B6C	none	-	False	False	False	-	.?AVSkillRecountEditorEventHandler@@	-
SkillRecountEventHandler	ui_event_handler	0x7928	31016	0x0102539C	0x00C22B9C	none	-	False	False	False	-	.?AVSkillRecountEventHandler@@	-
SkillSimplifyEventHandler	ui_event_handler	0x834F	33615	0x010252B4	0x00C22AB4	none	-	False	False	False	-	.?AVSkillSimplifyEventHandler@@	-
SkillSingingEventHandler	ui_event_handler	0x7846	30790	0x01027798	0x00C24F98	none	-	False	False	False	-	.?AVSkillSingingEventHandler@@	-
SkillTestUIEventHandler	ui_event_handler	0x6CDA	27866	0x010277C4	0x00C24FC4	none	-	False	False	False	-	.?AVSkillTestUIEventHandler@@	-
SkillTipInfo	combat_skill_buff	0x1EFA	7930	0x0101A368	0x00C17B68	none	-	False	False	False	-	.?AVSkillTipInfo@@	-
SmallMapEventHandler	ui_event_handler	0x539F	21407	0x01023328	0x00C20B28	none	-	False	False	False	-	.?AVSmallMapEventHandler@@	-
SocialMailReadEventHandler	ui_event_handler	0x8A2C	35372	0x0102337C	0x00C20B7C	none	-	False	False	False	-	.?AVSocialMailReadEventHandler@@	-
SocialMailWriteEventHandler	ui_event_handler	0x96F2	38642	0x01023350	0x00C20B50	none	-	False	False	False	-	.?AVSocialMailWriteEventHandler@@	-
SoulMateCandicateRecord	persistence_record	0x6D2F	27951	0x0101B9C0	0x00C191C0	none	-	False	False	False	-	.?AVSoulMateCandicateRecord@@	-
SoundEffectsData	effect_fx_missile	0x353D	13629	0x0101A8B8	0x00C180B8	none	-	False	False	False	-	.?AVSoundEffectsData@@	-
SpEnvironmentRangeData	data_blob	0x640D	25613	0x0101A870	0x00C18070	none	-	False	False	False	-	.?AVSpEnvironmentRangeData@@	-
StallActorAttr	attr_state_block	0x2ABB	10939	0x0101E610	0x00C1BE10	standalone	0x00F4A4FC	False	True	False	-	.?AVStallActorAttr@@	StallActorAttr
StallAvatarLoadStream	persistence_record	0x5BFF	23551	0x0101E654	0x00C1BE54	none	-	False	False	False	-	.?AVStallAvatarLoadStream@@	-
StallItem	item_inventory_economy	0x1209	4617	0x0101E598	0x00C1BD98	none	-	False	False	False	-	.?AVStallItem@@	-
StallModule_Client	module_subsystem	0x447D	17533	0x0101E630	0x00C1BE30	standalone	0x00F4A404	False	True	False	-	.?AVStallModule_Client@@	StallModule_Client
StallOpenVital	wire_vital	0x2A3E	10814	0x0101E5D0	0x00C1BDD0	standalone	0x00F4A4D8	True	False	True	-	.?AVStallOpenVital@@	StallOpenVital
StallOperateVital	wire_vital	0x3DE4	15844	0x0101E5F0	0x00C1BDF0	standalone	0x00F4A4E8	True	False	True	-	.?AVStallOperateVital@@	StallOperateVital
StallStartVital	wire_vital	0x30FE	12542	0x0101E5B0	0x00C1BDB0	standalone	0x00F4A4C8	True	False	True	-	.?AVStallStartVital@@	StallStartVital
StalledActorBoard	ui_widget	0x3C4B	15435	0x0101B100	0x00C18900	none	-	False	False	False	-	.?AVStalledActorBoard@@	-
StartGameFailVital	wire_vital	0x4323	17187	0x0101F820	0x00C1D020	standalone	0x00F30804	True	False	True	-	.?AVStartGameFailVital@@	StartGameFailVital
StartGameReq	other_unclassified	0x1E87	7815	0x0101F7E8	0x00C1CFE8	standalone	0x00F307F4	True	True	False	-	.?AVStartGameReq@@	StartGameReq
StartGameRes	other_unclassified	0x1E9F	7839	0x0101F804	0x00C1D004	standalone	0x00F0B398	True	True	False	-	.?AVStartGameRes@@	StartGameRes
StateNavigation	scene_world_move	0x317D	12669	0x01022F84	0x00C20784	none	-	False	False	False	-	.?AVStateNavigation@@	-
StateRunTime	other_unclassified	0x1F2F	7983	0x01022FA8	0x00C207A8	none	-	False	False	False	-	.?AVStateRunTime@@	-
StorageAttr	attr_state_block	0x1AEC	6892	0x010215FC	0x00C1EDFC	standalone	0x00F3BF6C	False	True	False	-	.?AVStorageAttr@@	StorageAttr
StorageCmdVital	wire_vital	0x2F5B	12123	0x01021638	0x00C1EE38	standalone	0x00F3C1B8	True	False	True	-	.?AVStorageCmdVital@@	StorageCmdVital
StorageModule_Client	module_subsystem	0x53FD	21501	0x0101C0A4	0x00C198A4	pooled_tail	0x00F1CA20	False	True	False	-	.?AVStorageModule_Client@@	I@StorageModule_Client
StorageOpenVital	wire_vital	0x369A	13978	0x01021618	0x00C1EE18	standalone	0x00F0B384	True	False	True	-	.?AVStorageOpenVital@@	StorageOpenVital
StorageResultVital	wire_vital	0x461C	17948	0x01021658	0x00C1EE58	standalone	0x00F3C1C8	True	False	True	-	.?AVStorageResultVital@@	StorageResultVital
StoreEventHandler	ui_event_handler	0x3D97	15767	0x010233D8	0x00C20BD8	none	-	False	False	False	-	.?AVStoreEventHandler@@	-
SummonedPetAttr	attr_state_block	0x308E	12430	0x0101D6C8	0x00C1AEC8	standalone	0x00F41250	False	True	False	-	.?AVSummonedPetAttr@@	SummonedPetAttr
SummonedPetInfo	other_unclassified	0x2FAF	12207	0x0101D6E8	0x00C1AEE8	none	-	False	False	False	-	.?AVSummonedPetInfo@@	-
SustainedBehaviorSound	ai_behavior	0x6719	26393	0x0101DA80	0x00C1B280	none	-	False	False	False	-	.?AVSustainedBehaviorSound@@	-
SwitchServerAccountData	data_blob	0x6DEA	28138	0x0101F694	0x00C1CE94	none	-	False	False	False	-	.?AVSwitchServerAccountData@@	-
SwitchServerEventHandler	ui_event_handler	0x78F3	30963	0x01026FB8	0x00C247B8	none	-	False	False	False	-	.?AVSwitchServerEventHandler@@	-
SwitchServerReplyVital_New	other_unclassified	0x8D5E	36190	0x0101FEF8	0x00C1D6F8	standalone	0x00F30B84	True	False	True	-	.?AVSwitchServerReplyVital_New@@	SwitchServerReplyVital_New
SwitchServerResVital	wire_vital	0x54F6	21750	0x0101FCC8	0x00C1D4C8	standalone	0x00F30A38	True	False	True	-	.?AVSwitchServerResVital@@	SwitchServerResVital
SwitchWeaponInfo	other_unclassified	0x368D	13965	0x0101F6BC	0x00C1CEBC	none	-	False	False	False	-	.?AVSwitchWeaponInfo@@	-
SyncData	data_blob	0x0DE9	3561	0x0101FF8C	0x00C1D78C	none	-	False	False	False	-	.?AVSyncData@@	-
SyncDynamicBlock	other_unclassified	0x35A2	13730	0x0101FF6C	0x00C1D76C	none	-	False	False	False	-	.?AVSyncDynamicBlock@@	-
SysetmSettingLogoutEventHandler	ui_event_handler	0xC90F	51471	0x01026FE4	0x00C247E4	none	-	False	False	False	-	.?AVSysetmSettingLogoutEventHandler@@	-
SystemBackpackFittingRoomEditorEventHandler	ui_event_handler	0x7AEB	31467	0x01027984	0x00C25184	none	-	False	False	False	-	.?AVSystemBackpackFittingRoomEditorEventHandler@@	-
SystemBackpackFittingRoomEventHandler	ui_event_handler	0x196D	6509	0x010279C0	0x00C251C0	none	-	False	False	False	-	.?AVSystemBackpackFittingRoomEventHandler@@	-
SystemBackpackMain2EditorEventHandler	ui_event_handler	0x1391	5009	0x01021538	0x00C1ED38	none	-	False	False	False	-	.?AVSystemBackpackMain2EditorEventHandler@@	-
SystemBackpackMain2EventHandler	ui_event_handler	0xC07D	49277	0x0102156C	0x00C1ED6C	none	-	False	False	False	-	.?AVSystemBackpackMain2EventHandler@@	-
SystemGift	other_unclassified	0x164C	5708	0x010276A0	0x00C24EA0	none	-	False	False	False	-	.?AVSystemGift@@	-
SystemGiftAttr	attr_state_block	0x2AA7	10919	0x010276BC	0x00C24EBC	standalone	0x00F488B0	False	True	False	-	.?AVSystemGiftAttr@@	SystemGiftAttr
SystemGiftModule_Client	module_subsystem	0x6E53	28243	0x0101E374	0x00C1BB74	standalone	0x00F48950	False	True	False	-	.?AVSystemGiftModule_Client@@	SystemGiftModule_Client
SystemReportEventHandler	ui_event_handler	0x7985	31109	0x0102723C	0x00C24A3C	none	-	False	False	False	-	.?AVSystemReportEventHandler@@	-
SystemSettingChangePasswordEventHandler	ui_event_handler	0x3A1A	14874	0x0102127C	0x00C1EA7C	none	-	False	False	False	-	.?AVSystemSettingChangePasswordEventHandler@@	-
SystemSettingESCEditorEventHandler	ui_event_handler	0xEA24	59940	0x01027018	0x00C24818	none	-	False	False	False	-	.?AVSystemSettingESCEditorEventHandler@@	-
SystemSettingESCEventHandler	ui_event_handler	0x9E45	40517	0x0102704C	0x00C2484C	none	-	False	False	False	-	.?AVSystemSettingESCEventHandler@@	-
SystemSettingLogoutConfirmEventHandler	ui_event_handler	0x2B41	11073	0x0102707C	0x00C2487C	none	-	False	False	False	-	.?AVSystemSettingLogoutConfirmEventHandler@@	-
SystemSettingMainEditorEventHandler	ui_event_handler	0xFC3B	64571	0x010270B8	0x00C248B8	none	-	False	False	False	-	.?AVSystemSettingMainEditorEventHandler@@	-
SystemSettingMainEventHandler	ui_event_handler	0xADF5	44533	0x010270EC	0x00C248EC	none	-	False	False	False	-	.?AVSystemSettingMainEventHandler@@	-
SystemSettingReportEventHandler	ui_event_handler	0xC918	51480	0x010234AC	0x00C20CAC	none	-	False	False	False	-	.?AVSystemSettingReportEventHandler@@	-
SystemSocialMailCheckEditorEventHandler	ui_event_handler	0x3495	13461	0x01026004	0x00C23804	none	-	False	False	False	-	.?AVSystemSocialMailCheckEditorEventHandler@@	-
SystemSocialMailCheckEventHandler	ui_event_handler	0xDCB3	56499	0x0102603C	0x00C2383C	none	-	False	False	False	-	.?AVSystemSocialMailCheckEventHandler@@	-
SystemSocialMatchEventHandler	ui_event_handler	0xACEB	44267	0x010234E0	0x00C20CE0	none	-	False	False	False	-	.?AVSystemSocialMatchEventHandler@@	-
SystemSocialPanPalMailReadEventHandler	ui_event_handler	0x2110	8464	0x01025D88	0x00C23588	none	-	False	False	False	-	.?AVSystemSocialPanPalMailReadEventHandler@@	-
SystemSocialPanPalMailWriteEditorEventHandler	ui_event_handler	0x9AD6	39638	0x01025DC0	0x00C235C0	none	-	False	False	False	-	.?AVSystemSocialPanPalMailWriteEditorEventHandler@@	-
SystemSocialPanPalMailWriteEventHandler	ui_event_handler	0x348A	13450	0x01025DFC	0x00C235FC	none	-	False	False	False	-	.?AVSystemSocialPanPalMailWriteEventHandler@@	-
SystemSocialPenPalMailReadEditorEventHandler	ui_event_handler	0x852D	34093	0x01025D4C	0x00C2354C	none	-	False	False	False	-	.?AVSystemSocialPenPalMailReadEditorEventHandler@@	-
SystemSocialPenPalMenuEditorEventHandler	ui_event_handler	0x4599	17817	0x01025EAC	0x00C236AC	none	-	False	False	False	-	.?AVSystemSocialPenPalMenuEditorEventHandler@@	-
SystemSocialPenPalMenuEventHandler	ui_event_handler	0xEB50	60240	0x01025EE4	0x00C236E4	none	-	False	False	False	-	.?AVSystemSocialPenPalMenuEventHandler@@	-
